aineseos	['N_VAKUUTUS']	boundaries=aine|seos
aineskokoelma	['N_SOITTAJA']	boundaries=aines|kokoelma
ainesosa	['N_SOITTAJA']	boundaries=aines|osa
ainespuu	['N_PUU']	boundaries=aines|puu
aineyhdistelmä	['N_HÖPÖTTÄJÄ']	boundaries=aine|yhdistelmä
ainoalaatuinen	['A_AAKKOSELLINEN']	boundaries=ainoa|laatuinen
ainoalaatuisuus	['N_AAKKOSELLISUUS']	boundaries=ainoa|laatuisuus
ainoiskappale	['N_ASTE']	boundaries=ainois|kappale
airokala	['N_KIRJA']	boundaries=airo|kala
airomies	['N_MIES']	boundaries=airo|mies
aironlapa	['N_SALPA']	boundaries=airon|lapa
aironveto	['N_VETO']	boundaries=airon|veto
airopari	['N_RUUVI']	boundaries=airo|pari
airutkuvio	['N_TUOMIO']	boundaries=airut|kuvio
aisahevonen	['N_AAKKOSTAMINEN']	boundaries=aisa|hevonen
aisakello	['N_TALO']	boundaries=aisa|kello
aisankannattaja	['N_SOITTAJA']	boundaries=aisan|kannattaja
aisapari	['N_RUUVI']	boundaries=aisa|pari
aistialue	['N_ASTE']	boundaries=aisti|alue
aistienvarainen	['A_AAKKOSELLINEN']	boundaries=aistien|varainen
aistiharhainen	['A_AAKKOSELLINEN']	boundaries=aisti|harhainen
aistiharha	['N_KIRJA']	boundaries=aisti|harha
aistihavainto	['N_TUNTO']	boundaries=aisti|havainto
aistihermo	['N_TALO']	boundaries=aisti|hermo
aistikokemus	['N_VAKUUTUS']	boundaries=aisti|kokemus
aistimaailma	['N_KITARA']	boundaries=aisti|maa|ilma
aistimuskynnys	['N_RÄJÄYTYS']	boundaries=aistimus|kynnys
aistimussisältö	['N_SISÄLTÖ']	boundaries=aistimus|sisältö
aistinelin	['N_ELIN']	boundaries=aistin|elin
aistinreseptori	['N_RUUVI']	boundaries=aistin|reseptori
