continuation	stuffs	stempart	continuations... # <- HEADERS
ADJ_BACK_WEAK_SINGULARS	Nsg|Xabl	{MB}lta	ADJ_BACK_POSS_AN_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xade	{MB}lla	ADJ_BACK_POSS_AN_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xall	{MB}lle	ADJ_BACK_POSS_EN_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xela	{MB}sta	ADJ_BACK_POSS_AN_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xgen	{MB}n	ADJ_BACK_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xine	{MB}ssa	ADJ_BACK_POSS_AN_CLIT_OPT
ADJ_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	ADJ_BACK_POSS_EN_OBL
ADJ_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	ADJ_BACK_CLIT_OPT|ADJ_BACK_CLIT_OPT
ADJ_BEIGE			ADJ_FRONT_COMPARATIVE|ADJ_FRONT_SUPERLATIVE|ADJ_FRONT_DERIV_STI
ADJ_BEIGE	Cpos		ADJ_FRONT_NOMINATIVE|ADJ_FRONT_SINGULARS|ADJ_FRONT_PLURALS|ADJ_FRONT_PARTITIVE_Ä_ÄN|ADJ_FRONT_ILLATIVE_EN|ADJ_FRONT_PARTITIVE_JÄ|ADJ_FRONT_GENITIVE_JEN|ADJ_FRONT_GENITIVE_IN|ADJ_FRONT_ILLATIVE_IHIN|ADJ_COMPOUND_0
ADJ_CHIC	Cpos		ADJ_FRONT_NOMINATIVE
ADJ_CHIC	Cpos	e	ADJ_FRONT_PLURALS|ADJ_FRONT_PARTITIVE_JÄ|ADJ_FRONT_GENITIVE_JEN|ADJ_FRONT_GENITIVE_IN|ADJ_FRONT_ILLATIVE_IHIN
ADJ_CHIC	Cpos	i	ADJ_FRONT_SINGULARS|ADJ_FRONT_PARTITIVE_Ä_ÄN|ADJ_FRONT_ILLATIVE_IN
ADJ_CHIC		e	ADJ_FRONT_SUPERLATIVE
ADJ_CHIC		i	ADJ_FRONT_COMPARATIVE
ADJ_COMPOUND_0			ADJ_COMPOUND
ADJ_COMPOUND	B←	-	#
ADJ_COMPOUND	Bc	{hyph?}	SUFFIX
ADJ_COMPOUND_NOUN_SUFF	B←	-	#
ADJ_COMPOUND_NOUN_SUFF	Bc	{hyph?}	NOUN|SUFFIX
ADJ_COMPOUND_S	Ds	{DB}s	ADJ_COMPOUND_NOUN_SUFF
ADJ_COOL	Cpos		ADJ_BACK_NOMINATIVE
ADJ_COOL	Cpos	e	ADJ_BACK_PLURALS|ADJ_BACK_PARTITIVE_JA|ADJ_BACK_GENITIVE_JEN|ADJ_BACK_GENITIVE_IN|ADJ_BACK_ILLATIVE_IHIN
ADJ_COOL	Cpos	i	ADJ_BACK_SINGULARS|ADJ_BACK_PARTITIVE_A_AN|ADJ_BACK_ILLATIVE_IN
ADJ_COOL		e	ADJ_BACK_SUPERLATIVE
ADJ_COOL		i	ADJ_BACK_COMPARATIVE
ADJ_EHTA	Cpos	da	ADJ_BACK_WEAK_SINGULARS
ADJ_EHTA	Cpos	do	ADJ_BACK_WEAK_PLURALS
ADJ_EHTA	Cpos	ta	ADJ_BACK_NOMINATIVE|ADJ_BACK_STRONG_SINGULARS|ADJ_BACK_PARTITIVE_A|ADJ_BACK_ILLATIVE_AN|ADJ_BACK_GENITIVE_IN|ADJ_COMPOUND_0
ADJ_EHTA	Cpos	to	ADJ_BACK_STRONG_PLURALS|ADJ_BACK_PARTITIVE_JA|ADJ_BACK_GENITIVE_JEN|ADJ_BACK_ILLATIVE_IHIN
ADJ_EHTA		da	ADJ_BACK_COMPARATIVE
ADJ_EHTA		do	ADJ_BACK_SUPERLATIVE
ADJ_EHYT			ADJ_FRONT_SUPERLATIVE
ADJ_EHYT	Cpos		ADJ_FRONT_PLURALS|ADJ_FRONT_PARTITIVE_ITÄ|ADJ_FRONT_GENITIVE_IDEN|ADJ_FRONT_GENITIVE_ITTEN|ADJ_FRONT_ILLATIVE_ISIIN|ADJ_FRONT_ILLATIVE_IHIN
ADJ_EHYT	Cpos	e	ADJ_FRONT_SINGULARS|ADJ_FRONT_ILLATIVE_EN
ADJ_EHYT	Cpos	t	ADJ_FRONT_NOMINATIVE|ADJ_FRONT_PARTITIVE_TÄ|ADJ_COMPOUND_0
ADJ_EHYT		e	ADJ_FRONT_COMPARATIVE
ADJ_ENSIMMÄINEN	Ds	s	NOUN_COMPOUND
ADJ_ENSIMMÄINEN	Cpos	nen	NUM_FRONT_NOMINATIVE
ADJ_ENSIMMÄINEN	Cpos	se	NUM_FRONT_ILLATIVE_EN|NUM_FRONT_SINGULARS
ADJ_ENSIMMÄINEN	Cpos	s	NUM_FRONT_PARTITIVE_TÄ|NUM_FRONT_GENITIVE_TEN|NUM_FRONT_PARTITIVE_IÄ|NUM_FRONT_GENITIVE_IEN|NUM_FRONT_ILLATIVE_IIN|NUM_FRONT_PLURALS
ADJ_FRONT_CLIT_OPT			#|ADJ_FRONT_CLIT
ADJ_FRONT_CLIT	Qhan	{MB}hän	#
ADJ_FRONT_CLIT	Qhan|Qkaan	{MB}hän{MB}kään	#
ADJ_FRONT_CLIT	Qhan|Qko	{MB}hän{MB}kö	#
ADJ_FRONT_CLIT	Qhan|Qpa	{MB}hän{MB}pä	#
ADJ_FRONT_CLIT	Qkaan	{MB}kään	#
ADJ_FRONT_CLIT	Qkaan|Qhan	{MB}kään{MB}hän	#
ADJ_FRONT_CLIT	Qkaan|Qkin	{MB}kään{MB}kin	#
ADJ_FRONT_CLIT	Qkaan|Qko	{MB}kään{MB}kö	#
ADJ_FRONT_CLIT	Qkaan|Qpa	{MB}kään{MB}pä	#
ADJ_FRONT_CLIT	Qkin	{MB}kin	#
ADJ_FRONT_CLIT	Qkin|Qhan	{MB}kin{MB}hän	#
ADJ_FRONT_CLIT	Qkin|Qkaan	{MB}kin{MB}kään	#
ADJ_FRONT_CLIT	Qkin|Qko	{MB}kin{MB}kö	#
ADJ_FRONT_CLIT	Qkin|Qpa	{MB}kin{MB}pä	#
ADJ_FRONT_CLIT	Qko	{MB}kö	#
ADJ_FRONT_CLIT	Qko|Qhan	{MB}kö{MB}hän	#
ADJ_FRONT_CLIT	Qko|Qkaan	{MB}kö{MB}kään	#
ADJ_FRONT_CLIT	Qko|Qkin	{MB}kö{MB}kin	#
ADJ_FRONT_CLIT	Qko|Qpa	{MB}kö{MB}pä	#
ADJ_FRONT_CLIT	Qko|Qs	{MB}kö{MB}s	#
ADJ_FRONT_CLIT	Qpa	{MB}pä	#
ADJ_FRONT_CLIT	Qpa|Qhan	{MB}pä{MB}hän	#
ADJ_FRONT_CLIT	Qpa|Qkaan	{MB}pä{MB}kään	#
ADJ_FRONT_CLIT	Qpa|Qkin	{MB}pä{MB}kin	#
ADJ_FRONT_CLIT	Qpa|Qko	{MB}pä{MB}kö	#
ADJ_FRONT_CLIT	Qpa|Qs	{MB}pä{MB}s	#
ADJ_FRONT_COMPARATIVE_ARCHAIC	Dmpi|Ccmp|Uarch	{DB}m	ADJ_FRONT_COMPARATIVE_STEMS
ADJ_FRONT_COMPARATIVE	Dmpi|Ccmp	{DB}m	ADJ_FRONT_COMPARATIVE_STEMS
ADJ_FRONT_COMPARATIVE_STEMS		{STUB}m	ADJ_FRONT_WEAK_PLURALS
ADJ_FRONT_COMPARATIVE_STEMS		{STUB}mä	ADJ_FRONT_WEAK_SINGULARS
ADJ_FRONT_COMPARATIVE_STEMS		{STUB}p	ADJ_FRONT_STRONG_PLURALS|ADJ_FRONT_PARTITIVE_IÄ|ADJ_FRONT_GENITIVE_IEN|ADJ_FRONT_ILLATIVE_IIN
ADJ_FRONT_COMPARATIVE_STEMS		{STUB}pi	ADJ_FRONT_NOMINATIVE|ADJ_FRONT_ILLATIVE_IN
ADJ_FRONT_COMPARATIVE_STEMS		{STUB}pä	ADJ_FRONT_STRONG_SINGULARS|ADJ_FRONT_PARTITIVE_Ä|ADJ_FRONT_GENITIVE_IN|ADJ_FRONT_ILLATIVE_ÄN
ADJ_FRONT_DERIV_HKÖ	Cpos|Dhko	{DB}hkö	ADJ_HÖLÖ
ADJ_FRONT_DERIV_STI	Cpos|Dsti	{DB}sti	ADV_TYHMÄSTI
ADJ_FRONT_ESSIVE_NÄ_ARCHAIC	Nsg|Xess|Uarch	{MB}nä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}de	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_IDEN	Npl|Xgen	{MB}i{MB}den	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}e	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_IEN	Npl|Xgen	{MB}i{MB}en	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i{MB}	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_IN	Npl|Xgen|Uarch	{MB}i{MB}n	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tte	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_ITTEN	Npl|Xgen	{MB}i{MB}tten	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}e	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_JEN	Npl|Xgen	{MB}j{MB}en	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_GENITIVE_TEN_ARCHAIC	Npl|Xgen|Uarch	{MB}te	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_TEN_ARCHAIC	Npl|Xgen|Uarch	{MB}ten	ADJ_FRONT_CLIT_OPT|ADJ_COMPOUND
ADJ_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}te	ADJ_FRONT_POSS
ADJ_FRONT_GENITIVE_TEN	Npl|Xgen	{MB}ten	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xgen|Uarch	h{MB}i{MB}e	ADJ_FRONT_POSS
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xgen|Uarch	h{MB}i{MB}en	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xgen|Uarch	h{MB}i{MB}tte	ADJ_FRONT_POSS
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xgen|Uarch	h{MB}i{MB}tten	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xill|Uarch	h{MB}i{MB}si	ADJ_FRONT_POSS
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xill|Uarch	h{MB}i{MB}sin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_H_PLURALS_ARCHAIC	Npl|Xpar|Uarch	h{MB}i{MB}ä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_H_PLURALS_ARCHAIC	Uarch	h	ADJ_FRONT_PLURALS
ADJ_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}e	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_EN	Nsg|Xill	{MB}en	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_EN	Nsg|Xill|Uarch	{MB}he	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_EN	Nsg|Xill|Uarch	{MB}hen	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hi	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hy	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hyn	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hä	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hän	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hi	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}i	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}in	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_IIN	Npl|Xill|Uarch	{MB}i{MB}hi	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_IIN	Npl|Xill|Uarch	{MB}i{MB}hin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}i	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}in	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_IN	Nsg|Xill|Uarch	{MB}hi	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_IN	Nsg|Xill|Uarch	{MB}hin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_ISIIN			ADJ_FRONT_H_PLURALS_ARCHAIC
ADJ_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}sii	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}siin	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}see	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}seen	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}y	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}yn	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_YN	Nsg|Xill|Uarch	{MB}hy	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_YN	Nsg|Xill|Uarch	{MB}hyn	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}ä	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}än	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_ÄN	Nsg|Xill|Uarch	{MB}hä	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_ÄN	Nsg|Xill|Uarch	{MB}hän	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ö	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ön	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_ILLATIVE_ÖN	Nsg|Xill|Uarch	{MB}hö	ADJ_FRONT_POSS
ADJ_FRONT_ILLATIVE_ÖN	Nsg|Xill|Uarch	{MB}hön	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_NOMINATIVE	Nsg|Xnom		ADJ_FRONT_CLIT_OPT
ADJ_FRONT_PARTITIVE_ITÄ	Npl|Xpar	{MB}i{MB}tä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PARTITIVE_IÄ	Npl|Xpar	{MB}i{MB}ä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PARTITIVE_JÄ	Npl|Xpar	{MB}j{MB}ä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PARTITIVE_TÄ_ARCHAIC	Nsg|Xpar|Uarch	{MB}tä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PARTITIVE_TÄ	Nsg|Xpar	{MB}tä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PARTITIVE_Ä_NONSTD	Nsg|Xpar|Unonstd	{MB}ä	ADJ_FRONT_POSS_CLIT_OPT
ADJ_FRONT_PARTITIVE_Ä	Nsg|Xpar	{MB}ä	ADJ_FRONT_POSS_CLIT_OPT
ADJ_FRONT_PARTITIVE_Ä_ÄN	Nsg|Xpar	{MB}ä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_PLNOM_CLIT	Npl|Xnom	{MB}t	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_PLURALS			ADJ_FRONT_STRONG_PLURALS|ADJ_FRONT_WEAK_PLURALS
ADJ_FRONT_POSS_CLIT_OPT			ADJ_FRONT_POSS|ADJ_FRONT_CLIT|#
ADJ_FRONT_POSS_EN_CLIT_OPT			ADJ_FRONT_POSS|ADJ_FRONT_POSS_EN|ADJ_FRONT_CLIT|#
ADJ_FRONT_POSS_EN	O3	{MB}en	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS_EN	O3|Uarch	{MB}hen	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS_EN_OBL			ADJ_FRONT_POSS|ADJ_FRONT_POSS_EN
ADJ_FRONT_POSS	O3	{MB}nsä	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS	Opl1	{MB}mme	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS	Opl2	{MB}nne	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS	Osg1	{MB}ni	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS	Osg2	{MB}si	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS_ÄN_CLIT_OPT			ADJ_FRONT_POSS|ADJ_FRONT_POSS_ÄN|ADJ_FRONT_CLIT|#
ADJ_FRONT_POSS_ÄN	O3	{MB}än	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_POSS_ÄN	O3|Uarch	{MB}hän	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_SINGULARS			ADJ_FRONT_STRONG_SINGULARS|ADJ_FRONT_WEAK_SINGULARS
ADJ_FRONT_SINGULARS_ARCHAIC	Npl|Xnom|Uarch		ADJ_FRONT_POSS
ADJ_FRONT_SINGULARS_ARCHAIC	Npl|Xnom|Uarch	{MB}t	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xabe|Uarch	{MB}ttä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xabl|Uarch	{MB}ltä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xade|Uarch	{MB}llä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xall|Uarch	{MB}lle	ADJ_FRONT_POSS_EN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xela|Uarch	{MB}stä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xess|Uarch	{MB}nä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xgen|Uarch		ADJ_FRONT_POSS
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xgen|Uarch	{MB}n	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xill|Uarch	{MB}sen	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xine|Uarch	{MB}ssä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xnom|Uarch		ADJ_FRONT_POSS
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xtra|Uarch	{MB}kse	ADJ_FRONT_POSS_EN_OBL
ADJ_FRONT_SINGULARS_ARCHAIC	Nsg|Xtra|Uarch	{MB}ksi	ADJ_FRONT_CLIT_OPT|ADJ_FRONT_CLIT_OPT
ADJ_FRONT_STRONG_PLURALS	Npl|Xess	{MB}i{MB}nä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_STRONG_PLURALS	Xcom	{MB}i{MB}ne	ADJ_FRONT_POSS_EN_CLIT_OPT
ADJ_FRONT_STRONG_SINGULARS	Npl|Xnom		ADJ_FRONT_POSS
ADJ_FRONT_STRONG_SINGULARS	Nsg|Xess	{MB}nä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_STRONG_SINGULARS	Nsg|Xgen		ADJ_FRONT_POSS
ADJ_FRONT_STRONG_SINGULARS	Nsg|Xnom		ADJ_FRONT_POSS
ADJ_FRONT_SUPERLATIVE_ARCHAIC	Din²|Csup|Uarch	{DB}i	ADJ_FRONT_SUPERLATIVE_STEMS
ADJ_FRONT_SUPERLATIVE	Din²|Csup	{DB}i	ADJ_FRONT_SUPERLATIVE_STEMS
ADJ_FRONT_SUPERLATIVE_STEMS		{STUB}mm	ADJ_FRONT_WEAK_PLURALS
ADJ_FRONT_SUPERLATIVE_STEMS		{STUB}mmä	ADJ_FRONT_WEAK_SINGULARS
ADJ_FRONT_SUPERLATIVE_STEMS		{STUB}mp	ADJ_FRONT_STRONG_PLURALS|ADJ_FRONT_PARTITIVE_IÄ|ADJ_FRONT_GENITIVE_IEN|ADJ_FRONT_ILLATIVE_IIN
ADJ_FRONT_SUPERLATIVE_STEMS		{STUB}mpä	ADJ_FRONT_STRONG_SINGULARS|ADJ_FRONT_ILLATIVE_ÄN|ADJ_FRONT_GENITIVE_IN|ADJ_FRONT_PARTITIVE_Ä_NONSTD
ADJ_FRONT_SUPERLATIVE_STEMS		{STUB}n	ADJ_FRONT_NOMINATIVE|ADJ_FRONT_PARTITIVE_TÄ|ADJ_FRONT_GENITIVE_TEN
ADJ_FRONT_WEAK_PLURALS	Npl|Xabe	{MB}i{MB}ttä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xabl	{MB}i{MB}ltä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xade	{MB}i{MB}llä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xall	{MB}i{MB}lle	ADJ_FRONT_POSS_EN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xela	{MB}i{MB}stä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xine	{MB}i{MB}ssä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xins	{MB}i{MB}n	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}kse	ADJ_FRONT_POSS_EN_OBL
ADJ_FRONT_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}ksi	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS			ADJ_FRONT_PLNOM_CLIT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xabe	{MB}ttä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xabl	{MB}ltä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xade	{MB}llä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xall	{MB}lle	ADJ_FRONT_POSS_EN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xela	{MB}stä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xgen	{MB}n	ADJ_FRONT_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xine	{MB}ssä	ADJ_FRONT_POSS_ÄN_CLIT_OPT
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	ADJ_FRONT_POSS_EN_OBL
ADJ_FRONT_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	ADJ_FRONT_CLIT_OPT|ADJ_FRONT_CLIT_OPT
ADJ_GAY			ADJ_BACK_COMPARATIVE|ADJ_BACK_SUPERLATIVE|ADJ_FRONT_COMPARATIVE|ADJ_FRONT_SUPERLATIVE
ADJ_GAY	Cpos		ADJ_BACK_NOMINATIVE|ADJ_FRONT_NOMINATIVE|ADJ_BACK_SINGULARS|ADJ_FRONT_SINGULARS|ADJ_BACK_PLURALS|ADJ_FRONT_PLURALS|ADJ_FRONT_PARTITIVE_TÄ|ADJ_FRONT_ILLATIVE_HYN|ADJ_FRONT_ILLATIVE_HIN|ADJ_BACK_PARTITIVE_ITA|ADJ_FRONT_PARTITIVE_ITÄ|ADJ_FRONT_GENITIVE_JEN|ADJ_FRONT_GENITIVE_IDEN|ADJ_FRONT_GENITIVE_ITTEN|ADJ_FRONT_ILLATIVE_IHIN|ADJ_COMPOUND_0
ADJ_HAILAKKA		a	ADJ_BACK_COMPARATIVE
ADJ_HAILAKKA	Cpos	a	ADJ_BACK_WEAK_SINGULARS
ADJ_HAILAKKA	Cpos	ka	ADJ_BACK_NOMINATIVE|ADJ_BACK_STRONG_SINGULARS|ADJ_BACK_PARTITIVE_A|ADJ_BACK_PARTITIVE_TA_ARCHAIC|ADJ_BACK_ILLATIVE_AN|ADJ_BACK_GENITIVE_IN|ADJ_COMPOUND_0
ADJ_HAILAKKA	Cpos	ko	ADJ_BACK_STRONG_PLURALS|ADJ_BACK_PARTITIVE_JA|ADJ_BACK_GENITIVE_JEN|ADJ_BACK_ILLATIVE_IHIN
ADJ_HAILAKKA	Cpos	o	ADJ_BACK_WEAK_PLURALS|ADJ_BACK_STRONG_PLURALS|ADJ_BACK_PARTITIVE_ITA|ADJ_BACK_GENITIVE_IDEN|ADJ_BACK_GENITIVE_ITTEN|ADJ_BACK_ILLATIVE_IHIN
ADJ_HAILAKKA		o	ADJ_BACK_SUPERLATIVE
ADJ_HALPA	Cpos	pa	ADJ_BACK_NOMINATIVE|ADJ_BACK_STRONG_SINGULARS|ADJ_BACK_PARTITIVE_A|ADJ_BACK_ILLATIVE_AN|ADJ_BACK_GENITIVE_IN|ADJ_COMPOUND_0
ADJ_HALPA	Cpos	po	ADJ_BACK_STRONG_PLURALS|ADJ_BACK_PARTITIVE_JA|ADJ_BACK_GENITIVE_JEN|ADJ_BACK_ILLATIVE_IHIN
ADJ_HALPA	Cpos	va	ADJ_BACK_WEAK_SINGULARS
ADJ_HALPA	Cpos	vo	ADJ_BACK_WEAK_PLURALS
ADJ_HALPA		v	ADJ_BACK_SUPERLATIVE
ADJ_HALPA		ve	ADJ_BACK_COMPARATIVE
ADJ_HALPA		vo	ADJ_BACK_SUPERLATIVE
ADJ_HAPAN	Cpos	an	ADJ_BACK_NOMINATIVE|ADJ_BACK_PARTITIVE_TA|ADJ_BACK_ESSIVE_NA_ARCHAIC|ADJ_BACK_GENITIVE_TEN|ADJ_COMPOUND_0
ADJ_HAPAN	Cpos	pama	ADJ_BACK_SINGULARS|ADJ_BACK_ILLATIVE_AN|ADJ_BACK_PARTITIVE_A_NONSTD
