new_para	lemma	stuff	gloss
N_JÄLSI	jälsiin	jälsi|NOUN|Npl|Xill	
N_LAPSI	lapsi	lapsi|NOUN|Nsg|Xnom	child 
N_LAPSI	lapsena	lapsi|NOUN|Nsg|Xess	
N_LAPSI	lasta	lapsi|NOUN|Nsg|Xpar	
N_UKSI	uksi	uksi|NOUN|Nsg|Xnom	door 
N_UKSI	uksena	uksi|NOUN|Nsg|Xess	
N_UKSI	usta	uksi|NOUN|Nsg|Xpar	
N_PEITSI	peitsi	peitsi|NOUN|Nsg|Xnom	lance 
N_PEITSI	peistä	peitsi|NOUN|Nsg|Xpar	
N_VEITSI	veitsi	veitsi|NOUN|Nsg|Xnom	knife 
N_HAAKSI	haaksi	haaksi|NOUN|Nsg|Xnom	boat 
N_HAAKSI	haahtena	haaksi|NOUN|Nsg|Xess	
N_HAAKSI	haahdessa	haaksi|NOUN|Nsg|Xine	
N_AHVEN	ahven	ahven|NOUN|Nsg|Xnom	berch 
N_AHVEN	ahvenessa	ahven|NOUN|Nsg|Xine	
N_AHVEN	ahvenina	ahven|NOUN|Npl|Xess	
N_JOUTSEN	joutsen	joutsen|NOUN|Nsg|Xnom	swan 
N_SIEMEN	siemen	siemen|NOUN|Nsg|Xnom	seed 
N_SIEMEN	siemenenä	siemen|NOUN|Nsg|Xess	
N_AJATAR	ajatar	ajatar|NOUN|Nsg|Xnom	mythological creature 
N_AJATAR	ajattarena	ajatar|NOUN|Nsg|Xess	
N_TYTÄR	tytär	tytär|NOUN|Nsg|Xnom	daughter 
N_TYTÄR	tyttärenä	tytär|NOUN|Nsg|Xess	
N_IEN	ien	ien|NOUN|Nsg|Xnom	gum 
N_IEN	ikenenä	ien|NOUN|Nsg|Xess	
N_PUHELIN	puhelin	puhelin|NOUN|Nsg|Xnom	
N_PUHELIN	puhelimena	puhelin|NOUN|Nsg|Xess	
N_ELIN	elin	elin|NOUN|Nsg|Xnom	
N_ELIN	elimenä	elin|NOUN|Nsg|Xess	
N_SUODATIN	suodatin	suodatin|NOUN|Nsg|Xnom	filter 
N_SUODATIN	suodattimena	suodatin|NOUN|Nsg|Xess	
N_HEITIN	heitin	heitin|NOUN|Nsg|Xnom	thrower 
N_HEITIN	heittimenä	heitin|NOUN|Nsg|Xess	
N_PUIN	puin	puin|NOUN|Nsg|Xnom	cloth 
N_PUIN	pukimena	puin|NOUN|Nsg|Xess	
N_PYYHIN	pyyhin	pyyhin|NOUN|Nsg|Xnom	eraser 
N_PYYHIN	pyyhkimenä	pyyhin|NOUN|Nsg|Xess	
N_KAAVIN	raavin	raavin|NOUN|Nsg|Xnom	
N_KAAVIN	raapimena	raavin|NOUN|Nsg|Xess	
N_SÄRVIN	särvin	särvin|NOUN|Nsg|Xnom	foodstuff 
N_SÄRVIN	särpimenä	särvin|NOUN|Nsg|Xess	
N_VAADIN	vaadin	vaadin|NOUN|Nsg|Xnom	female moose 
N_VAADIN	vaatimena	vaadin|NOUN|Nsg|Xess	
N_LAIDUN	laidun	laidun|NOUN|Nsg|Xnom	meadows 
N_LAIDUN	laitumena	laidun|NOUN|Nsg|Xess	
N_SÄÄDIN	säädin	säädin|NOUN|Nsg|Xnom	controller 
N_SÄÄDIN	säätimenä	säädin|NOUN|Nsg|Xess	
N_ASKELLIN	askellin	askellin|NOUN|Nsg|Xnom	stepper 
N_ASKELLIN	askeltimena	askellin|NOUN|Nsg|Xess	
N_SIVELLIN	sivellin	sivellin|NOUN|Nsg|Xnom	paint-brush 
N_SIVELLIN	siveltimenä	sivellin|NOUN|Nsg|Xess	
N_KÄÄNNIN	käännin	käännin|NOUN|Nsg|Xnom	turner 
N_KÄÄNNIN	kääntimenä	käännin|NOUN|Nsg|Xess	
N_MUUNNIN	muunnin	muunnin|NOUN|Nsg|Xnom	adapter 
N_MUUNNIN	muuntimena	muunnin|NOUN|Nsg|Xess	
N_KIHARRIN	kiharrin	kiharrin|NOUN|Nsg|Xnom	curler 
N_KIHARRIN	kihartimena	kiharrin|NOUN|Nsg|Xess	
N_KERROIN	kerroin	kerroin|NOUN|Nsg|Xnom	multiplier 
N_KERROIN	kertoimena	kerroin|NOUN|Nsg|Xess	
N_KIERRIN	kierrin	kierrin|NOUN|Nsg|Xnom	turner 
N_KIERRIN	kiertimenä	kierrin|NOUN|Nsg|Xess	
N_POLJIN	poljin	poljin|NOUN|Nsg|Xnom	pedal 
N_POLJIN	polkimena	poljin|NOUN|Nsg|Xess	
N_OSATON	viaton	viaton|NOUN|Nsg|Xnom	innocent 
N_OSATON	viattomana	viaton|NOUN|Nsg|Xess	
N_NIMETÖN	nimetön	nimetön|NOUN|Nsg|Xnom	unnamed 
N_NIMETÖN	nimettömänä	nimetön|NOUN|Nsg|Xess	
N_VANHIN	kylänvanhin	kylänvanhin|NOUN|Nsg|Xnom	elder 
N_VANHIN	kylänvanhimpana	kylänvanhin|NOUN|Nsg|Xess	
N_LÄHIN	lähin	lähin|NOUN|Nsg|Xnom	relative 
N_LÄHIN	lähimpänä	lähin|NOUN|Nsg|Xess	
N_VASEN	vasen	vasen|NOUN|Nsg|Xnom	left 
N_VASEN	vasempana	vasen|NOUN|Nsg|Xess	
N_AAKKOSTAMINEN	aakkostaminen	aakkostaminen|NOUN|Nsg|Xnom	alphabetising 
N_AAKKOSTAMINEN	aakkostamisena	aakkostaminen|NOUN|Nsg|Xess	
N_KYLKIÄINEN	kylkiäinen	kylkiäinen|NOUN|Nsg|Xnom	add-on 
N_KYLKIÄINEN	kylkiäisenä	kylkiäinen|NOUN|Nsg|Xess	
N_VAKUUTUS	vakuutus	vakuutus|NOUN|Nsg|Xnom	insurance 
N_VAKUUTUS	vakuutuksena	vakuutus|NOUN|Nsg|Xess	
N_RÄJÄYTYS	räjäytys	räjäytys|NOUN|Nsg|Xnom	explosion 
N_RÄJÄYTYS	räjäytyksenä	räjäytys|NOUN|Nsg|Xess	
N_AAKKOSELLISUUS	aakkosellisuus	aakkosellisuus|NOUN|Nsg|Xnom	alphabetificationness 
N_AAKKOSELLISUUS	aakkosellisuutena	aakkosellisuus|NOUN|Nsg|Xess	
N_AAKKOSELLISUUS	aakkosellisuudessa	aakkosellisuus|NOUN|Nsg|Xine	
N_AAKKOSELLISUUS	aakkosellisuuksina	aakkosellisuus|NOUN|Npl|Xess	
N_KÖYHYYS	köyhyys	köyhyys|NOUN|Nsg|Xnom	poverty 
N_KÖYHYYS	köyhyytenä	köyhyys|NOUN|Nsg|Xess	
N_KÖYHYYS	köyhyydessä	köyhyys|NOUN|Nsg|Xine	
N_PATSAS	patsas	patsas|NOUN|Nsg|Xnom	statue 
N_PATSAS	patsaana	patsas|NOUN|Nsg|Xess	
N_PATSAS	patsaissa	patsas|NOUN|Npl|Xine	
N_RUUMIS	ruumis	ruumis|NOUN|Nsg|Xnom	body 
N_RUUMIS	ruumiina	ruumis|NOUN|Nsg|Xess	
N_RUUMIS	ruumiissa	ruumis|NOUN|Npl|Xine	
N_ILMATIIVIS	ilmatiivis	ilmatiivis|NOUN|Nsg|Xnom	airtight 
N_ILMATIIVIS	ilmatiiviinä	ilmatiivis|NOUN|Nsg|Xess	
N_ARISTOTELES	Aristoteles	Aristoteles|NOUN|PROPER|Nsg|Xnom	Aristotle 
N_ARISTOTELES	Aristoteleena	Aristoteles|NOUN|PROPER|Nsg|Xess	
N_KIRVES	kirves	kirves|NOUN|Nsg|Xnom	ax 
N_KIRVES	kirveenä	kirves|NOUN|Nsg|Xess	
N_ÄYRÄS	äyräs	äyräs|NOUN|Nsg|Xnom	wavetop 
N_ÄYRÄS	äyräänä	äyräs|NOUN|Nsg|Xess	
N_ASUKAS	asukas	asukas|NOUN|Nsg|Xnom	inhabitant 
N_ASUKAS	asukkaana	asukas|NOUN|Nsg|Xess	
N_KÄRSÄKÄS	kärsäkäs	kärsäkäs|NOUN|Nsg|Xnom	elephant 
N_KÄRSÄKÄS	kärsäkkäänä	kärsäkäs|NOUN|Nsg|Xess	
N_SAAPAS	saapas	saapas|NOUN|Nsg|Xnom	boot 
N_SAAPAS	saappaana	saapas|NOUN|Nsg|Xess	
N_RYPÄS	rypäs	rypäs|NOUN|Nsg|Xnom	cluster 
N_RYPÄS	ryppäänä	rypäs|NOUN|Nsg|Xess	
N_RATAS	ratas	ratas|NOUN|Nsg|Xnom	cog 
N_RATAS	rattaana	ratas|NOUN|Nsg|Xess	
N_MÄTÄS	mätäs	mätäs|NOUN|Nsg|Xnom	mound 
N_MÄTÄS	mättäänä	mätäs|NOUN|Nsg|Xess	
N_KELTIS	amerikankeltis	amerikankeltis|NOUN|Nsg|Xnom	kind of a bird 
N_KELTIS	amerikankelttiinä	amerikankeltis|NOUN|Nsg|Xess	
N_IES	ies	ies|NOUN|Nsg|Xnom	??? 
N_IES	ikeenä	ies|NOUN|Nsg|Xess	
N_VARAS	varas	varas|NOUN|Nsg|Xnom	thief 
N_VARAS	varkaana	varas|NOUN|Nsg|Xess	
N_RUIS	ruis	ruis|NOUN|Nsg|Xnom	rye 
N_RUIS	rukiina	ruis|NOUN|Nsg|Xess	
N_VARVAS	varvas	varvas|NOUN|Nsg|Xnom	toe 
N_VARVAS	varpaana	varvas|NOUN|Nsg|Xess	
N_SEIVÄS	seiväs	seiväs|NOUN|Nsg|Xnom	pole 
N_SEIVÄS	seipäänä	seiväs|NOUN|Nsg|Xess	
N_TEHDAS	tehdas	tehdas|NOUN|Nsg|Xnom	factory 
N_TEHDAS	tehtaana	tehdas|NOUN|Nsg|Xess	
N_KANGAS	kangas	kangas|NOUN|Nsg|Xnom	fabric 
N_KANGAS	kankaana	kangas|NOUN|Nsg|Xess	
N_KÖNGÄS	köngäs	köngäs|NOUN|Nsg|Xnom	moor 
N_KÖNGÄS	könkäänä	köngäs|NOUN|Nsg|Xess	
N_HAMMAS	hammas	hammas|NOUN|Nsg|Xnom	tooth 
N_HAMMAS	hampaana	hammas|NOUN|Nsg|Xess	
N_ALLAS	allas	allas|NOUN|Nsg|Xnom	pool 
N_ALLAS	altaana	allas|NOUN|Nsg|Xess	
N_KINNAS	kinnas	kinnas|NOUN|Nsg|Xnom	mitten 
N_KINNAS	kintaana	kinnas|NOUN|Nsg|Xess	
N_RYNNÄS	rynnäs	rynnäs|NOUN|Nsg|Xnom	breast 
N_RYNNÄS	ryntäänä	rynnäs|NOUN|Nsg|Xess	
N_PORRAS	porras	porras|NOUN|Nsg|Xnom	step 
N_PORRAS	portaana	porras|NOUN|Nsg|Xess	
N_MIES	mies	mies|NOUN|Nsg|Xnom	man 
N_MIES	miehenä	mies|NOUN|Nsg|Xess	
N_OLUT	olut	olut|NOUN|Nsg|Xnom	beer 
N_OLUT	oluena	olut|NOUN|Nsg|Xess	
N_OLUT	oluen	olut|NOUN|Nsg|Xgen	
N_OLUT	olueen	olut|NOUN|Nsg|Xill	
N_NEITSYT	neitsyt	neitsyt|NOUN|Nsg|Xnom	virgin 
N_NEITSYT	neitsyeen	neitsyt|NOUN|Nsg|Xill	
N_IMMYT	immyt	immyt|NOUN|Nsg|Xnom	old wife 
N_IMMYT	impyenä	immyt|NOUN|Nsg|Xess	
N_IMMYT	impyeen	immyt|NOUN|Nsg|Xill	
N_KEVÄT	kevät	kevät|NOUN|Nsg|Xnom	spring 
N_KEVÄT	keväänä	kevät|NOUN|Nsg|Xess	
N_AIVOKUOLLUT	aivokuollut	aivokuollut|NOUN|Nsg|Xnom	braindead 
N_AIVOKUOLLUT	aivokuolleena	aivokuollut|NOUN|Nsg|Xess	
N_SIVISTYNYT	sivistynyt	sivistynyt|NOUN|Nsg|Xnom	civilised 
N_SIVISTYNYT	sivistyneenä	sivistynyt|NOUN|Nsg|Xess	
N_ASTE	aste	aste|NOUN|Nsg|Xnom	grade 
N_ASTE	asteena	aste|NOUN|Nsg|Xess	
N_PISTE	piste	piste|NOUN|Nsg|Xnom	full stop 
N_PISTE	pisteenä	piste|NOUN|Nsg|Xess	
N_KASTIKE	kastike	kastike|NOUN|Nsg|Xnom	sauce 
N_KASTIKE	kastikkeena	kastike|NOUN|Nsg|Xess	
N_LÄÄKE	lääke	lääke|NOUN|Nsg|Xnom	medicine 
N_LÄÄKE	lääkkeenä	lääke|NOUN|Nsg|Xess	
N_APE	ape	ape|NOUN|Nsg|Xnom	grub 
N_APE	appeena	ape|NOUN|Nsg|Xess	
N_RIPE	ripe	ripe|NOUN|Nsg|Xnom	leftovers 
N_RIPE	rippeenä	ripe|NOUN|Nsg|Xess	
N_LAITE	laite	laite|NOUN|Nsg|Xnom	machine 
N_LAITE	laitteena	laite|NOUN|Nsg|Xess	
N_KÄSITE	käsite	käsite|NOUN|Nsg|Xnom	concept 
N_KÄSITE	käsitteenä	käsite|NOUN|Nsg|Xess	
N_KOE	koe	koe|NOUN|Nsg|Xnom	test 
N_KOE	kokeena	koe|NOUN|Nsg|Xess	
N_PYYHE	pyyhe	pyyhe|NOUN|Nsg|Xnom	towel 
N_PYYHE	pyyhkeenä	pyyhe|NOUN|Nsg|Xess	
N_TARVE	tarve	tarve|NOUN|Nsg|Xnom	need 
N_TARVE	tarpeena	tarve|NOUN|Nsg|Xess	
N_VIIVE	lieve	lieve|NOUN|Nsg|Xnom	tux tail 
N_VIIVE	liepeenä	lieve|NOUN|Nsg|Xess	
N_KIDE	kide	kide|NOUN|Nsg|Xnom	crystal 
N_KIDE	kiteenä	kide|NOUN|Nsg|Xess	
N_JOHDE	johde	johde|NOUN|Nsg|Xnom	electrode 
N_JOHDE	johteena	johde|NOUN|Nsg|Xess	
N_LUMME	lumme	lumme|NOUN|Nsg|Xnom	pond leaf 
N_LUMME	lumpeena	lumme|NOUN|Nsg|Xess	
N_MIELLE	mielle	mielle|NOUN|Nsg|Xnom	thought 
N_MIELLE	mielteenä	mielle|NOUN|Nsg|Xess	
N_VUOLLE	vuolle	vuolle|NOUN|Nsg|Xnom	woodcut 
N_VUOLLE	vuolteena	vuolle|NOUN|Nsg|Xess	
N_RAKENNE	rakenne	rakenne|NOUN|Nsg|Xnom	construct 
N_RAKENNE	rakenteena	rakenne|NOUN|Nsg|Xess	
N_KIINNE	kiinne	kiinne|NOUN|Nsg|Xnom	hairspray 
N_KIINNE	kiinteenä	kiinne|NOUN|Nsg|Xess	
N_AARRE	aarre	aarre|NOUN|Nsg|Xnom	treasure 
N_AARRE	aarteena	aarre|NOUN|Nsg|Xess	
N_KIERRE	kierre	kierre|NOUN|Nsg|Xnom	spin 
N_KIERRE	kierteenä	kierre|NOUN|Nsg|Xess	
N_HYLJE	hylje	hylje|NOUN|Nsg|Xnom	
N_HYLJE	hylkeenä	hylje|NOUN|Nsg|Xess	
N_POHJE	pohje	pohje|NOUN|Nsg|Xnom	thigh 
N_POHJE	pohkeena	pohje|NOUN|Nsg|Xess	
N_ASKAR	askar	askar|NOUN|Nsg|Xnom	|Bc| chore 
N_ASKAR	askare	askar|NOUN|Nsg|Xnom	
N_ASKAR	askarena	askar|NOUN|Nsg|Xess	
N_ASKAR	askareena	askar|NOUN|Nsg|Xess	
N_KYYNEL	kyynel	kyynel|NOUN|Nsg|Xnom	|Bc| tear 
N_KYYNEL	kyynele	kyynel|NOUN|Nsg|Xnom	
N_KYYNEL	kyynelenä	kyynel|NOUN|Nsg|Xess	
N_KYYNEL	kyyneleenä	kyynel|NOUN|Nsg|Xess	
N_SÄEN	säen	säen|NOUN|Nsg|Xnom	|Bc| spark 
N_SÄEN	säkene	säen|NOUN|Nsg|Xnom	
N_SÄEN	säkenenä	säen|NOUN|Nsg|Xess	
N_SÄEN	säkeneenä	säen|NOUN|Nsg|Xess	
N_TAIVAL	taival	taival|NOUN|Nsg|Xnom	|Bc| hike 
N_TAIVAL	taipale	taival|NOUN|Nsg|Xnom	
N_TAIVAL	taipalena	taival|NOUN|Nsg|Xess	
N_TAIVAL	taipaleena	taival|NOUN|Nsg|Xess	
N_UDAR	udar	udar|NOUN|Nsg|Xnom	|Bc| teat 
N_UDAR	utare	udar|NOUN|Nsg|Xnom	
N_UDAR	utarena	udar|NOUN|Nsg|Xess	
N_UDAR	utareena	udar|NOUN|Nsg|Xess	
N_PENGER	penger	penger|NOUN|Nsg|Xnom	|Bc| bank 
N_PENGER	penkere	penger|NOUN|Nsg|Xnom	
N_PENGER	penkerenä	penger|NOUN|Nsg|Xess	
N_PENGER	penkereenä	penger|NOUN|Nsg|Xess	
N_OMMEL	ommel	ommel|NOUN|Nsg|Xnom	|Bc| stitch 
N_OMMEL	ompele	ommel|NOUN|Nsg|Xnom	
N_OMMEL	ompelena	ommel|NOUN|Nsg|Xess	
N_OMMEL	ompeleena	ommel|NOUN|Nsg|Xess	
N_VEMMEL	vemmel	vemmel|NOUN|Nsg|Xnom	
N_VEMMEL	vempele	vemmel|NOUN|Nsg|Xnom	
N_VEMMEL	vempelenä	vemmel|NOUN|Nsg|Xess	
N_VEMMEL	vempeleenä	vemmel|NOUN|Nsg|Xess	
N_KINNER	kinner	kinner|NOUN|Nsg|Xnom	|Bc| heel 
N_KINNER	kintere	kinner|NOUN|Nsg|Xnom	
N_KINNER	kinterenä	kinner|NOUN|Nsg|Xess	
N_KINNER	kintereenä	kinner|NOUN|Nsg|Xess	
N_KANNEL	kannel	kannel|NOUN|Nsg|Xnom	|Bc| kantele 
N_KANNEL	kantele	kannel|NOUN|Nsg|Xnom	
N_KANNEL	kantelena	kannel|NOUN|Nsg|Xess	
N_KANNEL	kanteleena	kannel|NOUN|Nsg|Xess	
N_MANNER	manner	manner|NOUN|Nsg|Xnom	|Bc| continent 
N_MANNER	mantere	manner|NOUN|Nsg|Xnom	
N_MANNER	manterena	manner|NOUN|Nsg|Xess	
N_MANNER	mantereena	manner|NOUN|Nsg|Xess	
N_PIENNAR	piennar	piennar|NOUN|Nsg|Xnom	|Bc| curb 
N_PIENNAR	pientare	piennar|NOUN|Nsg|Xnom	
N_PIENNAR	pientarena	piennar|NOUN|Nsg|Xess	
N_PIENNAR	pientareena	piennar|NOUN|Nsg|Xess	
N_AUER	auer	auer|NOUN|Nsg|Xnom	|Bc| morning mist 
N_AUER	autere	auer|NOUN|Nsg|Xnom	
N_AUER	auterena	auer|NOUN|Nsg|Xess	
N_AUER	autereena	auer|NOUN|Nsg|Xess	
N_VERI	veri	veri|NOUN|Nsg|Xnom	blood 
N_VERI	verta	veri|NOUN|Nsg|Xpar	
N_VERI	vertä	veri|NOUN|Nsg|Xpar	
N_MERI	meri	meri|NOUN|Nsg|Xnom	sea 
N_MERI	merta	meri|NOUN|Nsg|Xpar	
N_MERI	mertä	meri|NOUN|Nsg|Xpar	
N_UROS	uros	uros|NOUN|Nsg|Xnom	male 
N_UROS	uroksen	uros|NOUN|Nsg|Xgen	
N_UROS	uroon	uros|NOUN|Nsg|Xgen	
N_VELI	veli	veli|NOUN|Nsg|Xnom	brother 
N_VELI	veljeä	veli|NOUN|Nsg|Xpar	
N_VELI	veljen	veli|NOUN|Nsg|Xgen	
N_AIKA	aika	aika|NOUN|Nsg|Xnom	time 
N_AIKA	ajassa	aika|NOUN|Nsg|Xine	
N_POIKA	poika	poika|NOUN|Nsg|Xnom	boy 
N_POIKA	pojassa	poika|NOUN|Nsg|Xine	
N_AAMUYKSI	aamuyksi	aamuyksi|NOUN|Nsg|Xnom	1 a.m. 
N_AAMUYKSI	aamuyhtä	aamuyksi|NOUN|Nsg|Xpar	
N_AAMUYKSI	aamuyhtenä	aamuyksi|NOUN|Nsg|Xess	
N_AAMUKOLME	aamukolme	aamukolme|NOUN|Nsg|Xnom	3 a.m. 
N_AAMUKOLME	aamukolmea	aamukolme|NOUN|Nsg|Xpar	
N_AAMUKOLME	aamukolmeen	aamukolme|NOUN|Nsg|Xill	
N_AAMUKOLME	aamukolmia	aamukolme|NOUN|Npl|Xpar	
N_AAMUKOLME	aamukolmien	aamukolme|NOUN|Npl|Xgen	
N_AAMUKOLME	aamukolmiin	aamukolme|NOUN|Npl|Xill	
N_AAMUKAHDEKSAN	aamukahdeksan	aamukahdeksan|NOUN|Nsg|Xnom	8 a.m. 
N_AAMUKAHDEKSAN	aamukahdeksaa	aamukahdeksan|NOUN|Nsg|Xpar	
N_AAMUKAHDEKSAN	aamukahdeksana	aamukahdeksan|NOUN|Nsg|Xess	
N_AAMUKAHDEKSAN	aamukahdeksassa	aamukahdeksan|NOUN|Nsg|Xine	
N_AAMUKAHDEKSAN	aamukahdeksina	aamukahdeksan|NOUN|Npl|Xess	
N_AAMUKAHDEKSAN	aamukahdeksien	aamukahdeksan|NOUN|Npl|Xgen	
N_AAMUKAHDEKSAN	aamukahdeksiin	aamukahdeksan|NOUN|Npl|Xill	
N_AAMUYHDEKSÄN	aamuyhdeksän	aamuyhdeksän|NOUN|Nsg|Xnom	9 a.m. 
N_AAMUYHDEKSÄN	aamuyhdeksää	aamuyhdeksän|NOUN|Nsg|Xpar	
N_AAMUYHDEKSÄN	aamuyhdeksänä	aamuyhdeksän|NOUN|Nsg|Xess	
N_AAMUYHDEKSÄN	aamuyhdeksässä	aamuyhdeksän|NOUN|Nsg|Xine	
N_AAMUYHDEKSÄN	aamuyhdeksinä	aamuyhdeksän|NOUN|Npl|Xess	
N_AAMUYHDEKSÄN	aamuyhdeksien	aamuyhdeksän|NOUN|Npl|Xgen	
N_AAMUYHDEKSÄN	aamuyhdeksiin	aamuyhdeksän|NOUN|Npl|Xill	
N_AAMUKYMMENEN	aamukymmenen	aamukymmenen|NOUN|Nsg|Xnom	10 a.m. 
N_VUOSITUHAT	vuosituhat	vuosituhat|NOUN|Nsg|Xnom	millennium 
N_VUOSITUHAT	vuosituhantena	vuosituhat|NOUN|Nsg|Xess	
N_AIVOT	aivot	aivot|NOUN|Npl|Xnom	brains 
N_AIVOT	aivo	aivot|NOUN|Nsg|Xnom	
N_PÖKSYT	pöksyt	pöksyt|NOUN|Npl|Xnom	pants 
N_PÖKSYT	pöksy	pöksyt|NOUN|Nsg|Xnom	
N_HOUSUT	housut	housut|NOUN|Npl|Xnom	pants 
N_HOUSUT	housu	housut|NOUN|Nsg|Xnom	
N_JOUKOT	huoltojoukot	huolto|Bc|joukot|NOUN|Npl|Xnom	troops 
N_JOUKOT	huoltojoukko	huolto|Bc|joukot|NOUN|Nsg|Xnom	
N_FARKUT	farkut	farkut|NOUN|Npl|Xnom	jeans 
N_FARKUT	farkku	farkut|NOUN|Nsg|Xnom	
N_TIEDOT	perustiedot	perus|Bc|tiedot|NOUN|Npl|Xnom	knowledge (in school grades) 
N_TIEDOT	perustieto	perus|Bc|tiedot|NOUN|Nsg|Xnom	
N_TYTÖT	kaksostytöt	kaksos|Bc|tytöt|NOUN|Npl|Xnom	girls ? 
N_TYTÖT	kaksostyttö	kaksos|Bc|tytöt|NOUN|Nsg|Xnom	
N_PIDOT	pidot	pidot|NOUN|Npl|Xnom	bacchanalia 
N_PIDOT	pito	pidot|NOUN|Nsg|Xnom	
N_RAVUT	ravut	ravut|NOUN|Npl|Xnom	crabs ?? 
N_RAVUT	rapu	ravut|NOUN|Nsg|Xnom	
N_URUT	urut	urut|NOUN|Npl|Xnom	organs 
N_URUT	urku	urut|NOUN|Nsg|Xnom	
N_RAPUT	raput	raput|NOUN|Npl|Xnom	stairs 
N_RAPUT	rappu	raput|NOUN|Nsg|Xnom	
N_KÄÄDYT	käädyt	käädyt|NOUN|Npl|Xnom	necklace 
N_KÄÄDYT	kääty	käädyt|NOUN|Nsg|Xnom	
N_AALLOT	aallot	aallot|NOUN|Npl|Xnom	waves 
N_AALLOT	aalto	aallot|NOUN|Nsg|Xnom	
N_OPINNOT	opinnot	opinnot|NOUN|Npl|Xnom	studies 
N_OPINNOT	opinto	opinnot|NOUN|Nsg|Xnom	
N_RAUNIOT	rauniot	rauniot|NOUN|Npl|Xnom	ruins 
N_RAUNIOT	raunio	rauniot|NOUN|Nsg|Xnom	
N_PIPPALOT	pippalot	pippalot|NOUN|Npl|Xnom	party 
N_PIPPALOT	pippalo	pippalot|NOUN|Nsg|Xnom	
N_NEUVOTTELUT	neuvottelut	neuvottelut|NOUN|Npl|Xnom	negotiation 
N_NEUVOTTELUT	neuvottelu	neuvottelut|NOUN|Nsg|Xnom	
N_SÄÄNNÖT	säännöt	säännöt|NOUN|Npl|Xnom	rules 
N_SÄÄNNÖT	sääntö	säännöt|NOUN|Nsg|Xnom	
N_LEHDET	lehtinä	lehti|NOUN|Npl|Xess	
N_LEHDET	lehdistä	lehti|NOUN|Npl|Xela	
N_LEHDET	lehtien	lehti|NOUN|Npl|Xgen	
N_TUNNIT	tunnit	tunnit|NOUN|Npl|Xnom	classes 
N_TUNNIT	tunti	tunnit|NOUN|Nsg|Xnom	
N_SUKAT	sukat	sukat|NOUN|Npl|Xnom	socks 
N_SUKAT	sukka	sukat|NOUN|Nsg|Xnom	
N_KENGÄT	kengät	kengät|NOUN|Npl|Xnom	shoes 
N_KENGÄT	kenkä	kengät|NOUN|Nsg|Xnom	
N_RAVET	ravet	ravet|NOUN|Npl|Xnom	rave 
N_RAVET	rave	ravet|NOUN|Nsg|Xnom	
N_BÄNET	bänet	bänet|NOUN|Npl|Xnom	breakup 
N_BÄNET	bäne	bänet|NOUN|Nsg|Xnom	
N_MARKKINAT	markkinat	markkinat|NOUN|Npl|Xnom	market 
N_MARKKINAT	markkina	markkinat|NOUN|Nsg|Xnom	
N_HIPAT	hipat	hipat|NOUN|Npl|Xnom	party 
N_HIPAT	hippa	hipat|NOUN|Nsg|Xnom	
N_KUOPAT	kuopat	kuopat|NOUN|Npl|Xnom	holes ? 
N_KUOPAT	kuoppa	kuopat|NOUN|Nsg|Xnom	
N_RAUDAT	raudat	raudat|NOUN|Npl|Xnom	irons 
N_RAUDAT	rauta	raudat|Nsg|Xnom	
N_TAVAT	tavat	tavat|NOUN|Npl|Xnom	manners 
N_TAVAT	tapa	tavat|NOUN|Nsg|Xnom	
N_VALLAT	vallat	vallat|NOUN|Npl|Xnom	states 
N_VALLAT	valta	vallat|NOUN|Nsg|Xnom	
N_VARAT	varat	varat|NOUN|Npl|Xnom	budget 
N_VARAT	vara	varat|NOUN|Nsg|Xnom	
N_JUHLAT	juhlat	juhlat|NOUN|Npl|Xnom	party 
N_JUHLAT	juhla	juhlat|NOUN|Nsg|Xnom	
N_KIHARAT	kiharat	kiharat|NOUN|Npl|Xnom	curls 
N_KIHARAT	kihara	kiharat|NOUN|Nsg|Xnom	
N_KÄRÄJÄT	käräjät	käräjät|NOUN|Npl|Xnom	court 
N_KÄRÄJÄT	käräjä	käräjät|NOUN|Nsg|Xnom	
N_PAIKAT	paikat	paikat|NOUN|Npl|Xnom	body parts 
N_PAIKAT	paikka	paikat|NOUN|Nsg|Xnom	
N_SILAKAT	silakat	silakat|NOUN|Npl|Xnom	kinds of a fish 
N_SILAKAT	silakka	silakat|NOUN|Nsg|Xnom	
N_RINTSIKAT	rintsikat	rintsikat|NOUN|Npl|Xnom	bra 
N_RINTSIKAT	rintsikka	rintsikat|NOUN|Nsg|Xnom	
N_TIETEET	tieteet	tieteet|NOUN|Npl|Xnom	sciences 
N_TIETEET	tiede	tieteet|NOUN|Nsg|Xnom	
N_FARMARIT	farmarit	farmarit|NOUN|Npl|Xnom	jeans 
N_FARMARIT	farmari	farmarit|NOUN|Nsg|Xnom	
N_KASTANJETIT	kastanjetit	kastanjetit|NOUN|Npl|Xnom	kind of an instrumemt 
N_KASTANJETIT	kastanjetti	kastanjetit|NOUN|Nsg|Xnom	
N_TAUDIT	taudit	taudit|NOUN|Npl|Xnom	diseases 
N_TAUDIT	tauti	taudit|NOUN|Nsg|Xnom	
N_PIHDIT	pihdit	pihdit|NOUN|Npl|Xnom	jaws 
N_PIHDIT	pihti	pihdit|NOUN|Nsg|Xnom	
N_TONGIT	tongit	tongit|NOUN|Npl|Xnom	pliers 
