new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
NOUN_ACRO_OO	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_OPISTO	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_OPPILAS	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_PUNTA	NOUN	ACRONYM	10	None	False	weaken	front	None	None	False	False
NOUN_ACRO_SAIRAALA	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_SEITSEMÄN	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_SEITSEMÄN	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_TALO	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_TUOTE	NOUN	ACRONYM	0	None	False	strengthen	back	None	None	False	False
NOUN_ACRO_UU	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_UU	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_VIISI	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_VIISI	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_VUOSI	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_WEBER	NOUN	ACRONYM	0	None	False	weaken	front	None	None	False	False
NOUN_ACRO_YHDEKSÄN	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_YHDISTYS	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_YKSI	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_YKSI	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_YY	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_YY	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_ZET	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_ZET	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_ÄKS	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_ACRO_ÄKS	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_ÄÄ	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_ÖÖ	NOUN	ACRONYM	0	None	False	False	front	None	None	False	False
NOUN_ACRO_Ω	NOUN	ACRONYM	0	None	False	weaken	back	None	None	False	False
NOUN_AHDET	NOUN	NOUN	44	F	False	strengthen	back	None	None	False	False
NOUN_AIKA	NOUN	NOUN	1009	D	False	weaken	back	a	None	False	False
NOUN_AIVOKUOLLUT	NOUN	NOUN	47	None	False	strengthen	back	u	None	False	False
NOUN_AIVOT	NOUN	NOUN	1	None	obligatory	weaken	back	None	None	False	False
NOUN_AJATAR	NOUN	NOUN	32	C	False	strengthen	back	None	None	False	False
NOUN_ALKEET	NOUN	NOUN	48	L	obligatory	strengthen	back	None	None	False	False
NOUN_ALKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_ALLAS	NOUN	NOUN	41	I	False	strengthen	back	None	None	False	False
NOUN_ALTIS	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False
NOUN_ANTIMET	NOUN	NOUN	33	J	obligatory	strengthen	back	None	None	False	False
NOUN_APE	NOUN	NOUN	48	B	False	strengthen	back	None	None	False	False
NOUN_APU	NOUN	NOUN	1	E	False	weaken	back	None	None	False	False
NOUN_ARISTOTELES	NOUN	NOUN	41	None	False	strengthen	back	None	None	False	False
NOUN_ARKI	NOUN	NOUN	7	L	False	weaken	back	None	None	False	False
NOUN_ASEMA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False
NOUN_ASKAR	NOUN	NOUN	49	None	False	strengthen	back	None	None	False	False
NOUN_ASKELLIN	NOUN	NOUN	33	I	False	strengthen	back	None	None	False	False
NOUN_ASTE	NOUN	NOUN	48	None	False	strengthen	back	None	None	False	False
NOUN_ASU	NOUN	NOUN	1	None	False	weaken	back	u	None	False	False
NOUN_ASUKAS	NOUN	NOUN	41	A	False	strengthen	back	None	None	False	False
NOUN_ATERIMET	NOUN	NOUN	33	None	obligatory	strengthen	back	None	None	False	False
NOUN_AUER	NOUN	NOUN	49	T	False	strengthen	back	None	None	False	False
NOUN_BÉBÉ	NOUN	NOUN	21	None	False	weaken	front	e	None	False	False
NOUN_BÉBÉ	NOUN	NOUN	21	None	False	weaken	front	é	None	False	False
NOUN_BEIGNET	NOUN	NOUN	22	None	False	weaken	front	e	None	False	False
NOUN_BERNIE	NOUN	NOUN	3	None	False	weaken	front	None	None	False	False
NOUN_BESSERWISSER	NOUN	NOUN	6	None	False	weaken	front	None	None	False	False
NOUN_BIDEE	NOUN	NOUN	20	None	False	weaken	front	e	None	False	False
NOUN_BIKINIT	NOUN	NOUN	6	None	obligatory	weaken	front	None	None	False	False
NOUN_BORDEAUX	NOUN	NOUN	22	None	False	weaken	back	o	None	False	False
NOUN_BRASSERIE	NOUN	NOUN	21	None	False	weaken	back	i	None	False	False
NOUN_BRIE	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False
NOUN_BÄNET	NOUN	NOUN	8	None	obligatory	weaken	front	None	None	False	False
NOUN_CAMUS	NOUN	NOUN	22	None	False	weaken	back	None	None	False	False
NOUN_CHACHACHA	NOUN	NOUN	21	None	False	weaken	back	a	None	False	False
NOUN_COWBOY	NOUN	NOUN	21	None	False	weaken	back	i	None	False	False
NOUN_COWBOY	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False
NOUN_COWBOY	NOUN	NOUN	21	None	False	weaken	front	None	None	False	False
NOUN_DIMITRIS	NOUN	NOUN	41	None	False	strengthen	front	None	None	False	False
NOUN_EKKE	NOUN	NOUN	8	A	False	weaken	front	None	None	False	False
NOUN_ELIN	NOUN	NOUN	33	None	False	strengthen	front	None	None	False	False
NOUN_ELÄMÄ	NOUN	NOUN	10	None	False	weaken	front	ä	None	False	False
NOUN_EPÄILTY	NOUN	NOUN	1	I	False	weaken	front	None	None	False	False
NOUN_ESIM.	ADV	PARTICLE	99	None	False	False	back	None	None	False	False
NOUN_ESQUIMAU	NOUN	NOUN	21	None	False	weaken	back	o	None	False	False
NOUN_EUGENE	NOUN	NOUN	2	None	False	weaken	back	None	None	False	False
NOUN_EURO	NOUN	ACRONYM	0	None	False	False	back	None	None	False	False
NOUN_FARKUT	NOUN	NOUN	1	A	obligatory	weaken	back	None	None	False	False
NOUN_FARKUT	NOUN	NOUN	1	D	obligatory	weaken	back	None	None	False	False
NOUN_FARMARIT	NOUN	NOUN	6	None	obligatory	weaken	back	None	None	False	False
NOUN_FIFA	NOUN	NOUN	10	None	False	weaken	back	None	None	False	False
NOUN_FIFA	NOUN	NOUN	12	None	False	weaken	back	None	None	False	False
NOUN_FIFA	NOUN	NOUN	9	None	False	weaken	back	None	None	False	False
NOUN_FONDUE	NOUN	NOUN	21	None	False	weaken	front	y	None	False	False
NOUN_FONDUE	NOUN	NOUN	21	None	False	weaken	front	Y	None	False	False
NOUN_FONDYY	NOUN	NOUN	20	None	False	weaken	front	y	None	False	False
NOUN_FÄNRIKIT	NOUN	NOUN	5	A	obligatory	weaken	front	None	None	False	False
NOUN_GAY	NOUN	NOUN	21	None	False	weaken	back	i	None	False	False
NOUN_GAY	NOUN	NOUN	21	None	False	weaken	back	None	None	False	False
NOUN_GAY	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False
NOUN_GAY	NOUN	NOUN	21	None	False	weaken	front	None	None	False	False
NOUN_HAAKSI	NOUN	NOUN	31	None	False	weaken	back	None	None	False	False
NOUN_HAI	NOUN	NOUN	18	None	False	weaken	back	i	None	False	False
NOUN_HAIT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False
NOUN_HAMMAS	NOUN	NOUN	41	H	False	strengthen	back	None	None	False	False
NOUN_HAPAN	NOUN	NOUN	34	B	False	strengthen	back	None	None	False	False
NOUN_HAPPI	NOUN	NOUN	7	B	False	weaken	back	None	None	False	False
NOUN_HAPPO	NOUN	NOUN	1	B	False	weaken	back	None	None	False	False
NOUN_HAPSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False
NOUN_HARMAAT	NOUN	NOUN	17	None	obligatory	weaken	back	None	None	False	False
NOUN_HEITIN	NOUN	NOUN	33	C	False	strengthen	front	None	None	False	False
NOUN_HENKI	NOUN	NOUN	7	G	False	weaken	front	None	None	False	False
NOUN_HEPO	NOUN	NOUN	1	E	False	weaken	back	None	None	False	False
NOUN_HIIRI	NOUN	NOUN	24	None	False	weaken	front	None	None	False	False
NOUN_HIPAT	NOUN	NOUN	9	B	obligatory	weaken	back	None	None	False	False
NOUN_HIRTTO	NOUN	NOUN	1	C	False	weaken	back	None	None	False	False
NOUN_HIUTALEET	NOUN	NOUN	48	None	obligatory	strengthen	back	None	None	False	False
NOUN_HOKSOTTIMET	NOUN	NOUN	33	C	obligatory	strengthen	back	None	None	False	False
NOUN_HONKA	NOUN	NOUN	10	G	False	weaken	back	a	None	False	False
NOUN_HOPEAT	NOUN	NOUN	15	None	obligatory	weaken	back	None	None	False	False
NOUN_HORTA	NOUN	NOUN	10	K	False	weaken	back	a	None	False	False
NOUN_HOUSUT	NOUN	NOUN	1	None	obligatory	weaken	back	None	None	False	False
NOUN_HUOLITELTU	NOUN	NOUN	1	I	False	weaken	back	None	None	False	False
NOUN_HUPI	NOUN	NOUN	5	E	False	weaken	back	None	None	False	False
NOUN_HYLJE	NOUN	NOUN	48	L	False	strengthen	front	None	None	False	False
NOUN_HYLKY	NOUN	NOUN	1	D	False	weaken	front	None	None	False	False
NOUN_HYNTTEET	NOUN	NOUN	48	C	obligatory	strengthen	front	None	None	False	False
NOUN_HYNTTYYT	NOUN	NOUN	17	None	obligatory	weaken	front	None	None	False	False
NOUN_HYÖTYY	NOUN	NOUN	17	None	False	weaken	front	y	None	False	False
NOUN_HÄIRIÖ	NOUN	NOUN	3	None	False	weaken	front	None	None	False	False
NOUN_HÄKKI	NOUN	NOUN	5	A	False	weaken	front	None	None	False	False
NOUN_HÄKKI	NOUN	NOUN	5	D	False	weaken	front	None	None	False	False
NOUN_HÄKKYRÄ	NOUN	NOUN	12	None	False	weaken	front	ä	None	False	False
NOUN_HÄMET	NOUN	NOUN	44	None	False	strengthen	front	None	None	False	False
NOUN_HÄMMINKI	NOUN	NOUN	5	G	False	weaken	front	None	None	False	False
NOUN_HÄNNÄT	NOUN	NOUN	10	J	obligatory	weaken	front	None	None	False	False
NOUN_HÄNTÄ	NOUN	NOUN	10	J	False	weaken	front	ä	None	False	False
NOUN_HÄRKIN	NOUN	NOUN	33	A	False	strengthen	front	None	None	False	False
NOUN_HÄVINNEET	NOUN	NOUN	47	None	obligatory	strengthen	front	None	None	False	False
NOUN_HÄÄT	NOUN	NOUN	18	None	obligatory	weaken	front	None	None	False	False
NOUN_HÄÄTÖ	NOUN	NOUN	1	F	False	weaken	front	None	None	False	False
NOUN_HÖLKKÄ	NOUN	NOUN	10	A	False	weaken	front	ä	None	False	False
NOUN_HÖPÖTTÄJÄ	NOUN	NOUN	10	None	False	weaken	front	ä	None	False	False
NOUN_HÖYHENET	NOUN	NOUN	32	None	obligatory	strengthen	front	None	None	False	False
NOUN_IEN	NOUN	NOUN	32	D	False	strengthen	front	None	None	False	False
NOUN_IES	NOUN	NOUN	41	D	False	strengthen	front	None	None	False	False
NOUN_IKENET	NOUN	NOUN	32	D	obligatory	strengthen	front	None	None	False	False
NOUN_IMMYT	NOUN	NOUN	43	H	False	strengthen	front	None	None	False	False
NOUN_INGET	NOUN	NOUN	44	G	False	strengthen	front	None	None	False	False
NOUN_ITÄMAAT	NOUN	NOUN	18	None	obligatory	weaken	back	None	None	False	False
NOUN_JEPPE	NOUN	NOUN	8	B	False	weaken	front	None	None	False	False
NOUN_JOCKEY	NOUN	NOUN	21	None	False	weaken	back	i	None	False	False
NOUN_JOCKEY	NOUN	NOUN	21	None	False	weaken	front	i	None	False	False
NOUN_JOCKEY	NOUN	NOUN	21	None	False	weaken	front	None	None	False	False
NOUN_JOUKOT	NOUN	NOUN	1	A	obligatory	weaken	back	None	None	False	False
NOUN_JOUKOT	NOUN	NOUN	1	D	obligatory	weaken	back	None	None	False	False
NOUN_JOUTSEN	NOUN	NOUN	32	None	False	strengthen	back	None	None	False	False
NOUN_JUHLAT	NOUN	NOUN	10	None	obligatory	weaken	back	None	None	False	False
NOUN_JUMALA	NOUN	NOUN	10	None	False	weaken	back	a	None	False	False
NOUN_JUOVAT	NOUN	NOUN	10	E	obligatory	weaken	back	None	None	False	False
NOUN_JYLKYT	NOUN	NOUN	1	A	obligatory	weaken	front	None	None	False	False
NOUN_JÄLSI	NOUN	NOUN	28	I	False	weaken	front	None	None	False	False
NOUN_JÄRJESTÖT	NOUN	NOUN	2	None	obligatory	weaken	front	None	None	False	False
NOUN_JÄRKI	NOUN	NOUN	7	L	False	weaken	front	None	None	False	False
NOUN_JÄRVITAHDON	NOUN	NOUN	33	F	False	strengthen	back	None	None	False	False
NOUN_JÄÄTELÖ	NOUN	NOUN	2	None	False	weaken	front	None	None	False	False
NOUN_KAARET	NOUN	NOUN	44	None	False	strengthen	back	None	None	False	False
NOUN_KAARRET	NOUN	NOUN	44	K	False	strengthen	back	None	None	False	False
NOUN_KAARROT	NOUN	NOUN	1	K	obligatory	weaken	back	None	None	False	False
NOUN_KALATOIN	NOUN	NOUN	34	C	False	strengthen	back	None	None	False	False
NOUN_KAMPPEET	NOUN	NOUN	48	B	obligatory	strengthen	back	None	None	False	False
NOUN_KANAALI	NOUN	NOUN	6	None	False	weaken	back	None	None	False	False
NOUN_KANGAS	NOUN	NOUN	41	G	False	strengthen	back	None	None	False	False
NOUN_KANGASALA	NOUN	NOUN	9	None	False	weaken	back	a	None	False	False
NOUN_KANKAHAT	NOUN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False
NOUN_KANNEL	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False
NOUN_KANNET	NOUN	NOUN	28	None	obligatory	weaken	back	None	None	False	False
NOUN_KARRAT	NOUN	NOUN	9	K	obligatory	weaken	back	None	None	False	False
NOUN_KASTANJETIT	NOUN	NOUN	5	C	obligatory	weaken	back	None	None	False	False
NOUN_KASTIKE	NOUN	NOUN	48	A	False	strengthen	back	None	None	False	False
NOUN_KASTILJAT	NOUN	NOUN	13	None	obligatory	weaken	back	None	None	False	False
NOUN_KAUSI	NOUN	NOUN	27	None	False	weaken	back	None	None	False	False
NOUN_KEHVELI	NOUN	NOUN	6	None	False	weaken	front	None	None	False	False
NOUN_KELTIS	NOUN	NOUN	41	C	False	strengthen	front	None	None	False	False
NOUN_KENGÄT	NOUN	NOUN	10	G	obligatory	weaken	front	None	None	False	False
NOUN_KENKÄ	NOUN	NOUN	10	G	False	weaken	front	ä	None	False	False
NOUN_KENTTÄ	NOUN	NOUN	10	C	False	weaken	front	ä	None	False	False
NOUN_KENTÄT	NOUN	NOUN	10	C	obligatory	weaken	front	None	None	False	False
NOUN_KERITSIMET	NOUN	NOUN	33	None	obligatory	strengthen	front	None	None	False	False
NOUN_KERROIN	NOUN	NOUN	33	K	False	strengthen	back	None	None	False	False
NOUN_KERTA	NOUN	NOUN	9	K	False	weaken	back	a	None	False	False
NOUN_KEVÄT	NOUN	NOUN	44	None	False	strengthen	front	None	None	False	False
NOUN_KIDE	NOUN	NOUN	48	F	False	strengthen	front	None	None	False	False
NOUN_KIELTO	NOUN	NOUN	1	I	False	weaken	back	None	None	False	False
NOUN_KIERRE	NOUN	NOUN	48	K	False	strengthen	front	None	None	False	False
NOUN_KIERRIN	NOUN	NOUN	33	K	False	strengthen	front	None	None	False	False
NOUN_KIHARAT	NOUN	NOUN	11	None	obligatory	weaken	back	None	None	False	False
NOUN_KIHARRIN	NOUN	NOUN	33	K	False	strengthen	back	None	None	False	False
NOUN_KIINNE	NOUN	NOUN	48	J	False	strengthen	front	None	None	False	False
NOUN_KIIRU	NOUN	NOUN	48	None	False	strengthen	back	u	None	False	False
NOUN_KILPI	NOUN	NOUN	7	E	False	weaken	front	None	None	False	False
NOUN_KILPIKKÄÄT	NOUN	NOUN	41	A	obligatory	strengthen	front	None	None	False	False
NOUN_KINNAS	NOUN	NOUN	41	J	False	strengthen	back	None	None	False	False
NOUN_KINNER	NOUN	NOUN	49	J	False	strengthen	front	None	None	False	False
NOUN_KIRITTÄRET	NOUN	NOUN	32	C	obligatory	strengthen	front	None	None	False	False
NOUN_KIRJA	NOUN	NOUN	9	None	False	weaken	back	a	None	False	False
NOUN_KIRVES	NOUN	NOUN	41	None	False	strengthen	front	None	None	False	False
NOUN_KITARA	NOUN	NOUN	13	None	False	weaken	back	a	None	False	False
NOUN_KIVI	NOUN	NOUN	7	None	False	weaken	front	None	None	False	False
NOUN_KLUMPIT	NOUN	NOUN	5	B	obligatory	weaken	back	None	None	False	False
NOUN_KOE	NOUN	NOUN	48	D	False	strengthen	back	None	None	False	False
NOUN_KOKO	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_KOMPA	NOUN	NOUN	10	H	False	weaken	back	a	None	False	False
NOUN_KORPI	NOUN	NOUN	7	E	False	weaken	back	None	None	False	False
NOUN_KORTES	NOUN	NOUN	41	C	False	strengthen	back	None	None	False	False
NOUN_KORTET	NOUN	NOUN	44	C	False	strengthen	back	None	None	False	False
NOUN_KORTTI	NOUN	NOUN	5	C	False	weaken	back	None	None	False	False
NOUN_KORVET	NOUN	NOUN	7	E	obligatory	weaken	back	None	None	False	False
NOUN_KOUVOT	NOUN	NOUN	1	E	obligatory	weaken	back	None	None	False	False
NOUN_KREUS	NOUN	NOUN	39	None	False	strengthen	back	None	None	False	False
NOUN_KUITU	NOUN	NOUN	1	F	False	weaken	back	None	None	False	False
NOUN_KUMMUT	NOUN	NOUN	1	H	obligatory	weaken	back	None	None	False	False
NOUN_KUNGFU	NOUN	NOUN	21	None	False	weaken	back	U	None	False	False
NOUN_KUNNAT	NOUN	NOUN	10	J	obligatory	weaken	back	None	None	False	False
NOUN_KUNTA	NOUN	NOUN	10	J	False	weaken	back	a	None	False	False
NOUN_KUOPAT	NOUN	NOUN	10	B	obligatory	weaken	back	None	None	False	False
NOUN_KUOPPA	NOUN	NOUN	10	B	False	weaken	back	a	None	False	False
NOUN_KUPPI	NOUN	NOUN	5	B	False	weaken	back	None	None	False	False
NOUN_KUTSUNTA	NOUN	NOUN	9	J	False	weaken	back	a	None	False	False
NOUN_KUULOKKEET	NOUN	NOUN	48	A	obligatory	strengthen	back	None	None	False	False
NOUN_KUULOKKEET	NOUN	NOUN	48	D	obligatory	strengthen	back	None	None	False	False
NOUN_KUUS	NOUN	NOUN	27	None	False	weaken	back	None	None	False	False
NOUN_KYDÖT	NOUN	NOUN	1	F	obligatory	weaken	front	None	None	False	False
NOUN_KYKY	NOUN	NOUN	1	M	False	weaken	front	None	None	False	False
NOUN_KYLKIÄINEN	NOUN	NOUN	38	None	False	strengthen	front	None	None	False	False
NOUN_KYLÄNVANHIN	NOUN	NOUN	36	None	False	strengthen	back	None	None	False	False
NOUN_KYNNET	NOUN	NOUN	28	None	obligatory	weaken	front	None	None	False	False
NOUN_KYNNÄÄT	NOUN	NOUN	41	None	obligatory	strengthen	front	None	None	False	False
NOUN_KYSYNTÄ	NOUN	NOUN	9	J	False	weaken	front	ä	None	False	False
NOUN_KYYNEL	NOUN	NOUN	49	None	False	strengthen	front	None	None	False	False
NOUN_KÄKI	NOUN	NOUN	7	D	False	weaken	front	None	None	False	False
NOUN_KÄMMEKKÄ	NOUN	NOUN	14	A	False	weaken	front	ä	None	False	False
NOUN_KÄPY	NOUN	NOUN	1	E	False	weaken	front	None	None	False	False
NOUN_KÄPÄLÄ	NOUN	NOUN	11	None	False	weaken	front	ä	None	False	False
NOUN_KÄRJET	NOUN	NOUN	7	L	obligatory	weaken	front	None	None	False	False
NOUN_KÄRRY	NOUN	NOUN	1	None	False	weaken	front	None	None	False	False
NOUN_KÄRSÄKÄS	NOUN	NOUN	41	A	False	strengthen	front	None	None	False	False
NOUN_KÄRÄJÄT	NOUN	NOUN	10	None	obligatory	weaken	front	None	None	False	False
NOUN_KÄSITE	NOUN	NOUN	48	C	False	strengthen	front	None	None	False	False
NOUN_KÄÄDYT	NOUN	NOUN	1	F	obligatory	weaken	front	None	None	False	False
NOUN_KÄÄNNIN	NOUN	NOUN	33	J	False	strengthen	front	None	None	False	False
NOUN_KÄÄNTÖ	NOUN	NOUN	1	J	False	weaken	front	None	None	False	False
NOUN_KÖNGÄS	NOUN	NOUN	41	G	False	strengthen	front	None	None	False	False
NOUN_KÖYHYYS	NOUN	NOUN	40	None	False	strengthen	front	None	None	False	False
NOUN_KÖYSI	NOUN	NOUN	27	None	False	weaken	front	None	None	False	False
NOUN_KÖÖ	NOUN	NOUN	18	None	False	weaken	front	ö	None	False	False
NOUN_LAET	NOUN	NOUN	7	D	obligatory	weaken	back	None	None	False	False
NOUN_LAHDET	NOUN	NOUN	7	F	obligatory	weaken	back	None	None	False	False
NOUN_LAHTI	NOUN	NOUN	7	F	False	weaken	back	None	None	False	False
NOUN_LAIDUN	NOUN	NOUN	33	F	False	strengthen	back	None	None	False	False
NOUN_LAKI	NOUN	NOUN	5	D	False	weaken	back	None	None	False	False
NOUN_LAMMET	NOUN	NOUN	7	H	obligatory	weaken	back	None	None	False	False
NOUN_LAMMI	NOUN	NOUN	5	H	False	weaken	back	None	None	False	False
NOUN_LANKA	NOUN	NOUN	9	G	False	weaken	back	a	None	False	False
NOUN_LANNET	NOUN	NOUN	44	J	False	strengthen	back	None	None	False	False
NOUN_LAPSI	NOUN	NOUN	29	None	False	weaken	back	None	None	False	False
NOUN_LASIT	NOUN	NOUN	5	None	obligatory	weaken	back	None	None	False	False
NOUN_LEHDET	NOUN	NOUN	7	F	obligatory	weaken	front	None	None	False	False
NOUN_LEHTI	NOUN	NOUN	7	F	False	weaken	front	None	None	False	False
NOUN_LEIKKUU	NOUN	NOUN	17	None	False	weaken	back	u	None	False	False
NOUN_LEIPÄ	NOUN	NOUN	10	E	False	weaken	front	ä	None	False	False
NOUN_LENTTEE	NOUN	NOUN	17	None	False	weaken	front	e	None	False	False
NOUN_LEPAKKO	NOUN	NOUN	4	A	False	weaken	back	None	None	False	False
NOUN_LIEMI	NOUN	NOUN	25	None	False	weaken	front	None	None	False	False
NOUN_LIITTOUTUNEET	NOUN	NOUN	47	None	obligatory	strengthen	back	None	None	False	False
NOUN_LIIVIT	NOUN	NOUN	5	None	obligatory	weaken	front	None	None	False	False
NOUN_LINGOT	NOUN	NOUN	1	G	obligatory	weaken	back	None	None	False	False
NOUN_LINTU	NOUN	NOUN	1	J	False	weaken	back	None	None	False	False
NOUN_LIPEÄ	NOUN	NOUN	15	None	False	weaken	front	ä	None	False	False
NOUN_LIPOTTARET	NOUN	NOUN	32	C	obligatory	strengthen	back	None	None	False	False
NOUN_LIPPU	NOUN	NOUN	1	B	False	weaken	back	None	None	False	False
NOUN_LIUKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_LIVVADIEVÁT	NOUN	NOUN	21	None	obligatory	weaken	back	a	None	False	False
NOUN_LOKA	NOUN	NOUN	10	D	False	weaken	back	a	None	False	False
NOUN_LOKKI	NOUN	NOUN	5	A	False	weaken	back	None	None	False	False
NOUN_LOMMOL	NOUN	NOUN	49	H	False	strengthen	back	None	None	False	False
NOUN_LOTTE	NOUN	NOUN	8	C	False	weaken	back	None	None	False	False
NOUN_LOUET	NOUN	NOUN	44	D	False	strengthen	back	None	None	False	False
NOUN_LUHDAT	NOUN	NOUN	10	F	obligatory	weaken	back	None	None	False	False
NOUN_LUKU	NOUN	NOUN	1	M	False	weaken	back	None	None	False	False
NOUN_LUMME	NOUN	NOUN	48	H	False	strengthen	back	None	None	False	False
NOUN_LUODE	NOUN	NOUN	48	F	False	strengthen	back	None	None	False	False
NOUN_LUODES	NOUN	NOUN	41	F	False	strengthen	back	None	None	False	False
NOUN_LUOKKA	NOUN	NOUN	10	A	False	weaken	back	a	None	False	False
NOUN_LUOLIKOT	NOUN	NOUN	4	A	obligatory	weaken	back	None	None	False	False
NOUN_LUPA	NOUN	NOUN	10	E	False	weaken	back	a	None	False	False
NOUN_LUSIKKA	NOUN	NOUN	14	A	False	weaken	back	a	None	False	False
NOUN_LÄHDES	NOUN	NOUN	41	F	False	strengthen	front	None	None	False	False
NOUN_LÄHDET	NOUN	NOUN	44	F	False	strengthen	front	None	None	False	False
NOUN_LÄHIN	NOUN	NOUN	36	None	False	strengthen	front	None	None	False	False
NOUN_LÄMMIN	NOUN	NOUN	35	H	False	strengthen	front	None	None	False	False
NOUN_LÄMPÖ	NOUN	NOUN	1	H	False	weaken	front	None	None	False	False
NOUN_LÄNGET	NOUN	NOUN	7	G	obligatory	weaken	front	None	None	False	False
NOUN_LÄNSI	NOUN	NOUN	28	J	False	weaken	front	None	None	False	False
NOUN_LÄÄKE	NOUN	NOUN	48	A	False	strengthen	front	None	None	False	False
NOUN_LÖPÖ	NOUN	NOUN	1	E	False	weaken	front	None	None	False	False
NOUN_MAA	NOUN	NOUN	18	None	False	weaken	back	a	None	False	False
NOUN_MAKKARA	NOUN	NOUN	12	None	False	weaken	back	a	None	False	False
NOUN_MAKU	NOUN	NOUN	1	D	False	weaken	back	None	None	False	False
NOUN_MALKO	NOUN	NOUN	1	M	False	weaken	back	None	None	False	False
NOUN_MALTAAT	NOUN	NOUN	41	I	obligatory	strengthen	back	None	None	False	False
NOUN_MANNER	NOUN	NOUN	49	J	False	strengthen	back	None	None	False	False
NOUN_MARKKINAT	NOUN	NOUN	12	None	obligatory	weaken	back	None	None	False	False
NOUN_MATEE	NOUN	NOUN	18	None	False	weaken	back	e	None	False	False
NOUN_MATKUET	NOUN	NOUN	43	None	obligatory	strengthen	back	None	None	False	False
NOUN_MERI	NOUN	NOUN	1024	None	False	weaken	back	None	None	False	False
NOUN_MERI	NOUN	NOUN	1024	None	False	weaken	front	None	None	False	False
NOUN_MERTU	NOUN	NOUN	1	K	False	weaken	back	None	None	False	False
NOUN_METTE	NOUN	NOUN	8	C	False	weaken	front	None	None	False	False
NOUN_MIEHET	NOUN	NOUN	42	None	obligatory	strengthen	back	None	None	False	False
NOUN_MIEHET	NOUN	NOUN	42	None	obligatory	strengthen	front	None	None	False	False
NOUN_MIELENGE	NOUN	NOUN	48	G	False	strengthen	front	None	None	False	False
NOUN_MIELLE	NOUN	NOUN	48	I	False	strengthen	front	None	None	False	False
NOUN_MIES	NOUN	NOUN	42	None	False	strengthen	back	None	None	False	False
