lemma	homonym	plurale_tantum
Hanniemenluodot	1	obligatory
Hanninhautakalliot	1	obligatory
Hannonkankaat	1	obligatory
Hannuksensuot	1	obligatory
Hannunsaaret	1	obligatory
Hannunsillanpellot	1	obligatory
Hapankivet	1	obligatory
Hapansaaret	1	obligatory
happomarjakasvi	1	common
hapsu	1	common
harakankeltano	1	common
Harakansärkät	1	obligatory
Harakkaluodot	1	obligatory
Harakkamäenpellot	1	obligatory
Harakkasaajot	1	obligatory
Harakkasaaret	1	obligatory
Haraluodot	1	obligatory
Haravalammit	1	obligatory
Harejanniitut	1	obligatory
harjakaiset	1	obligatory
Harjakalliot	1	obligatory
Harjalliset	1	obligatory
harjannostajaiset	1	obligatory
harjas	1	common
Harjasniityt	1	obligatory
harjasvehnä	1	common
Harjujärvenharjut	1	obligatory
Harjujärvet	1	obligatory
Harjulammet	1	obligatory
Harjulammit	1	obligatory
Harjunalasenlammit	1	obligatory
Harjunaluslammet	1	obligatory
Harjunalustanpellot	1	obligatory
Harjunhuuhat	1	obligatory
Harjunkalliot	1	obligatory
Harjunkankaat	1	obligatory
Harjunlammet	1	obligatory
Harjunlammit	1	obligatory
Harjunniityt	1	obligatory
Harjunpellot	1	obligatory
Harjunpäänkalliot	1	obligatory
Harjuntauslammit	1	obligatory
Harjuntyvet	1	obligatory
Harjunvälijärvet	1	obligatory
Harjusuvannonharjut	1	obligatory
Harjut	1	obligatory
harmaahanhi	1	common
Harmaalankalliot	1	obligatory
harmaapapukaija	1	common
harmaat	1	obligatory
harmaavalas	1	common
Harmajanourit	1	obligatory
Harmajatkorvat	1	obligatory
Harmikarit	1	obligatory
Harrijoenvaarat	1	obligatory
Harrijärvet	1	obligatory
Harrikankaat	1	obligatory
Harrilamminharjut	1	obligatory
Harrilompolot	1	obligatory
Harrimorostot	1	obligatory
Harriniemet	1	obligatory
Harripäät	1	obligatory
Harrisaaret	1	obligatory
Harrunlammit	1	obligatory
Harsapaanluodot	1	obligatory
harsosääski	1	common
harteet	1	obligatory
Hartikanlammit	1	obligatory
Hartusniityt	1	obligatory
Harvanmännikönkalliot	1	obligatory
Harvatkivet	1	obligatory
Harvatsaaret	1	obligatory
hassahtanut	1	obligatory
Hassanaronkalliot	1	obligatory
Hastimajärvet	1	obligatory
Hatakanlammit	1	obligatory
Hataranluodot	1	obligatory
hatkat	1	obligatory
Hattuhonganpellot	1	obligatory
Hattulankalliot	1	obligatory
Hattusaaret	1	obligatory
Hatunniityt	1	obligatory
Haudankalliot	1	obligatory
Haudanmaankalliot	1	obligatory
Haudanvuoret	1	obligatory
Hauenniemennurmet	1	obligatory
Haukankivet	1	obligatory
Haukanpesäkalliot	1	obligatory
Haukiaiset	1	obligatory
Haukiaistenkalliot	1	obligatory
Haukijärvenharjut	1	obligatory
Haukijärvenmäet	1	obligatory
Haukijärvennivat	1	obligatory
Haukijärvenpellot	1	obligatory
Haukijärvet	1	obligatory
Haukikalliot	1	obligatory
Haukikummut	1	obligatory
Haukilahdenkalliot	1	obligatory
Haukilahdenkarit	1	obligatory
Haukilaisenlammit	1	obligatory
Haukilammit	1	obligatory
Haukiluodot	1	obligatory
Haukiraklit	1	obligatory
Haukisaaret	1	obligatory
Haukiseläntievat	1	obligatory
Haukisenmäet	1	obligatory
Haukisuonjärvet	1	obligatory
Haukisuonsaarekkeet	1	obligatory
Haukisuot	1	obligatory
Haukivuoren Kisailijat	1	obligatory
Haukivuoret	1	obligatory
Haukkakalliot	1	obligatory
Haukkalammit	1	obligatory
Haukkallionsaaret	1	obligatory
Haukkaluodot	1	obligatory
Haukkaniemensaaret	1	obligatory
Haukkaniemet	1	obligatory
Haukkapesäpäät	1	obligatory
Haukkarit	1	obligatory
Haukkasaaret	1	obligatory
Haukkaset	1	obligatory
Haukkasuonpellot	1	obligatory
Haukkavuoret	1	obligatory
Haukkojankalliot	1	obligatory
Hauklammit	1	obligatory
Haurusenkalliot	1	obligatory
hauskuus	1	common
Hautainkrotit	1	obligatory
Hautainkummut	1	obligatory
Hautainmaanlammit	1	obligatory
hautajaiset	1	obligatory
Hautajärvenvaarat	1	obligatory
Hautakalliot	1	obligatory
Hautakankaat	1	obligatory
Hautakosket	1	obligatory
Hautalaksonkalliot	1	obligatory
Hautalammit	1	obligatory
Hautalankalliot	1	obligatory
Hautalanniitut	1	obligatory
Hautanevankalliot	1	obligatory
Hautanokat	1	obligatory
Hautapäänlammit	1	obligatory
Hautarannanniitut	1	obligatory
Hauta-Rypysaaret	1	obligatory
Hautasaarennevat	1	obligatory
Hautasaaret	1	obligatory
Hautasalmenkankaat	1	obligatory
Hautasärkät	1	obligatory
Hautatievat	1	obligatory
Hautoinluodot	1	obligatory
Hautosaaret	1	obligatory
Hautuumaankalliot	1	obligatory
havaijinpeipot	1	obligatory
Haventojärvet	1	obligatory
Haverisennurmet	1	obligatory
Haveriskankaat	1	obligatory
Haverissärkät	1	obligatory
Hávgajávrrit	1	obligatory
havukirva	1	common
Havukkakalliot	1	obligatory
Havukkalamminkunnaat	1	obligatory
Havukkalammit	1	obligatory
Havukkasaaret	1	obligatory
Havukkaviidansaaret	1	obligatory
Havuluodot	1	obligatory
Havuniityt	1	obligatory
HCK Salamat	1	obligatory
Heard and McDonaldinsaaret	1	obligatory
Hebenkrunnit	1	obligatory
hedelmöintiosa	1	common
Heikin Juomusjärvet	1	obligatory
Heikinjärvet	1	obligatory
Heikinkalliot	1	obligatory
Heikinkivet	1	obligatory
Heikinlammit	1	obligatory
Heikinpellot	1	obligatory
Heikinrovat	1	obligatory
Heikinsaaret	1	obligatory
Heikinsuonsaarekkeet	1	obligatory
Heikkilammit	1	obligatory
Heikkilänahot	1	obligatory
Heikkilänkalliot	1	obligatory
Heikkinen-Yhtiöt	1	obligatory
Heimarinniityt	1	obligatory
Heimoset	1	obligatory
Heinaidanvuoret	1	obligatory
Heinihaarankankaat	1	obligatory
Heinijärvenniemet	1	obligatory
Heinijärvet	1	obligatory
Heinikarit	1	obligatory
Heinikko- Patolammit	1	obligatory
Heinilammit	1	obligatory
Heiniluomankydöt	1	obligatory
Heinimaankalliot	1	obligatory
Heininevankalliot	1	obligatory
Heininevansaaret	1	obligatory
Heinipalot	1	obligatory
Heinisuonkankaat	1	obligatory
Heinisuonlammit	1	obligatory
Heinisuonsaarekkeet	1	obligatory
Heinlamminkalliot	1	obligatory
Heinniemet	1	obligatory
Heinojankalliot	1	obligatory
Heinojansaaret	1	obligatory
Heinolan Peliitat	1	obligatory
Heinossaaret	1	obligatory
Heinussaaret	1	obligatory
Heinäahot	1	obligatory
Heinäarot	1	obligatory
Heinähuhdankalliot	1	obligatory
Heinäjängänkummut	1	obligatory
Heinäjänkänjärvet	1	obligatory
Heinäjärvenahot	1	obligatory
Heinäjärvenmaat	1	obligatory
Heinäjärvet	1	obligatory
Heinälammet	1	obligatory
Heinälamminarot	1	obligatory
Heinälamminkankaat	1	obligatory
Heinälamminmäet	1	obligatory
Heinälamminniityt	1	obligatory
Heinälammit	1	obligatory
Heinäluodot	1	obligatory
Heinänevansaaret	1	obligatory
Heinänevat	1	obligatory
Heinäsaaret	1	obligatory
Heinä-Siklat	1	obligatory
Heinästensaaret	1	obligatory
Heinäsuonkalliot	1	obligatory
Heinäsuonniityt	1	obligatory
Heinäsuonpellot	1	obligatory
Heinäsuot	1	obligatory
Heinävänvuoret	1	obligatory
Heiskalankalliot	1	obligatory
Heiskalankankaat	1	obligatory
Heiskansaaret	1	obligatory
Heitsaaret	1	obligatory
Helakoskenpellot	1	obligatory
Helanderjärvet	1	obligatory
Helankankaat	1	obligatory
Helenansaaret	1	obligatory
Helihongankarit	1	obligatory
Helionkalliot	1	obligatory
Helkakalliot	1	obligatory
Helkijärventievat	1	obligatory
Helkkolanniityt	1	obligatory
Helkynkivet	1	obligatory
Hellinkarit	1	obligatory
Helluskerinklipit	1	obligatory
helma	1	common
helmikana	1	common
helmimuurat	1	obligatory
helmisuurimo	1	common
helokat	1	obligatory
helokuoriainen	1	common
helokämmekkä	1	common
Helosaaret	1	obligatory
helovahakas	1	common
Helsingin aineenopettajiksi opiskelevat	1	obligatory
Helsingin Ekonomit	1	obligatory
Helsingin kauppatieteiden ylioppilaat	1	obligatory
Helsingin Kisa-Toverit	1	obligatory
Helsingin Kisa-Veikot	1	obligatory
Helsingin Kojootit	1	obligatory
Helsingin Poliisi-Voimailijat	1	obligatory
Helsingin Sanomat	1	obligatory
Helsingin Suunnistajat	1	obligatory
Helsingin vapaa-ajattelijat	1	obligatory
Helsingin yliopiston jatko-opiskelijat	1	obligatory
Helsingin Yliopiston Kemistit	1	obligatory
Helsingin yliopiston polymeeri- ja puukemistit	1	obligatory
helsinkiläismiljööt	1	obligatory
helttaminttu	1	common
Helunalammit	1	obligatory
Helvetinkellonjalat	1	obligatory
Helvetinlammit	1	obligatory
Helvetinluodot	1	obligatory
hemlokit	1	obligatory
Hemminsaaret	1	obligatory
Hempunmaat	1	obligatory
hengenlahjat	1	obligatory
Hengettömänlammit	1	obligatory
hengityselimet	1	obligatory
henkilöasia	1	common
henkilöpaperit	1	obligatory
henkilötiedot	1	obligatory
henkiraha	1	common
henkisavut	1	obligatory
henkonen	1	common
henkselit	1	obligatory
Henriikat	1	obligatory
Hentin Matin Tupalammet	1	obligatory
Hentonsuonlammit	1	obligatory
hepene	1	common
hepoasteet	1	obligatory
Hepoharjut	1	obligatory
Hepokalliot	1	obligatory
Hepokivet	1	obligatory
Hepolamminsuot	1	obligatory
Hepolammit	1	obligatory
Hepolansaaret	1	obligatory
Hepomäenkalliot	1	obligatory
Heponiemet	1	obligatory
Heponotkonsuot	1	obligatory
Hepopuronsuot	1	obligatory
Heposaaret	1	obligatory
Heposuonniityt	1	obligatory
Heposuonpellot	1	obligatory
Heposärkänkankaat	1	obligatory
Heposärkät	1	obligatory
Heralamminharjut	1	obligatory
Heralammit	1	obligatory
Herasaaret	1	obligatory
Heraseljänlammit	1	obligatory
Herasensärkät	1	obligatory
Herlevinkivet	1	obligatory
Hermalan kettuluolat	1	obligatory
Hermanninlammit	1	obligatory
hermo	1	common
hermosavut	1	obligatory
Hernelahdet	1	obligatory
Hernemaankalliot	1	obligatory
Herneniemenkummut	1	obligatory
Herneniemet	1	obligatory
Hernesaaret	1	obligatory
Herojanlähteet	1	obligatory
herrainkutsut	1	obligatory
Herrainlammit	1	obligatory
Herrainpakat	1	obligatory
Herrainpäivät	1	obligatory
Herrainsaaret	1	obligatory
herrakutsut	1	obligatory
Herranahonniityt	1	obligatory
herraninkutsut	1	obligatory
Herrankalliot	1	obligatory
herraskainen	2	common
Herroinsaaret	1	obligatory
Hersalansuonpellot	1	obligatory
Herukka-arot	1	obligatory
Herustenjärvet	1	obligatory
herännäisseurat	1	obligatory
herättäjäjuhlat	1	obligatory
Hessoonkalliot	1	obligatory
Hetelammet	1	obligatory
Hetelammit	1	obligatory
Hetevaarat	1	obligatory
Hetkuniitut	1	obligatory
Hetteenlammit	1	obligatory
Hetteenniityt	1	obligatory
Hetteilänniityt	1	obligatory
Hevonharjanlammit	1	obligatory
Hevonpersiinsaaret	1	obligatory
Hevosahot	1	obligatory
hevosantilooppi	1	common
Hevosarot	1	obligatory
Hevosenharjut	1	obligatory
hevosenkenkäyökkö	1	common
Hevosenpersiinlammit	1	obligatory
Hevosenselkäharjut	1	obligatory
hevosenvaljaat	1	obligatory
Hevosharjut	1	obligatory
Hevosjängät	1	obligatory
Hevoskaarrot	1	obligatory
Hevoskankaat	1	obligatory
Hevoskarit	1	obligatory
hevoskastanjakasvi	1	common
Hevoskengänlammit	1	obligatory
Hevoskivet	1	obligatory
Hevoskorvenkalliot	1	obligatory
Hevoskorvenniityt	1	obligatory
hevoskärryt	1	obligatory
Hevoslaet	1	obligatory
Hevoslammit	1	obligatory
Hevosojankalliot	1	obligatory
Hevospellot	1	obligatory
Hevosrimminpalot	1	obligatory
Hevossaarekkeet	1	obligatory
Hevossaaret	1	obligatory
Hevosseljänkummut	1	obligatory
hevosvaljaat	1	obligatory
HH-kiinteistöpalvelut	1	obligatory
Hiansuonpellot	1	obligatory
Hiedankydöt	1	obligatory
Hiehonkalliot	1	obligatory
Hiekkainmäet	1	obligatory
Hiekkakaarat	1	obligatory
Hiekkalahdenpellot	1	obligatory
Hiekkapakat	1	obligatory
Hiekkasaaret	1	obligatory
Hiekkasärkkäkankaat	1	obligatory
Hiekkasärkät	1	obligatory
Hienosenkankaat	1	obligatory
Hienosenlammit	1	obligatory
Hieringönseljänlammit	1	obligatory
Hierinlammit	1	obligatory
Hietaansuonkydöt	1	obligatory
Hieta-arot	1	obligatory
Hietaharjut	1	obligatory
Hietajoenlatvat	1	obligatory
Hietakaarankalliot	1	obligatory
Hietakaarat	1	obligatory
Hietakaarrot	1	obligatory
Hietakaistot	1	obligatory
Hietakarit	1	obligatory
Hietakunnaat	1	obligatory
hietakyyhky	1	common
Hietalahdensaaret	1	obligatory
Hietalaksonmäet	1	obligatory
Hietalankalliot	1	obligatory
Hietaluodot	1	obligatory
Hietanevankankaat	1	obligatory
Hietaniemennokat	1	obligatory
Hietaojankankaat	1	obligatory
Hietapakat	1	obligatory
Hietapohjankalliot	1	obligatory
Hietasaaret	1	obligatory
hietasinappi	1	common
Hietasyrjänhaudat	1	obligatory
Hietasärkät	1	obligatory
Hietatievat	1	obligatory
Hietavaaranlammet	1	obligatory
Hietavuoret	1	obligatory
Hietikkosaaret	1	obligatory
Hiidenkalliot	1	obligatory
Hiidenkiertäjät	1	obligatory
Hiidenotsaluodot	1	obligatory
Hiidensaaret	1	obligatory
Hiidenvuoret	1	obligatory
Hiienmaat	1	obligatory
hiihtarit	1	obligatory
hiihtohousut	1	obligatory
Hiilensaaret	1	obligatory
Hiilikuoppasaaret	1	obligatory
Hiililammit	1	obligatory
Hiilimiilut	1	obligatory
Hiiliniemet	1	obligatory
hiilipihdit	1	obligatory
Hiilisärkät	1	obligatory
hiilivarat	1	obligatory
Hiilostenpellot	1	obligatory
Hiipakankalliot	1	obligatory
Hiiramaislammit	1	obligatory
Hiirenlammit	1	obligatory
hiirensammal	1	common
Hiiriahot	1	obligatory
Hiirilammit	1	obligatory
Hiiripalot	1	obligatory
Hiirisaaret	1	obligatory
Hiirosenmäet	1	obligatory
Hiisijärvenhiekat	1	obligatory
Hiisikummut	1	obligatory
Hiisilänkivet	1	obligatory
Hiisluodot	1	obligatory
Hiisvaaranlammit	1	obligatory
Hiittenhaudat	1	obligatory
Hiivanansaaret	1	obligatory
hikilaudat	1	obligatory
hikkoripuu	1	common
Hiljaistenkankaat	1	obligatory
Hillasaaret	1	obligatory
Hillikkosaaret	1	obligatory
Hillokankaat	1	obligatory
Hilmolankalliot	1	obligatory
Hilponsärkät	1	obligatory
Hiltulankukkulat	1	obligatory
hilut	1	obligatory
Himangan Urheilijat	1	obligatory
Himanpellot	1	obligatory
Himmerkinniityt	1	obligatory
Himoistenvuoret	1	obligatory
Hingunkaarrot	1	obligatory
Hinkalovuoret	1	obligatory
Hinkankalliot	1	obligatory
Hinkuanlammit	1	obligatory
Hinttaojansaajot	1	obligatory
hipat	1	obligatory
hippulat	1	obligatory
Hirnakkalammit	1	obligatory
Hirsijärvet	1	obligatory
Hirsikalliot	1	obligatory
Hirsikankaansärkät	1	obligatory
Hirsikankaat	1	obligatory
Hirsilammit	1	obligatory
Hirsiletot	1	obligatory
Hirsiläjät	1	obligatory
Hirsilänkankaat	1	obligatory
Hirsimäenkalliot	1	obligatory
Hirsipuunsaaret	1	obligatory
Hirsisaarenluodot	1	obligatory
Hirsisaaret	1	obligatory
Hirsojankalliot	1	obligatory
Hirssaaret	1	obligatory
hirttäjäiset	1	obligatory
Hirvashaudanvaarat	1	obligatory
Hirvaskukkulat	1	obligatory
Hirvaslammit	1	obligatory
Hirvas-Napit	1	obligatory
Hirvaspäänpalot	1	obligatory
Hirvaspäät	1	obligatory
Hirvassaaret	1	obligatory
Hirvelänkalliot	1	obligatory
hirvenjäkälä	1	common
Hirvenkalliot	1	obligatory
Hirvenleuat	1	obligatory
Hirvensalon patterit	1	obligatory
Hirvijärvenkalliot	1	obligatory
Hirvikalliot	1	obligatory
Hirvikarinkarit	1	obligatory
Hirvikivet	1	obligatory
Hirvikorvenniityt	1	obligatory
Hirvikummut	1	obligatory
Hirvikurut	1	obligatory
Hirvilahdenluodot	1	obligatory
Hirvilammet	1	obligatory
Hirvilammit	1	obligatory
Hirvilantot	1	obligatory
Hirviluodot	1	obligatory
Hirvinivat	1	obligatory
Hirvipäät	1	obligatory
Hirvisaaret	1	obligatory
Hirvisillanniityt	1	obligatory
Hirvisuot	1	obligatory
Hirvivuoret	1	obligatory
Hirvonhuhtainkalliot	1	obligatory
Hirvosensaaret	1	obligatory
Hittikanniityt	1	obligatory
Hittolaisenkalliot	1	obligatory
Hitvinsaaret	1	obligatory
Hiukanlammit	1	obligatory
Hiunkalliot	1	obligatory
hius	1	common
hiustähti	1	common
Hivuasnivat	1	obligatory
HL-Rakentajat	1	obligatory
Hohkakorvenkalliot	1	obligatory
hohtimet	1	obligatory
Hoikankalliot	1	obligatory
Hoikankankaat	1	obligatory
Hoikanlamminkankaat	1	obligatory
Hoikanlammit	1	obligatory
Hoikanluodot	1	obligatory
Hoikanrannantievat	1	obligatory
Hoikanriisit	1	obligatory
Hoikansaaret	1	obligatory
Hoikansuonharjut	1	obligatory
Hoikansärkät	1	obligatory
Hoikatahot	1	obligatory
Hoikatkaarrot	1	obligatory
Hoikatsaaret	1	obligatory
Hoikatsuot	1	obligatory
Hoikinsaaret	1	obligatory
Hoikkainlammit	1	obligatory
Hoikkakummut	1	obligatory
Hoikkalamminkummut	1	obligatory
Hoikkalammit	1	obligatory
Hoikkilammit	1	obligatory
Hoilanvuoret	1	obligatory
Hoiluanlammit	1	obligatory
hoitokustannukset	1	obligatory
hokot	1	obligatory
hoksottimet	1	obligatory
Holappasaarenkosket	1	obligatory
Holinlähteet	1	obligatory
Holkerinmäet	1	obligatory
Holkinkalliot	1	obligatory
Hollankalliot	1	obligatory
Holmankalliot	1	obligatory
Holmannevat	1	obligatory
Holmanpellot	1	obligatory
Holmanriutat	1	obligatory
Holmat	1	obligatory
Holminkalliot	1	obligatory
Holminkarit	1	obligatory
Homettomaanluolikot	1	obligatory
Hongikkoaukeenlammit	1	obligatory
Hongikkovaarantyvet	1	obligatory
Hongikon Nuorisoseuran Urheilijat	1	obligatory
Hongistonlammit	1	obligatory
Hongistonnevat	1	obligatory
Honkainlammit	1	obligatory
Honkainluodot	1	obligatory
Honkainmäet	1	obligatory
Honkajärvet	1	obligatory
Honkakalliot	1	obligatory
Honkakummut	1	obligatory
Honkalammit	1	obligatory
Honkaluodot	1	obligatory
Honkamaat	1	obligatory
Honkamäet	1	obligatory
Honkapakat	1	obligatory
Honkarannanniityt	1	obligatory
Honkasaaret	1	obligatory
Honkasenkalliot	1	obligatory
Honkasuonkalliot	1	obligatory
Honkasuot	1	obligatory
Honkavuoret	1	obligatory
Honkikalliot	1	obligatory
Honkilammit	1	obligatory
Honkinevankalliot	1	obligatory
Honkisaaret	1	obligatory
Honkisuot	1	obligatory
Honkosensaaret	1	obligatory
Honnilanvuoret	1	obligatory
hopeahapset	1	obligatory
hopeahäät	1	obligatory
hopeakala	1	common
hopeakylki	1	common
Hopealammit	1	obligatory
hopeapensaskasvi	1	common
Hopeasaaret	1	obligatory
hopeasilmä	1	common
Hopeavuorenkummut	1	obligatory
Hopiakivisaaret	1	obligatory
Hopiakummut	1	obligatory
Horikonkalliot	1	obligatory
Hormaluomanluhdat	1	obligatory
Hormaniitynkummut	1	obligatory
Hornansaaret	1	obligatory
hortensiakasvi	1	common
Hosianlammit	1	obligatory
Hosiovaarat	1	obligatory
Hoskonkankaat	1	obligatory
Hossojanlähteet	1	obligatory
Hostilanlammit	1	obligatory
Hotakankalliot	1	obligatory
Hotinkummut	1	obligatory
Hotinriivinharjut	1	obligatory
Hotulankivet	1	obligatory
Houkoonlammit	1	obligatory
Hourunkorvet	1	obligatory
Housulamminkalliot	1	obligatory
Housulamminvuoret	1	obligatory
Housulammit	1	obligatory
housunkannattimet	1	obligatory
Housunlahkeensuot	1	obligatory
Housunlammit	1	obligatory
Housusaaret	1	obligatory
Housuseljänjärvet	1	obligatory
housut	1	obligatory
Housut	1	obligatory
Houtereenkarit	1	obligatory
Hoviharjut	1	obligatory
Hovilanniitut	1	obligatory
Hovilansuot	1	obligatory
Hovinpellot	1	obligatory
Hovinvaarat	1	obligatory
hovitavat	1	obligatory
HPK Naiset	1	obligatory
Huhanniitut	1	obligatory
Huhdanarot	1	obligatory
Huhdankalliot	1	obligatory
Huhdansaaret	1	obligatory
Huhkaimenkalliot	1	obligatory
Huhkaimenvuoret	1	obligatory
Huhkivet	1	obligatory
Huhkolankalliot	1	obligatory
Huhmarharjut	1	obligatory
Huhmarkalliot	1	obligatory
Huhmarluodot	1	obligatory
Huhmarsaaret	1	obligatory
Huhtaanojanniitut	1	obligatory
Huhtahyvät	1	obligatory
Huhtajärvet	1	obligatory
Huhtakarit	1	obligatory
Huhtakummut	1	obligatory
Huhtalankalliot	1	obligatory
Huhtalansaaret	1	obligatory
Huhtanenänkummut	1	obligatory
Huhtaniemensaaret	1	obligatory
Huhtasaaret	1	obligatory
Huhtavitsikonkummut	1	obligatory
Huhtavuomanlammit	1	obligatory
Huhtavuomansaariot	1	obligatory
Huhtisaaret	1	obligatory
Huhtjärvet	1	obligatory
Huhtsaaret	1	obligatory
Huidanlammit	1	obligatory
Huihainvuoret	1	obligatory
Huijarinkalliot	1	obligatory
Huikkimajärvet	1	obligatory
Huikuanahot	1	obligatory
Huilisaaret	1	obligatory
Huilunsaaret	1	obligatory
huiluvaris	1	common
Huiperonsaaret	1	obligatory
Huippuvuoret	1	obligatory
Huiskankalliot	1	obligatory
Huiskankivet	1	obligatory
Huiskanmaat	1	obligatory
Huiskossaaret	1	obligatory
huitit	1	obligatory
Huiverolammit	1	obligatory
Hukankalliot	1	obligatory
Hukankankaat	1	obligatory
Hukanpesäharjut	1	obligatory
Hukanpesänkummut	1	obligatory
Hukanpuskat	1	obligatory
Huki-Tuomon saaret	1	obligatory
Hukkahaudat	1	obligatory
Hukkajärvet	1	obligatory
Hukkakaarrot	1	obligatory
Hukkalammet	1	obligatory
Hukkalammit	1	obligatory
Hukkalankalliot	1	obligatory
Hukkaluodot	1	obligatory
Hukkasaaret	1	obligatory
Hukkasuot	1	obligatory
Hukkasärkät	1	obligatory
Hukkatievat	1	obligatory
Hukkavuoret	1	obligatory
Hukkuluodot	1	obligatory
Hukkumat	1	obligatory
hukkumisluvut	1	obligatory
Hulkonsaaret	1	obligatory
Hulkonsalmet	1	obligatory
Hullaalanpellot	1	obligatory
Humala-arot	1	obligatory
Humalakivet	1	obligatory
humalapyökki	1	common
Humalasaaret	1	obligatory
Humalsaaret	1	obligatory
Humatlahdensaaret	1	obligatory
Hummakonsaaret	1	obligatory
Hummankalliot	1	obligatory
Hummastinjärvet	1	obligatory
Humppa-Veikot	1	obligatory
Hunkerinromput	1	obligatory
Hunsvotinsaaret	1	obligatory
Hunttikalliot	1	obligatory
Hunttikivet	1	obligatory
Hunurinkalliot	1	obligatory
huokoseläin	1	common
huoltojoukot	1	obligatory
huoltoportaat	1	obligatory
huomiovalot	1	obligatory
Huoneenhaudanonnet	1	obligatory
Huopinkalliot	1	obligatory
Huosiaiset	1	obligatory
Huosiaislammit	1	obligatory
Huosiaissaaret	1	obligatory
Huosionniemet	1	obligatory
Huosioslammet	1	obligatory
Huosiosrämiät	1	obligatory
Huosiosvuoret	1	obligatory
Huosiuslammit	1	obligatory
Huotinlamminpalot	1	obligatory
Huovinpellot	1	obligatory
Hupisaaret	1	obligatory
Huppusienniityt	1	obligatory
Hupunsaaret	1	obligatory
Hurrikankalliot	1	obligatory
Hurrilankummut	1	obligatory
Hurskaistennevat	1	obligatory
hurtanminttu	1	common
Hurukarit	1	obligatory
Husunsaaret	1	obligatory
hutiat	1	obligatory
Huttuhalmeenkankaat	1	obligatory
Huttukuusensaaret	1	obligatory
Huttulamminkankaat	1	obligatory
Huttulankankaat	1	obligatory
Huttumäet	1	obligatory
Huttusaaret	1	obligatory
Huttusenjärvet	1	obligatory
Huttusenkankaat	1	obligatory
Huttusenlammit	1	obligatory
