lemma	homonym	boundaries
maailmanluokka	1	maa{XB}ilman{WB}luokka
maailmanmaine	1	maa{XB}ilman{WB}maine
maailmanmarkkinahinta	1	maa{XB}ilman{WB}markkina{WB}hinta
maailmanmarkkinat	1	maa{XB}ilman{WB}markkinat
maailmanmatkaaja	1	maa{XB}ilman{WB}matkaaja
maailmanmenestys	1	maa{XB}ilman{WB}menestys
maailmanmestari	1	maa{XB}ilman{WB}mestari
maailmanmestaruus	1	maa{XB}ilman{WB}mestaruus
maailmanmestaruusjoukkue	1	maa{XB}ilman{WB}mestaruus{WB}joukkue
maailmanmestaruuskilpailu	1	maa{XB}ilman{WB}mestaruus{WB}kilpailu
maailmanmestaruuskisa	1	maa{XB}ilman{WB}mestaruus{WB}kisa
maailmanmestaruusottelu	1	maa{XB}ilman{WB}mestaruus{WB}ottelu
maailmanmielinen	1	maailman{WB}mielinen
maailmanmielinen	2	maa{XB}ilman{WB}mielinen
maailmanmielisyys	1	maa{XB}ilman{WB}mielisyys
maailmanmies	1	maa{XB}ilman{WB}mies
maailmanmusiikki	1	maa{XB}ilman{WB}musiikki
maailmannainen	1	maa{XB}ilman{WB}nainen
maailmanneuvosto	1	maailman{WB}neuvosto
maailmannäyttely	1	maa{XB}ilman{WB}näyttely
maailmanpalo	1	maa{XB}ilman{WB}palo
maailmanparantaja	1	maa{XB}ilman{WB}parantaja
maailmanpatsas	1	maa{XB}ilman{WB}patsas
maailmanperintö	1	maa{XB}ilman{WB}perintö
maailmanperintöluettelo	1	maa{XB}ilman{WB}perintö{WB}luettelo
maailmanpoliittinen	1	maa{XB}ilman{WB}poliittinen
maailmanpolitiikka	1	maa{XB}ilman{WB}politiikka
maailmanpyörä	1	maa{XB}ilman{WB}pyörä
maailmanranta	1	maa{XB}ilman{WB}ranta
maailmanrauha	1	maa{XB}ilman{WB}rauha
maailmanselitys	1	maa{XB}ilman{WB}selitys
maailmansota	1	maa{XB}ilman{WB}sota
maailmantalous	1	maa{XB}ilman{WB}talous
maailmantapahtuma	1	maa{XB}ilman{WB}tapahtuma
maailmantilanne	1	maa{XB}ilman{WB}tilanne
maailmantilasto	1	maailman{WB}tilasto
maailmantuska	1	maa{XB}ilman{WB}tuska
maailmantähti	1	maa{XB}ilman{WB}tähti
maailmanuskonto	1	maa{XB}ilman{WB}uskonto
maailmanvallankumous	1	maa{XB}ilman{WB}vallan{WB}kumous
maailmanvalta	1	maa{XB}ilman{WB}valta
maailmanympärimatka	1	maailman{WB}ympäri{WB}matka
maailmanympäripurjehdus	1	maa{XB}ilman{WB}ympäripurjehdus
maajauhe	1	maa{WB}jauhe
maajohto	1	maa{WB}johto
maajoukkue	1	maa{WB}joukkue
maajoukkuepaita	1	maa{WB}joukkue{WB}paita
maajoukkuepelaaja	1	maa{WB}joukkue{WB}pelaaja
maajoukot	1	maa{WB}joukot
maajumala	1	maa{WB}jumala
maajumalatar	1	maa{WB}jumalatar
maajussi	1	maa{WB}jussi
maakaapeli	1	maa{WB}kaapeli
maakaari	1	maa{WB}kaari
maakaasu	1	maa{WB}kaasu
maakaasujohto	1	maa{WB}kaasu{WB}johto
maakaasuputki	1	maa{WB}kaasu{WB}putki
maakaasuvoimala	1	maa{WB}kaasu{WB}voimala
maakaira	1	maa{WB}kaira
maakairaus	1	maa{WB}kairaus
maakaistale	1	maa{WB}kaistale
maakarhu	1	maa{WB}karhu
maakari	1	maa{WB}kari
maakastanja	1	maa{WB}kastanja
maakauppa	1	maa{WB}kauppa
maakellari	1	maa{WB}kellari
maakerros	1	maa{WB}kerros
maakerrostuma	1	maa{WB}kerrostuma
maakeskinen	1	maa{WB}keskinen
maakiintiö	1	maa{WB}kiintiö
maakiitäjäinen	1	maa{WB}kiitäjäinen
maakilpikonna	1	maa{WB}kilpikonna
maakolloidit	1	maa{WB}kolloidit
maakosketus	1	maa{WB}kosketus
maakostea	1	maa{WB}kostea
maakotka	1	maa{WB}kotka
maakrapu	1	maa{WB}krapu
maakrassi	1	maa{WB}krassi
maakreivi	1	maa{WB}kreivi
maakuljetus	1	maa{WB}kuljetus
maakulkuneuvo	1	maa{WB}kulku{WB}neuvo
maakunnallinen	1	maa{WB}kunnallinen
maakunnanvaakuna	1	maa{WB}kunnan{WB}vaakuna
maakunta	1	maa{WB}kunta
maakunta-arkisto	1	maa{WB}kunta-arkisto
maakuntahenki	1	maa{WB}kunta{WB}henki
maakuntahistoria	1	maa{WB}kunta{WB}historia
maakuntaitsehallinto	1	maa{WB}kunta{WB}itsehallinto
maakuntajako	1	maa{WB}kunta{WB}jako
maakuntajuhla	1	maa{WB}kunta{WB}juhla
maakuntakaava	1	maa{WB}kunta{WB}kaava
maakuntakasvi	1	maa{WB}kunta{WB}kasvi
maakuntakirjasto	1	maa{WB}kunta{WB}kirjasto
maakuntakivi	1	maa{WB}kunta{WB}kivi
maakuntakokous	1	maa{WB}kunta{WB}kokous
maakuntakukka	1	maa{WB}kunta{WB}kukka
maakuntakäräjät	1	maa{WB}kunta{WB}käräjät
maakuntalainen	1	maa{WB}kuntalainen
maakuntalaki	1	maa{WB}kunta{WB}laki
maakuntalaulu	1	maa{WB}kunta{WB}laulu
maakuntalehti	1	maa{WB}kunta{WB}lehti
maakuntaliitto	1	maa{WB}kunta{WB}liitto
maakuntalintu	1	maa{WB}kunta{WB}lintu
maakuntamuseo	1	maa{WB}kunta{WB}museo
maakuntaneuvos	1	maa{WB}kunta{WB}neuvos
maakuntapäivät	1	maa{WB}kunta{WB}päivät
maakuntaviesti	1	maa{WB}kunta{WB}viesti
maakäki	1	maa{WB}käki
maakäräjät	1	maa{WB}käräjät
Maalahti	1	Maa{WB}lahti
maalaiselämä	1	maalais{WB}elämä
maalaisidylli	1	maalais{WB}idylli
maalaisisäntä	1	maalais{WB}isäntä
maalaisjuntti	1	maalais{WB}juntti
maalaisjuusto	1	maalais{WB}juusto
maalaisjärki	1	maalais{WB}järki
maalaiskauppa	1	maalais{WB}kauppa
maalaiskunta	1	maalais{WB}kunta
maalaisliitto	1	maalais{WB}liitto
maalaisliittolainen	1	maalais{WB}liittolainen
maalaisliittolainen	2	maalais{WB}liittolainen
maalaislääkäri	1	maalais{WB}lääkäri
maalaisolot	1	maalais{WB}olot
maalaispitäjä	1	maalais{WB}pitäjä
maalaispoika	1	maalais{WB}poika
maalaissanonta	1	maalais{WB}sanonta
maalaisserkku	1	maalais{WB}serkku
maalaistalo	1	maalais{WB}talo
maalaistollo	1	maalais{WB}tollo
maalaistollo	2	maalais{WB}tollo
maalaistyttö	1	maalais{WB}tyttö
maalaisvoi	1	maalais{WB}voi
maalaisväestö	1	maalais{WB}väestö
maalaji	1	maa{WB}laji
maalajite	1	maa{WB}lajite
maalari	1	maa{WB}lari
maalarinkelkka	1	maalarin{WB}kelkka
maalarinteippi	1	maalarin{WB}teippi
maalausjalusta	1	maalaus{WB}jalusta
maalauskelpoinen	1	maalaus{WB}kelpoinen
maalausliike	1	maalaus{WB}liike
maalausruisku	1	maalaus{WB}ruisku
maalausrulla	1	maalaus{WB}rulla
maalaustaide	1	maalaus{WB}taide
maalaustaiteellinen	1	maalaus{WB}taiteellinen
maalaustapa	1	maalaus{WB}tapa
maalaustekniikka	1	maalaus{WB}tekniikka
maalaustela	1	maalaus{WB}tela
maalausteline	1	maalaus{WB}teline
maalaustyyli	1	maalaus{WB}tyyli
maalaustyö	1	maalaus{WB}työ
maaleikkaus	1	maa{WB}leikkaus
maalevintäinen	1	maa{WB}levintäinen
maaliahne	1	maali{WB}ahne
maaliaine	1	maali{WB}aine
maalialue	1	maali{WB}alue
maaliaukko	1	maali{WB}aukko
maaliero	1	maali{WB}ero
maaliikenne	1	maa{WB}liikenne
maaliiketoiminta	1	maa{WB}liiketoiminta
maaliintulo	1	maaliin{WB}tulo
maalijauhe	1	maali{WB}jauhe
maalijuhla	1	maali{WB}juhla
maalikamera	1	maali{WB}kamera
maalikameraratkaisu	1	maalikamera{WB}ratkaisu
maalikehikko	1	maali{WB}kehikko
maalikerros	1	maali{WB}kerros
maalikylä	1	maali{WB}kylä
maalilaukaus	1	maali{WB}laukaus
maalilinja	1	maali{WB}linja
maalinauha	1	maali{WB}nauha
maalineduspeli	1	maalin{WB}edus{WB}peli
maalinedustapeli	1	maalin{WB}edusta{WB}peli
maalinja	1	maa{WB}linja
maalinnälkä	1	maalin{WB}nälkä
maalinnälkäinen	1	maalin{WB}nälkäinen
maalinosoitustutka	1	maalin{WB}osoitus{WB}tutka
maalinpaikantamislaite	1	maalinpaikantamis{WB}laite
maalinpoistoaine	1	maalin{WB}poisto{WB}aine
maalintekijä	1	maalin{WB}tekijä
maalipallo	1	maali{WB}pallo
maalipensseli	1	maali{WB}pensseli
maalipinta	1	maali{WB}pinta
maalipotku	1	maali{WB}potku
maalipurkki	1	maali{WB}purkki
maalipylväs	1	maali{WB}pylväs
maaliraja	1	maali{WB}raja
maaliruisku	1	maali{WB}ruisku
maalisivellin	1	maali{WB}sivellin
maaliskuinen	1	maalis{WB}kuinen
maaliskuu	1	maalis{WB}kuu
maalisuhde	1	maali{WB}suhde
maalisuora	1	maali{WB}suora
maalisvaalit	1	maalis{WB}vaalit
maalisyöttö	1	maali{WB}syöttö
maalitaulu	1	maali{WB}taulu
maalitaulusolu	1	maalitaulu{WB}solu
maalitehtailija	1	maali{WB}tehtailija
maalitehtailu	1	maali{WB}tehtailu
maalitilanne	1	maali{WB}tilanne
maalitili	1	maali{WB}tili
maalitolppa	1	maali{WB}tolppa
maalituomari	1	maali{WB}tuomari
maalitykki	1	maali{WB}tykki
maalitykki	2	maali{WB}tykki
maalitölkki	1	maali{WB}tölkki
maalivahti	1	maali{WB}vahti
maaliverkko	1	maali{WB}verkko
maaliviiva	1	maali{WB}viiva
maaliväri	1	maali{WB}väri
maaliöljy	1	maali{WB}öljy
maallemuutto	1	maalle{WB}muutto
maallenousu	1	maalle{WB}nousu
maallikkoedustaja	1	maallikko{WB}edustaja
maallikkojäsen	1	maallikko{WB}jäsen
maallikkonimi	1	maallikko{WB}nimi
maallikkosaarnaaja	1	maallikko{WB}saarnaaja
maallikkotuomari	1	maallikko{WB}tuomari
maallikkoveli	1	maallikko{WB}veli
maallismielinen	1	maallis{WB}mielinen
maaltamuutto	1	maalta{WB}muutto
maaltapako	1	maalta{WB}pako
maalyönti	1	maa{WB}lyönti
maalämmitys	1	maa{WB}lämmitys
maalämpö	1	maa{WB}lämpö
maamagnetismi	1	maa{WB}magnetismi
maamaili	1	maa{WB}maili
maamanteli	1	maa{WB}manteli
maamassa	1	maa{WB}massa
maamehiläinen	1	maa{WB}mehiläinen
maamerkki	1	maa{WB}merkki
maametalli	1	maa{WB}metalli
maamies	1	maa{WB}mies
maamiesseura	1	maa{WB}mies{WB}seura
maamiina	1	maa{WB}miina
maamikrobi	1	maa{WB}mikrobi
maamuna	1	maa{WB}muna
maamyyrä	1	maa{WB}myyrä
maamyyräsirkka	1	maamyyrä{WB}sirkka
maanalainen	1	maan{WB}alainen
maanantaikappale	1	maanantai{WB}kappale
maaneuvos	1	maa{WB}neuvos
Maaninkavaara	1	Maaninka{WB}vaara
maanisä	1	maan{WB}isä
maanjako	1	maan{WB}jako
maanjyrsin	1	maan{WB}jyrsin
maanjäristys	1	maan{WB}järistys
maanjäristysaalto	1	maan{WB}järistys{WB}aalto
maanjäristysmittari	1	maan{WB}järistys{WB}mittari
maanjäristysoppi	1	maan{WB}järistys{WB}oppi
maankaatopaikka	1	maan{WB}kaatopaikka
maankamara	1	maan{WB}kamara
maankate	1	maan{WB}kate
maankavallus	1	maan{WB}kavallus
maankavaltaja	1	maan{WB}kavaltaja
maankiertäjä	1	maan{WB}kiertäjä
maankohoaminen	1	maan{WB}kohoaminen
maankolkka	1	maan{WB}kolkka
maankorko	1	maan{WB}korko
maankuivatus	1	maan{WB}kuivatus
maankuori	1	maan{WB}kuori
maankuulu	1	maan{WB}kuulu
maankuulu	2	maan{WB}kuulu
maankäyttö	1	maan{WB}käyttö
maanlaajuinen	1	maan{WB}laajuinen
maanlaki	1	maan{WB}laki
maanläheinen	1	maan{WB}läheinen
maanmainio	1	maan{WB}mainio
maanmies	1	maan{WB}mies
maanmittari	1	maan{WB}mittari
maanmittaus	1	maan{WB}mittaus
maanmittausinsinööri	1	maan{WB}mittaus{WB}insinööri
maanmittausneuvos	1	maan{WB}mittaus{WB}neuvos
maanmittausoppi	1	maan{WB}mittaus{WB}oppi
maanmittaustoimitus	1	maan{WB}mittaus{WB}toimitus
maanmittausväline	1	maanmittaus{WB}väline
maanmuokkaus	1	maan{WB}muokkaus
maannainen	1	maan{WB}nainen
maannapa	1	maan{WB}napa
maannousema	1	maan{WB}nousema
maannousemasieni	1	maan{WB}nousema{WB}sieni
maannousu	1	maan{WB}nousu
maannumero	1	maan{WB}numero
maanomaisuus	1	maan{WB}omaisuus
maanomistaja	1	maan{WB}omistaja
maanomistus	1	maan{WB}omistus
maanomistusoikeus	1	maan{WB}omistus{WB}oikeus
maanopeus	1	maa{WB}nopeus
maanosa	1	maan{WB}osa
maanpaine	1	maan{WB}paine
maanpako	1	maan{WB}pako
maanpakolainen	1	maan{WB}pakolainen
maanpakolaisuus	1	maan{WB}pakolaisuus
maanparannus	1	maan{WB}parannus
maanparannusaine	1	maan{WB}parannus{WB}aine
maanpeittokasvi	1	maanpeitto{WB}kasvi
maanpetoksellinen	1	maan{WB}petoksellinen
maanpetos	1	maan{WB}petos
maanpetostuomio	1	maanpetos{WB}tuomio
maanpetturi	1	maan{WB}petturi
maanpetturuus	1	maan{WB}petturuus
maanpiiri	1	maan{WB}piiri
maanpinta	1	maan{WB}pinta
maanpuolustaja	1	maan{WB}puolustaja
maanpuolustuksellinen	1	maan{WB}puolustuksellinen
maanpuolustus	1	maan{WB}puolustus
maanpuolustusjärjestö	1	maan{WB}puolustus{WB}järjestö
maanpuolustuskoulutus	1	maan{WB}puolustus{WB}koulutus
maanpuolustuskurssi	1	maan{WB}puolustus{WB}kurssi
maanpuolustustyö	1	maan{WB}puolustus{WB}työ
maanpäällinen	1	maan{WB}päällinen
maanraivaaja	1	maan{WB}raivaaja
maanraivaus	1	maan{WB}raivaus
maanraja	1	maan{WB}raja
maanrakennus	1	maan{WB}rakennus
maanrako	1	maan{WB}rako
maansiirto	1	maan{WB}siirto
maansiirtoauto	1	maan{WB}siirto{WB}auto
maansiirtokone	1	maan{WB}siirto{WB}kone
maansiirtoliike	1	maan{WB}siirto{WB}liike
maansiirtotyö	1	maan{WB}siirto{WB}työ
maansuru	1	maan{WB}suru
maansäteily	1	maan{WB}säteily
maanteitse	1	maan{WB}teitse
maantie	1	maan{WB}tie
Maantie	1	Maan{WB}tie
maantieajo	1	maan{WB}tie{WB}ajo
maantiede	1	maan{WB}tiede
maantiegangsteri	1	maan{WB}tie{WB}gangsteri
maantiekilpailu	1	maan{WB}tie{WB}kilpailu
maantiekuljetus	1	maan{WB}tie{WB}kuljetus
maantienoja	1	maan{WB}tien{WB}oja
maantienvärinen	1	maan{WB}tien{WB}värinen
maantiepyöräily	1	maan{WB}tie{WB}pyöräily
maantierosvo	1	maan{WB}tie{WB}rosvo
maantierosvous	1	maantie{WB}rosvous
maantiesilta	1	maan{WB}tie{WB}silta
maantieteellinen	1	maan{WB}tieteellinen
maantieteellisesti	1	maan{WB}tieteellisesti
maantieteilijä	1	maan{WB}tieteilijä
maantieto	1	maan{WB}tieto
maantuntopakko	1	maan{WB}tunto{WB}pakko
maantuntuma	1	maan{WB}tuntuma
maantutkimus	1	maan{WB}tutkimus
maanuoliainen	1	maa{WB}nuoliainen
maanvaiva	1	maan{WB}vaiva
maanvajoama	1	maan{WB}vajoama
maanvaltaaja	1	maan{WB}valtaaja
maanvarainen	1	maan{WB}varainen
maanvieremä	1	maan{WB}vieremä
maanviljelijä	1	maan{WB}viljelijä
maanviljelijäväestö	1	maan{WB}viljelijä{WB}väestö
maanviljely	1	maan{WB}viljely
maanviljelyelinkeino	1	maan{WB}viljely{WB}elin{WB}keino
maanviljelykulttuuri	1	maan{WB}viljely{WB}kulttuuri
maanviljelymaa	1	maan{WB}viljely{WB}maa
maanviljelys	1	maan{WB}viljelys
maanviljelysfysiikka	1	maan{WB}viljelys{WB}fysiikka
maanviljelyskalusto	1	maan{WB}viljelys{WB}kalusto
maanviljelyskemia	1	maan{WB}viljelys{WB}kemia
maanviljelyskone	1	maan{WB}viljelys{WB}kone
maanviljelysneuvos	1	maan{WB}viljelys{WB}neuvos
maanviljelystalous	1	maan{WB}viljelys{WB}talous
maanviljelystila	1	maan{WB}viljelys{WB}tila
maanviljelystyö	1	maan{WB}viljelys{WB}työ
maanviljelytiede	1	maan{WB}viljely{WB}tiede
maanvuokra	1	maan{WB}vuokra
maanvuokraaja	1	maan{WB}vuokraaja
maanvuokrasopimus	1	maan{WB}vuokra{WB}sopimus
maanvuokraus	1	maan{WB}vuokraus
maanvyörymä	1	maan{WB}vyörymä
maanväri	1	maan{WB}väri
maanäkyvyys	1	maa{WB}näkyvyys
maanääri	1	maan{WB}ääri
maaohjaus	1	maa{WB}ohjaus
maaoikeus	1	maa{WB}oikeus
maaomaisuus	1	maa{WB}omaisuus
maaomistus	1	maa{WB}omistus
maaorava	1	maa{WB}orava
maaorja	1	maa{WB}orja
maaorjuus	1	maa{WB}orjuus
maaottelu	1	maa{WB}ottelu
maaotteluedustaja	1	maa{WB}ottelu{WB}edustaja
maaottelujoukkue	1	maa{WB}ottelu{WB}joukkue
maaottelukarsinta	1	maa{WB}ottelu{WB}karsinta
maaottelupelaaja	1	maa{WB}ottelu{WB}pelaaja
maaotteluvoitto	1	maa{WB}ottelu{WB}voitto
maapaikka	1	maa{WB}paikka
maapaketti	1	maa{WB}paketti
maapala	1	maa{WB}pala
maapallo	1	maa{WB}pallo
maapalsta	1	maa{WB}palsta
maapato	1	maa{WB}pato
maapeite	1	maa{WB}peite
maaperä	1	maa{WB}perä
maaperäbiologi	1	maa{WB}perä{WB}biologi
maaperäbiologia	1	maa{WB}perä{WB}biologia
maaperägeologi	1	maa{WB}perä{WB}geologi
maaperägeologia	1	maa{WB}perä{WB}geologia
maaperäkartta	1	maa{WB}perä{WB}kartta
maaperänsuojelu	1	maa{WB}perän{WB}suojelu
maapeto	1	maa{WB}peto
maapohja	1	maa{WB}pohja
maapohjainen	1	maa{WB}pohjainen
maapoliittinen	1	maa{WB}poliittinen
maapolitiikka	1	maa{WB}politiikka
maaprofiili	1	maa{WB}profiili
maapuuteri	1	maa{WB}puuteri
maapähkinä	1	maa{WB}pähkinä
maapähkinäkakku	1	maa{WB}pähkinä{WB}kakku
maapähkinänougat	1	maapähkinä{WB}nougat
maapähkinäpatukka	1	maapähkinä{WB}patukka
maapähkinärouhe	1	maa{WB}pähkinä{WB}rouhe
maapähkinävoi	1	maa{WB}pähkinä{WB}voi
maapähkinäöljy	1	maa{WB}pähkinä{WB}öljy
maapäivät	1	maa{WB}päivät
maapäivävaalit	1	maa{WB}päivä{WB}vaalit
maaraja	1	maa{WB}raja
maarakennus	1	maa{WB}rakennus
maarakennuskangas	1	maa{WB}rakennus{WB}kangas
maarakennuskone	1	maa{WB}rakennus{WB}kone
maarakennusliike	1	maa{WB}rakennus{WB}liike
maarakennusmekaniikka	1	maa{WB}rakennus{WB}mekaniikka
maarakennustekstiili	1	maa{WB}rakennus{WB}tekstiili
maarakennustyö	1	maa{WB}rakennus{WB}työ
maarata	1	maa{WB}rata
maareformi	1	maa{WB}reformi
maarekisteri	1	maa{WB}rekisteri
maarekisterinote	1	maa{WB}rekisterin{WB}ote
Maarianhamina	1	Maarian{WB}hamina
maariankämmekkä	1	maarian{WB}kämmekkä
maasalamanteri	1	maa{WB}salamanteri
maasatelliittiyhteys	1	maa{WB}satelliittiyhteys
maaseurakunta	1	maa{WB}seura{WB}kunta
maaseutu	1	maa{WB}seutu
maaseutukaupunki	1	maa{WB}seutu{WB}kaupunki
maaseutukeskus	1	maa{WB}seutu{WB}keskus
maaseutukiertue	1	maa{WB}seutu{WB}kiertue
maaseutukunta	1	maa{WB}seutu{WB}kunta
maaseutulehdistö	1	maa{WB}seutu{WB}lehdistö
maaseutulehti	1	maa{WB}seutu{WB}lehti
maaseutumainen	1	maa{WB}seutumainen
maaseutupitäjä	1	maa{WB}seutu{WB}pitäjä
maaseutuväestö	1	maa{WB}seutu{WB}väestö
maasiira	1	maa{WB}siira
maasika	1	maa{WB}sika
maasilta	1	maa{WB}silta
maasodankäynti	1	maa{WB}sodan{WB}käynti
maasota	1	maa{WB}sota
maasotatoimi	1	maa{WB}sota{WB}toimi
maassamuuttaja	1	maassa{WB}muuttaja
maassamuutto	1	maassa{WB}muutto
maastakarkotus	1	maasta{WB}karkotus
maastalähtö	1	maasta{WB}lähtö
maastamuuttaja	1	maasta{WB}muuttaja
maastamuutto	1	maasta{WB}muutto
maastanosto	1	maasta{WB}nosto
maastapoistumiskielto	1	maasta{WB}poistumis{WB}kielto
maastapoistumislupa	1	maasta{WB}poistumis{WB}lupa
maastaveto	1	maasta{WB}veto
maastavienti	1	maasta{WB}vienti
maastoajo	1	maasto{WB}ajo
maastoajoneuvo	1	maasto{WB}ajo{WB}neuvo
maastoauto	1	maasto{WB}auto
maastoeste	1	maasto{WB}este
maastoesteratsastus	1	maasto{WB}esteratsastus
maastoharjoitus	1	maasto{WB}harjoitus
maastohiihto	1	maasto{WB}hiihto
maastojuoksu	1	maasto{WB}juoksu
maastokangas	1	maasto{WB}kangas
maastokelpoinen	1	maasto{WB}kelpoinen
maastokelpoisuus	1	maasto{WB}kelpoisuus
maastokuvioinen	1	maasto{WB}kuvioinen
maastokuviointi	1	maasto{WB}kuviointi
maastolaatikko	1	maasto{WB}laatikko
maastoliikenne	1	maasto{WB}liikenne
maastomarssi	1	maasto{WB}marssi
maastonakki	1	maasto{WB}nakki
maastonkohta	1	maaston{WB}kohta
maastopalo	1	maasto{WB}palo
maastopolkupyörä	1	maasto{WB}polkupyörä
maastopuku	1	maasto{WB}puku
maastopyörä	1	maasto{WB}pyörä
maastopyöräily	1	maasto{WB}pyöräily
maastoratsastus	1	maasto{WB}ratsastus
maastotiedustelu	1	maasto{WB}tiedustelu
maastourheiluottelu	1	maastourheilu{WB}ottelu
maastovaihde	1	maasto{WB}vaihde
maasulku	1	maa{WB}sulku
maasusi	1	maa{WB}susi
maasälpä	1	maa{WB}sälpä
maasäteily	1	maa{WB}säteily
maataide	1	maa{WB}taide
maataideteos	1	maa{WB}taide{WB}teos
maataistelu	1	maa{WB}taistelu
maataistelukone	1	maa{WB}taistelu{WB}kone
maataiteilija	1	maa{WB}taiteilija
maatalo	1	maa{WB}talo
maataloudellinen	1	maa{WB}taloudellinen
maatalous	1	maa{WB}talous
maatalousala	1	maa{WB}talous{WB}ala
maatalousekonomia	1	maa{WB}talous{WB}ekonomia
maatalouselinkeino	1	maatalous{WB}elin{WB}keino
maatalouselinkeino	2	maa{WB}talous{WB}elin{WB}keino
maatalouskauppa	1	maa{WB}talous{WB}kauppa
maatalouskirjanpito	1	maa{WB}talous{WB}kirjan{WB}pito
maatalouskone	1	maa{WB}talous{WB}kone
maatalouskoneasentaja	1	maa{WB}talous{WB}kone{WB}asentaja
maatalouslomittaja	1	maa{WB}talous{WB}lomittaja
maatalousmaa	1	maa{WB}talous{WB}maa
maatalousministeri	1	maa{WB}talous{WB}ministeri
maatalousministeriö	1	maa{WB}talous{WB}ministeriö
maatalousneuvoja	1	maa{WB}talous{WB}neuvoja
maatalousneuvonta	1	maa{WB}talous{WB}neuvonta
maatalousnäyttely	1	maa{WB}talous{WB}näyttely
maatalousoppilaitos	1	maa{WB}talous{WB}oppi{WB}laitos
maatalouspoliittinen	1	maa{WB}talous{WB}poliittinen
maatalouspolitiikka	1	maa{WB}talous{WB}politiikka
maatalousseura	1	maa{WB}talous{WB}seura
maatalousseutu	1	maa{WB}talous{WB}seutu
maataloustarvike	1	maa{WB}talous{WB}tarvike
maatalousteknologia	1	maa{WB}talous{WB}teknologia
maataloustiede	1	maa{WB}talous{WB}tiede
maataloustieteellinen	1	maa{WB}talous{WB}tieteellinen
maataloustraktori	1	maa{WB}talous{WB}traktori
maataloustuki	1	maa{WB}talous{WB}tuki
maataloustuotanto	1	maa{WB}talous{WB}tuotanto
maataloustuote	1	maa{WB}talous{WB}tuote
maataloustuottaja	1	maa{WB}talous{WB}tuottaja
maataloustyö	1	maa{WB}talous{WB}työ
maataloustyöläinen	1	maatalous{WB}työläinen
maataloustyöntekijä	1	maa{WB}talous{WB}työn{WB}tekijä
maatalousvaliokunta	1	maatalous{WB}valio{WB}kunta
maatalousvaliokunta	2	maa{WB}talous{WB}valio{WB}kunta
maatalousvaltainen	1	maatalous{WB}valtainen
maatalousväestö	1	maatalous{WB}väestö
maatalousväestö	2	maatalous{WB}väestö
maatalousyrittäjä	1	maa{WB}talous{WB}yrittäjä
maatalousyritys	1	maa{WB}talous{WB}yritys
maatameno	1	maata{WB}meno
maataomistava	1	maata{WB}omistava
maatapano	1	maata{WB}pano
maataviljelevä	1	maata{WB}viljelevä
maateitse	1	maa{WB}teitse
maatiainen	1	maa{WB}tiainen
maatiaiskarja	1	maa{WB}tiais{WB}karja
maatiaiskaura	1	maa{WB}tiais{WB}kaura
maatiaislehmä	1	maa{WB}tiais{WB}lehmä
maatiaisrotu	1	maa{WB}tiais{WB}rotu
maatiaisrotuinen	1	maa{WB}tiais{WB}rotuinen
maatila	1	maa{WB}tila
maatilalaki	1	maatila{WB}laki
maatilalomailu	1	maa{WB}tila{WB}lomailu
maatilamajoitus	1	maa{WB}tila{WB}majoitus
maatilamarkkinat	1	maatila{WB}markkinat
maatilamatkailu	1	maa{WB}tila{WB}matkailu
maatilamyymälä	1	maa{WB}tila{WB}myymälä
maatilanemäntä	1	maa{WB}tilan{WB}emäntä
maatilarakennus	1	maatila{WB}rakennus
maatilatalous	1	maa{WB}tila{WB}talous
maatilkku	1	maa{WB}tilkku
maattojohdin	1	maatto{WB}johdin
maattojohto	1	maatto{WB}johto
maatuki	1	maa{WB}tuki
maatuskanukke	1	maatuska{WB}nukke
maatuuli	1	maa{WB}tuuli
maatyö	1	maa{WB}työ
maatyöläinen	1	maa{WB}työläinen
maatyömies	1	maa{WB}työ{WB}mies
maatähti	1	maa{WB}tähti
maauimala	1	maa{WB}uimala
maavaha	1	maa{WB}vaha
maavaikutus	1	maa{WB}vaikutus
maavalli	1	maa{WB}valli
maavara	1	maa{WB}vara
maavarsi	1	maa{WB}varsi
maavero	1	maa{WB}vero
maaverso	1	maa{WB}verso
maavesi	1	maa{WB}vesi
Maavesi	1	Maa{WB}vesi
maavirasto	1	maa{WB}virasto
maavoimat	1	maa{WB}voimat
maavuoto	1	maa{WB}vuoto
maaväri	1	maa{WB}väri
maayhteys	1	maa{WB}yhteys
maayökkönen	1	maa{WB}yökkönen
maaäiti	1	maa{WB}äiti
maaöljy	1	maa{WB}öljy
machomies	1	macho{WB}mies
MacOS	1	Mac{XB}OS
madamemalli	1	madame{WB}malli
madeirakakku	1	madeira{WB}kakku
madeirankeiju	1	madeiran{WB}keiju
madeiraviini	1	madeira{WB}viini
madekeitto	1	made{WB}keitto
mademuhennos	1	made{WB}muhennos
maderiaviini	1	maderia{WB}viini
Madetoja	1	Madet{WB}oja
Madevesi	1	Made{WB}vesi
Madgagajärvi	1	Madgaga{WB}järvi
madonhäätö	1	madon{WB}häätö
madonkantaja	1	madon{WB}kantaja
madonluku	1	madon{WB}luku
madonnamainen	1	madonna{WB}mainen
madonnankuva	1	madonnan{WB}kuva
madonnanlilja	1	madonnan{WB}lilja
madonnanpalvonta	1	madonnan{WB}palvonta
madonnatyyppi	1	madonna{WB}tyyppi
madonreikä	1	madon{WB}reikä
