lemma	homonym	new_para	boundaries
kapustahaikara	1	N_MAKKARA	kapusta{WB}haikara
kapustarinta	1	N_KUTSUNTA	kapusta{WB}rinta
Kapustavesi	1	N_KÖYSI	Kapusta{WB}vesi
karahviviini	1	N_TYYLI	karahvi{WB}viini
karakali	1	N_RUUVI	kara{WB}kali
karambolapuu	1	N_PUU	karambola{WB}puu
karamellilämpömittari	1	N_KANAALI	karamelli{WB}lämpömittari
karamellinruskea	1	A_KORKEA	karamellin{WB}ruskea
karamellintuoksuinen	1	A_AAKKOSELLINEN	karamellin{WB}tuoksuinen
karamellinvärinen	1	A_KYLMÄJÄRKINEN	karamellin{WB}värinen
karamellipaperi	1	N_KANAALI	karamelli{WB}paperi
karamellipatukka	1	N_LUSIKKA	karamelli{WB}patukka
karamellipussi	1	N_RUUVI	karamelli{WB}pussi
karamellirasia	1	N_MAKKARA	karamelli{WB}rasia
karamelliväri	1	N_TYYLI	karamelli{WB}väri
karanteenimaksu	1	N_ASU	karanteeni{WB}maksu
karanteenitila	1	N_KIRJA	karanteeni{WB}tila
karaokebaari	1	N_RUUVI	karaoke{WB}baari
karaokelaitteisto	1	N_TALO	karaoke{WB}laitteisto
karapylkkä	1	N_HÖLKKÄ	kara{WB}pylkkä
Karastie	1	N_TIE	Karas{WB}tie
karateisku	1	N_ASU	karate{WB}isku
karatepotku	1	N_ASU	karate{WB}potku
karavaanimajatalo	1	N_TALO	karavaani{WB}majatalo
karavaanimatkailu	1	N_SEIKKAILU	karavaani{WB}matkailu
karavaanitie	1	N_TIE	karavaani{WB}tie
karbiinihaka	1	N_VIKA	karbiini{WB}haka
karboksyylihappo	1	N_HAPPO	karboksyyli{WB}happo
karboksyyliryhmä	1	N_HÖPÖTTÄJÄ	karboksyyli{WB}ryhmä
karbonyyliryhmä	1	N_HÖPÖTTÄJÄ	karbonyyli{WB}ryhmä
kardaaniakseli	1	N_KANAALI	kardaani{WB}akseli
kardaaninivel	1	N_SIEMEN	kardaani{WB}nivel
kardaaniripustus	1	N_VAKUUTUS	kardaani{WB}ripustus
kardaanitunneli	1	N_KANAALI	kardaani{WB}tunneli
kardaaniveto	1	N_VETO	kardaani{WB}veto
kardinaaliahven	1	N_JOUTSEN	kardinaali{WB}ahven
kardinaalihyve	1	N_PISTE	kardinaali{WB}hyve
kardinaalikala	1	N_KIRJA	kardinaali{WB}kala
kardinaalikollegio	1	N_TUOMIO	kardinaali{WB}kollegio
kardinaalilaskimo	1	N_RUIPELO	kardinaali{WB}laskimo
kardinaaliluku	1	N_LUKU	kardinaali{WB}luku
kardinaalilukusana	1	N_KIRJA	kardinaali{WB}luku{WB}sana
kardinaalimunaus	1	N_VAKUUTUS	kardinaali{WB}munaus
kardinaalinpunainen	1	N_AAKKOSTAMINEN	kardinaalin{WB}punainen
kardinaalitetra	1	N_KIRJA	kardinaali{WB}tetra
kardinaalivirhe	1	N_PISTE	kardinaali{WB}virhe
karenssiaika	1	N_AIKA	karenssi{WB}aika
karenssipäivä	1	N_HÖPÖTTÄJÄ	karenssi{WB}päivä
Karetvesi	1	N_KÖYSI	Karet{WB}vesi
karheahiuksinen	1	A_AAKKOSELLINEN	karhea{WB}hiuksinen
karheapillike	1	N_LÄÄKE	karhea{WB}pillike
karheapintainen	1	A_AAKKOSELLINEN	karhea{WB}pintainen
karhearakenteinen	1	A_AAKKOSELLINEN	karhea{WB}rakenteinen
karheaturkkinen	1	A_AAKKOSELLINEN	karhea{WB}turkkinen
Karhonvesi	1	N_KÖYSI	Karhon{WB}vesi
karhuamiskirje	1	N_PISTE	karhuamis{WB}kirje
Karhuhalmeentie	1	N_TIE	Karhu{WB}halmeen{WB}tie
karhujahti	1	N_TAUTI	karhu{WB}jahti
karhukehrääjä	1	N_HÖPÖTTÄJÄ	karhu{WB}kehrääjä
karhukirje	1	N_PISTE	karhu{WB}kirje
karhukissa	1	N_KIRJA	karhu{WB}kissa
karhukoira	1	N_VOIMA	karhu{WB}koira
karhulanka	1	N_LANKA	karhu{WB}lanka
karhulorit	1	N_PUNK	karhu{WB}lorit
karhunajo	1	N_TALO	karhun{WB}ajo
karhunheinä	1	N_HÖPÖTTÄJÄ	karhun{WB}heinä
karhunkaataja	1	N_VOIMA	karhun{WB}kaataja
karhunkaato	1	N_VETO	karhun{WB}kaato
karhunkierros	1	N_VAKUUTUS	karhun{WB}kierros
karhunkokoinen	1	A_AAKKOSELLINEN	karhun{WB}kokoinen
karhunkoppi	1	N_KUPPI	karhun{WB}koppi
karhunkäpälä	1	N_KÄPÄLÄ	karhun{WB}käpälä
karhunköynnös	1	N_RÄJÄYTYS	karhun{WB}köynnös
karhunlanka	1	N_LANKA	karhun{WB}lanka
karhunlaukka	1	N_POLITIIKKA	karhun{WB}laukka
karhunliha	1	N_KIRJA	karhun{WB}liha
karhunmetsästys	1	N_RÄJÄYTYS	karhun{WB}metsästys
karhunnahka	1	N_KIRJA	karhun{WB}nahka
karhunnahka	2	N_VIKA	karhun{WB}nahka
karhunnahkalakki	1	N_LOKKI	karhunnahka{WB}lakki
karhunpalvelus	1	N_VAKUUTUS	karhun{WB}palvelus
karhunpeijaiset	1	N_RAPPUSET	karhun{WB}peijaiset
karhunpenikka	1	N_LUSIKKA	karhun{WB}penikka
karhunpentu	1	N_LINTU	karhun{WB}pentu
karhunpesä	1	N_HÖPÖTTÄJÄ	karhun{WB}pesä
karhunpoika	1	N_POIKA	karhun{WB}poika
karhunpoikanen	1	N_AAKKOSTAMINEN	karhun{WB}poikanen
karhunputki	1	N_ONNI	karhun{WB}putki
karhunpyynti	1	N_VIENTI	karhun{WB}pyynti
karhunpyytäjä	1	N_HÖPÖTTÄJÄ	karhun{WB}pyytäjä
karhunruoho	1	N_TALO	karhun{WB}ruoho
karhunruoto	1	N_VETO	karhun{WB}ruoto
karhunsammal	1	N_ASKAR	karhun{WB}sammal
karhuntalja	1	N_KIRJA	karhun{WB}talja
karhuntassu	1	N_ASU	karhun{WB}tassu
karhunvatukka	1	N_LUSIKKA	karhun{WB}vatukka
karhunvatukkapensas	1	N_PATSAS	karhunvatukka{WB}pensas
karhunäätä	1	N_PÖYTÄ	karhu{WB}näätä
karhuote	1	N_OSOITE	karhu{WB}ote
karhupaviaani	1	N_RUUVI	karhu{WB}paviaani
karhupumppu	1	N_LIPPU	karhu{WB}pumppu
karhutammi	1	N_ONNI	karhu{WB}tammi
karikekerros	1	N_VAKUUTUS	karike{WB}kerros
karikkoranta	1	N_KUTSUNTA	karikko{WB}ranta
karikukko	1	N_UKKO	kari{WB}kukko
karistesieni	1	N_HIIRI	kariste{WB}sieni
karistetauti	1	N_TAUTI	kariste{WB}tauti
karitsankare	1	N_ASTE	karitsan{WB}kare
karitsanlihaviipale	1	N_ASTE	karitsan{WB}lihaviipale
karitsannahka	1	N_KIRJA	karitsan{WB}nahka
karitsannahka	2	N_VIKA	karitsan{WB}nahka
karitsanvilla	1	N_KIRJA	karitsan{WB}villa
karitsanvuota	1	N_SOTA	karitsan{WB}vuota
karja-aitaus	1	N_VAKUUTUS	karja-aitaus
karja-aura	1	N_KIRJA	karja-aura
karja-auto	1	N_TALO	karja-auto
karjafarmi	1	N_RUUVI	karja{WB}farmi
karjakartano	1	N_RUIPELO	karja{WB}kartano
karjakeittiö	1	N_HÄIRIÖ	karja{WB}keittiö
karjakuume	1	N_ASTE	karja{WB}kuume
karjala-aunus	1	N_VAKUUTUS	karjala-aunus
karjalaiva	1	N_KIRJA	karja{WB}laiva
karjalan kieli	1	N_HIIRI	karjalan kieli
karjalankarhukoira	1	N_VOIMA	karjalan{WB}karhu{WB}koira
karjalanneito	1	N_VETO	karjalan{WB}neito
karjalanpaisti	1	N_RUUVI	karjalan{WB}paisti
karjalanpiirakka	1	N_LUSIKKA	karjalan{WB}piirakka
karjalanpiiras	1	N_PATSAS	karjalan{WB}piiras
karjalantalo	1	N_TALO	karjalan{WB}talo
karjalauma	1	N_KIRJA	karja{WB}lauma
karjamaja	1	N_KIRJA	karja{WB}maja
karjanajaja	1	N_VOIMA	karjan{WB}ajaja
karjanajo	1	N_TALO	karjan{WB}ajo
karjanerotteluaitaus	1	N_VAKUUTUS	karjanerottelu{WB}aitaus
karjanhoitaja	1	N_VOIMA	karjan{WB}hoitaja
karjanhoito	1	N_VETO	karjan{WB}hoito
karjanjalostus	1	N_VAKUUTUS	karjan{WB}jalostus
karjankasvattaja	1	N_VOIMA	karjan{WB}kasvattaja
karjankasvatus	1	N_VAKUUTUS	karjan{WB}kasvatus
karjankellot	1	N_AIVOT	karjan{WB}kellot
karjankuljetusauto	1	N_TALO	karjan{WB}kuljetus{WB}auto
karjankuljetusreitti	1	N_SKEITTI	karjankuljetus{WB}reitti
karjankuljetusvaunu	1	N_ASU	karjan{WB}kuljetusvaunu
karjanlaidun	1	N_LAIDUN	karjan{WB}laidun
karjanlanta	1	N_KUTSUNTA	karjan{WB}lanta
karjanomistaja	1	N_VOIMA	karjan{WB}omistaja
karjanostaja	1	N_VOIMA	karjan{WB}ostaja
karjanpito	1	N_VETO	karjan{WB}pito
karjanrehu	1	N_ASU	karjan{WB}rehu
karjanruoka	1	N_RUOKA	karjan{WB}ruoka
karjanruokinta	1	N_KUTSUNTA	karjan{WB}ruokinta
karjantarkkailu	1	N_SEIKKAILU	karjan{WB}tarkkailu
karjanäyttely	1	N_VEHKEILY	karja{WB}näyttely
karjapaimen	1	N_JOUTSEN	karja{WB}paimen
karjapiha	1	N_KIRJA	karja{WB}piha
karjapolku	1	N_ALKU	karja{WB}polku
karjaritilä	1	N_HÄKKYRÄ	karja{WB}ritilä
karjarotu	1	N_KUITU	karja{WB}rotu
karjarutto	1	N_HIRTTO	karja{WB}rutto
karjasuoja	1	N_VOIMA	karja{WB}suoja
karjatalous	1	N_AAKKOSELLISUUS	karja{WB}talous
karjatalouskone	1	N_ASTE	karja{WB}talous{WB}kone
karjataloustuote	1	N_OSOITE	karja{WB}talous{WB}tuote
karjatarha	1	N_KIRJA	karja{WB}tarha
karjatila	1	N_KIRJA	karja{WB}tila
karjatilallinen	1	A_AAKKOSELLINEN	karja{WB}tilallinen
karjatilallinen	2	N_AAKKOSTAMINEN	karja{WB}tilallinen
karjavaras	1	N_VARAS	karja{WB}varas
karjavarkaus	1	N_AAKKOSELLISUUS	karja{WB}varkaus
karjavaunu	1	N_ASU	karja{WB}vaunu
karjukala	1	N_KIRJA	karju{WB}kala
karkaisuallas	1	N_ALLAS	karkaisu{WB}allas
karkaisuaste	1	N_ASTE	karkaisu{WB}aste
karkaisukovuus	1	N_AAKKOSELLISUUS	karkaisu{WB}kovuus
karkaisukylpy	1	N_KÄPY	karkaisu{WB}kylpy
karkaisu-uuni	1	N_RUUVI	karkaisu-uuni
karkauspäivä	1	N_HÖPÖTTÄJÄ	karkaus{WB}päivä
karkaussekunti	1	N_SOINTI	karkaus{WB}sekunti
karkausvuosi	1	N_KAUSI	karkaus{WB}vuosi
karkausyritys	1	N_RÄJÄYTYS	karkaus{WB}yritys
karkeahiuksinen	1	A_AAKKOSELLINEN	karkea{WB}hiuksinen
karkeakarvainen	1	A_AAKKOSELLINEN	karkea{WB}karvainen
karkeakiteinen	1	A_KYLMÄJÄRKINEN	karkea{WB}kiteinen
karkeakäytöksinen	1	A_KYLMÄJÄRKINEN	karkea{WB}käytöksinen
karkealuonteinen	1	A_AAKKOSELLINEN	karkea{WB}luonteinen
karkeapiirteinen	1	A_KYLMÄJÄRKINEN	karkea{WB}piirteinen
karkeapintainen	1	A_AAKKOSELLINEN	karkea{WB}pintainen
karkeapuheinen	1	A_AAKKOSELLINEN	karkea{WB}puheinen
karkearakeinen	1	A_AAKKOSELLINEN	karkea{WB}rakeinen
karkearakenteinen	1	A_AAKKOSELLINEN	karkea{WB}rakenteinen
karkearehu	2	N_ASU	karkea{WB}rehu
karkeasanainen	1	A_AAKKOSELLINEN	karkea{WB}sanainen
karkeasyinen	1	A_KYLMÄJÄRKINEN	karkea{WB}syinen
karkeasäädin	1	N_SÄÄDIN	karkea{WB}säädin
karkeasäätö	1	N_HÄÄTÖ	karkea{WB}säätö
karkeatekoinen	1	A_AAKKOSELLINEN	karkea{WB}tekoinen
karkeatekoisuus	1	N_AAKKOSELLISUUS	karkea{WB}tekoisuus
karkeatukkainen	1	A_AAKKOSELLINEN	karkea{WB}tukkainen
karkeaviuhkalehti	1	N_LEHTI	karkeaviuhka{WB}lehti
karkeishionta	1	N_KUTSUNTA	karkeis{WB}hionta
karkeistae	1	N_KOE	karkeis{WB}tae
karkeistaos	1	N_VAKUUTUS	karkeis{WB}taos
karkeistyö	1	N_TYÖ	karkeis{WB}työ
karkeistyöstö	1	N_MÖMMÖ	karkeis{WB}työstö
karkkikauppa	1	N_TIPPA	karkki{WB}kauppa
karkkipussi	1	N_RUUVI	karkki{WB}pussi
karkkipäivä	1	N_HÖPÖTTÄJÄ	karkki{WB}päivä
karkkisauva	1	N_KIRJA	karkki{WB}sauva
karkotusmääräys	1	N_RÄJÄYTYS	karkotus{WB}määräys
karkotusrangaistus	1	N_VAKUUTUS	karkotus{WB}rangaistus
karkotustuomio	1	N_TUOMIO	karkotus{WB}tuomio
Karkuvesi	1	N_KÖYSI	Karku{WB}vesi
karmeliittaluostari	1	N_KANAALI	karmeliitta{WB}luostari
karmeliittamunkki	1	N_LOKKI	karmeliitta{WB}munkki
karmeliittasisar	1	N_JOUTSEN	karmeliitta{WB}sisar
karmiinikirva	1	N_KIRJA	karmiini{WB}kirva
karmiininpunainen	1	A_AAKKOSELLINEN	karmiinin{WB}punainen
karmiininpunainen	2	N_AAKKOSTAMINEN	karmiinin{WB}punainen
karmilista	1	N_KIRJA	karmi{WB}lista
karnevaaliaika	1	N_AIKA	karnevaali{WB}aika
karnevaalihumu	1	N_ASU	karnevaali{WB}humu
karnevaalikulkue	1	N_ASTE	karnevaali{WB}kulkue
karnevaalitunnelma	1	N_VOIMA	karnevaali{WB}tunnelma
karpalohyydyke	1	N_LÄÄKE	karpalo{WB}hyydyke
karpalohyytelö	1	N_JÄÄTELÖ	karpalo{WB}hyytelö
karpalokastike	1	N_KASTIKE	karpalo{WB}kastike
karpalolikööri	1	N_KEHVELI	karpalo{WB}likööri
karpalomehu	1	N_ASU	karpalo{WB}mehu
karpalonmuumiopikari	1	N_KANAALI	karpalonmuumio{WB}pikari
karpalonpunainen	1	A_AAKKOSELLINEN	karpalon{WB}punainen
karpalopensas	1	N_PATSAS	karpalo{WB}pensas
karpalosuo	1	N_VUO	karpalo{WB}suo
Karpalotie	1	N_TIE	Karpalo{WB}tie
karppikala	1	N_KIRJA	karppi{WB}kala
karppilohi	1	N_TULI	karppi{WB}lohi
karrieerinainen	1	N_AAKKOSTAMINEN	karrieeri{WB}nainen
karrikana	1	N_KIRJA	karri{WB}kana
karrikastike	1	N_KASTIKE	karri{WB}kastike
karsastusleikkaus	1	N_VAKUUTUS	karsastus{WB}leikkaus
karsimalmi	1	N_RUUVI	karsi{WB}malmi
karsimineraali	1	N_RUUVI	karsi{WB}mineraali
karsintakilpailu	1	N_SEIKKAILU	karsinta{WB}kilpailu
karsintakurssi	1	N_RUUVI	karsinta{WB}kurssi
karsintaottelu	1	N_SEIKKAILU	karsinta{WB}ottelu
karsintapeli	1	N_TYYLI	karsinta{WB}peli
karsintaraja	1	N_KIRJA	karsinta{WB}raja
karsintasarja	1	N_KIRJA	karsinta{WB}sarja
karstakone	1	N_ASTE	karsta{WB}kone
karstalanka	1	N_LANKA	karsta{WB}lanka
karstalankakangas	1	N_KANGAS	karsta{WB}lanka{WB}kangas
karstaohdake	1	N_KASTIKE	karsta{WB}ohdake
karstasammal	1	N_ASKAR	karsta{WB}sammal
karstauskone	1	N_ASTE	karstaus{WB}kone
karstavilla	1	N_KIRJA	karsta{WB}villa
karstimaa	1	N_MAA	karsti{WB}maa
karstimuodostuma	1	N_VOIMA	karsti{WB}muodostuma
karstipainauma	1	N_VOIMA	karsti{WB}painauma
karstivajoama	1	N_VOIMA	karsti{WB}vajoama
kartanlukija	1	N_MAKKARA	kartan{WB}lukija
kartanluku	1	N_LUKU	kartan{WB}luku
kartanohotelli	1	N_KANAALI	kartano{WB}hotelli
kartanonherra	1	N_KIRJA	kartanon{WB}herra
kartanonomistaja	1	N_VOIMA	kartanon{WB}omistaja
kartanonrouva	1	N_VOIMA	kartanon{WB}rouva
kartanopoppeli	1	N_KANAALI	kartano{WB}poppeli
kartanorakennus	1	N_VAKUUTUS	kartano{WB}rakennus
kartanoromantiikka	1	N_POLITIIKKA	kartano{WB}romantiikka
kartanosali	1	N_RUUVI	kartano{WB}sali
kartanpiirtäjä	1	N_HÖPÖTTÄJÄ	kartan{WB}piirtäjä
kartanpiirustus	1	N_VAKUUTUS	kartan{WB}piirustus
kartanvalmistaja	1	N_VOIMA	kartan{WB}valmistaja
kartellienvastainen	1	A_AAKKOSELLINEN	kartellien{WB}vastainen
kartellihinta	1	N_KUTSUNTA	kartelli{WB}hinta
kartellilaki	1	N_LAKI	kartelli{WB}laki
kartellisopimus	1	N_VAKUUTUS	kartelli{WB}sopimus
kartioakankaali	1	N_RUUVI	kartio{WB}akankaali
kartiohammaspyörä	1	N_HÖPÖTTÄJÄ	kartio{WB}hammas{WB}pyörä
kartiohammasvaihde	1	N_LUODE	kartiohammas{WB}vaihde
kartiohuhtasieni	1	N_RUUHI	kartio{WB}huhtasieni
kartiokitkakytkin	1	N_ELIN	kartio{WB}kitkakytkin
kartiokulma	1	N_VOIMA	kartio{WB}kulma
kartiokytkin	1	N_ELIN	kartio{WB}kytkin
kartioleikkaus	1	N_VAKUUTUS	kartio{WB}leikkaus
kartiolisäke	1	N_LÄÄKE	kartio{WB}lisäke
kartiopinta	1	N_KUTSUNTA	kartio{WB}pinta
kartioprojektio	1	N_TUOMIO	kartio{WB}projektio
kartiopullistuma	1	N_VOIMA	kartio{WB}pullistuma
kartiopyörä	1	N_HÖPÖTTÄJÄ	kartio{WB}pyörä
kartioupotuspora	1	N_VOIMA	kartio{WB}upotuspora
kartiovaihde	1	N_LUODE	kartio{WB}vaihde
kartiovoimansiirto	1	N_SIIRTO	kartio{WB}voimansiirto
karttaharjoitus	1	N_VAKUUTUS	kartta{WB}harjoitus
karttajäkälä	1	N_HÖPÖTTÄJÄ	kartta{WB}jäkälä
karttakeppi	1	N_TYYPPI	kartta{WB}keppi
karttakirja	1	N_KIRJA	kartta{WB}kirja
karttakoordinaatisto	1	N_RUIPELO	kartta{WB}koordinaatisto
karttalaukku	1	N_TIKKU	kartta{WB}laukku
karttalehti	1	N_LEHTI	kartta{WB}lehti
karttaliite	1	N_KÄSITE	kartta{WB}liite
karttaluonnos	1	N_VAKUUTUS	kartta{WB}luonnos
karttamerkki	1	N_HÄKKI	kartta{WB}merkki
karttaneula	1	N_KIRJA	kartta{WB}neula
karttaohdake	1	N_KASTIKE	kartta{WB}ohdake
karttaoppi	1	N_KUPPI	kartta{WB}oppi
karttapallo	1	N_TALO	kartta{WB}pallo
karttapiirros	1	N_VAKUUTUS	kartta{WB}piirros
karttapohjoinen	1	N_AAKKOSTAMINEN	kartta{WB}pohjoinen
karttapoikkeama	1	N_VOIMA	kartta{WB}poikkeama
karttaprojektio	1	N_TUOMIO	kartta{WB}projektio
karttaselitys	1	N_RÄJÄYTYS	kartta{WB}selitys
karttatasku	1	N_ASU	kartta{WB}tasku
karttateline	1	N_PISTE	kartta{WB}teline
karttupiilo	1	N_TALO	karttu{WB}piilo
karttupiilosilla	1	PCLE_NOPEASTI	karttu{WB}piilosilla
karttusilla	1	PCLE_NOPEASTI	karttu{WB}silla
kartusiaaniluostari	1	N_KANAALI	kartusiaani{WB}luostari
kartusiaanimunkki	1	N_LOKKI	kartusiaani{WB}munkki
kartuusipaperi	1	N_KANAALI	kartuusi{WB}paperi
karukkokangas	1	N_KANGAS	karukko{WB}kangas
karusellipuristin	1	N_PUHELIN	karuselli{WB}puristin
karusellisorvi	1	N_RUUVI	karuselli{WB}sorvi
karvahattu	1	N_TORTTU	karva{WB}hattu
karvahorsma	1	N_VOIMA	karva{WB}horsma
karvajalkavampyyri	1	N_KEHVELI	karvajalka{WB}vampyyri
karvakato	1	N_VETO	karva{WB}kato
karvakaulus	1	N_VAKUUTUS	karva{WB}kaulus
karvakehrääjä	1	N_HÖPÖTTÄJÄ	karva{WB}kehrääjä
karvakieli	1	N_HIIRI	karva{WB}kieli
karvalakki	1	N_LOKKI	karva{WB}lakki
karvalakkilähetystö	1	N_MÖMMÖ	karvalakki{WB}lähetystö
karvalakkipuoli	1	N_RUUHI	karvalakki{WB}puoli
karvalanka	1	N_LANKA	karva{WB}lanka
karvalankamatto	1	N_HIRTTO	karvalanka{WB}matto
karvalaukku	1	N_TIKKU	karva{WB}laukku
karvalehti	1	N_LEHTI	karva{WB}lehti
karvalehtikasvi	1	N_RUUVI	karvalehti{WB}kasvi
karvamerkki	1	N_HÄKKI	karva{WB}merkki
karvamesiheinä	1	N_HÖPÖTTÄJÄ	karvamesi{WB}heinä
karvanaama	1	N_KIRJA	karva{WB}naama
karvanaamainen	1	A_AAKKOSELLINEN	karva{WB}naamainen
karvanjuuri	1	N_RUUHI	karvan{WB}juuri
karvankasvu	1	N_ASU	karvan{WB}kasvu
karvanluonti	1	N_SOINTI	karvan{WB}luonti
karvanlähtö	1	N_HÄÄTÖ	karvan{WB}lähtö
karvanpoisto	1	N_TALO	karvan{WB}poisto
karvanpoistoaine	1	N_ASTE	karvan{WB}poisto{WB}aine
karvanpoistovaha	1	N_KIRJA	karvanpoisto{WB}vaha
karvanysty	1	N_KÄRRY	karva{WB}nysty
karvanätkelmä	1	N_HÖPÖTTÄJÄ	karva{WB}nätkelmä
karvapallo	1	N_TALO	karva{WB}pallo
karvapeite	1	N_KÄSITE	karva{WB}peite
karvapeitteinen	1	A_KYLMÄJÄRKINEN	karva{WB}peitteinen
karvapintainen	1	A_AAKKOSELLINEN	karva{WB}pintainen
karvareuhka	1	N_KIRJA	karva{WB}reuhka
karvarintainen	1	A_AAKKOSELLINEN	karva{WB}rintainen
karvarousku	1	N_ASU	karva{WB}rousku
karvasaine	1	N_ASTE	karvas{WB}aine
karvashikkori	1	N_KANAALI	karvas{WB}hikkori
karvasilkkiyrtti	1	N_SKEITTI	karvasilkki{WB}yrtti
karvasinilatva	1	N_KIRJA	karvasini{WB}latva
karvasipuli	1	N_KANAALI	karva{WB}sipuli
karvasivellin	1	N_SIVELLIN	karva{WB}sivellin
karvaskallioinen	1	N_AAKKOSTAMINEN	karvas{WB}kallioinen
karvaskurkku	1	N_TIKKU	karvas{WB}kurkku
karvasmanteli	1	N_KANAALI	karvas{WB}manteli
karvasmanteliöljy	1	N_KÄRRY	karvas{WB}manteli{WB}öljy
karvasohdake	1	N_KASTIKE	karvas{WB}ohdake
karvasolu	1	N_ASU	karva{WB}solu
karvasputki	1	N_ONNI	karvas{WB}putki
karvassuola	1	N_KIRJA	karvas{WB}suola
karvatukko	1	N_UKKO	karva{WB}tukko
karvatuppi	1	N_HAPPI	karva{WB}tuppi
karvaturri	1	N_RUUVI	karva{WB}turri
karvaustekijä	1	N_HÄKKYRÄ	karvaus{WB}tekijä
Karvesi	1	N_KÖYSI	Kar{WB}vesi
karviaishillo	1	N_TALO	karviais{WB}hillo
karviaiskoisa	1	N_VOIMA	karviais{WB}koisa
karviaiskoiso	1	N_TALO	karviais{WB}koiso
karviaismarja	1	N_KIRJA	karviais{WB}marja
karviaismarjahillo	1	N_TALO	karviais{WB}marja{WB}hillo
karviaismarjapensas	1	N_PATSAS	karviais{WB}marja{WB}pensas
karviaismittari	1	N_KANAALI	karviais{WB}mittari
karviaispistiäinen	1	N_KYLKIÄINEN	karviais{WB}pistiäinen
karvojennyppimishäiriö	1	N_HÄIRIÖ	karvojennyppimis{WB}häiriö
karyokineettinen	1	A_KYLMÄJÄRKINEN	karyo{XB}kineettinen
kasakkahyppy	1	N_RYYPPY	kasakka{WB}hyppy
kasakkajoukko	1	N_UKKO	kasakka{WB}joukko
kasakkalakki	1	N_LOKKI	kasakka{WB}lakki
kasakkapaita	1	N_PATA	kasakka{WB}paita
kasakkapäällikkö	1	N_YKSIKKÖ	kasakka{WB}päällikkö
kasakkatanssi	1	N_RUUVI	kasakka{WB}tanssi
kasapanos	1	N_VAKUUTUS	kasa{WB}panos
kasapäin	1	PCLE_TYHMÄSTI	kasa{WB}päin
kasapäissä	1	PCLE_TYHMÄSTI	kasa{WB}päissä
kasarmialue	1	N_ASTE	kasarmi{WB}alue
kasarmimajoitus	1	N_VAKUUTUS	kasarmi{WB}majoitus
kasarmirakennus	1	N_VAKUUTUS	kasarmi{WB}rakennus
kaseiiniliima	1	N_KIRJA	kaseiini{WB}liima
kaseiinimaali	1	N_RUUVI	kaseiini{WB}maali
kasettidekki	1	N_HÄKKI	kasetti{WB}dekki
kasettifilmi	1	N_TYYLI	kasetti{WB}filmi
kasettikirja	1	N_KIRJA	kasetti{WB}kirja
kasettikirjasto	1	N_RUIPELO	kasetti{WB}kirjasto
kasettilevy	1	N_KÄRRY	kasetti{WB}levy
kasettinauha	1	N_KIRJA	kasetti{WB}nauha
kasettinauhuri	1	N_KANAALI	kasetti{WB}nauhuri
kasettisoitin	1	N_SUODATIN	kasetti{WB}soitin
kasinohotelli	1	N_KANAALI	kasino{WB}hotelli
kasinotalous	1	N_AAKKOSELLISUUS	kasino{WB}talous
kaskenkaataja	1	N_VOIMA	kasken{WB}kaataja
kaskenkaato	1	N_VETO	kasken{WB}kaato
kaskenpolttaja	1	N_VOIMA	kasken{WB}polttaja
kaskenpoltto	1	N_HIRTTO	kasken{WB}poltto
kaskikulttuuri	1	N_KANAALI	kaski{WB}kulttuuri
kaskimaa	1	N_MAA	kaski{WB}maa
kaskinauris	1	N_RUUMIS	kaski{WB}nauris
kaskiviljely	1	N_VEHKEILY	kaski{WB}viljely
kaskovakuutus	1	N_VAKUUTUS	kasko{WB}vakuutus
kaskukokoelma	1	N_VOIMA	kasku{WB}kokoelma
kašmirkuvio	1	N_TUOMIO	kašmir{WB}kuvio
kašmirkuvioinen	1	A_AAKKOSELLINEN	kašmir{WB}kuvioinen
kašmirvilla	1	N_KIRJA	kašmir{WB}villa
kašmirvuohi	1	N_TULI	kašmir{WB}vuohi
kassa-alennus	1	N_VAKUUTUS	kassa-alennus
kassa-apulainen	1	N_AAKKOSTAMINEN	kassa-apulainen
kassaholvi	1	N_RUUVI	kassa{WB}holvi
kassajono	1	N_TALO	kassa{WB}jono
kassakaappi	1	N_KUPPI	kassa{WB}kaappi
kassakaappisopimus	1	N_VAKUUTUS	kassa{WB}kaappi{WB}sopimus
kassakappale	1	N_ASTE	kassa{WB}kappale
kassakirja	1	N_KIRJA	kassa{WB}kirja
kassakone	1	N_ASTE	kassa{WB}kone
kassakriisi	1	N_TYYLI	kassa{WB}kriisi
kassakuitti	1	N_KORTTI	kassa{WB}kuitti
kassalinja	1	N_KIRJA	kassa{WB}linja
kassalipas	1	N_SAAPAS	kassa{WB}lipas
kassamagneetti	1	N_KORTTI	kassa{WB}magneetti
kassamyyjä	1	N_HÖPÖTTÄJÄ	kassa{WB}myyjä
kassanauha	1	N_KIRJA	kassa{WB}nauha
kassanhoitaja	1	N_VOIMA	kassan{WB}hoitaja
kassanhoito	1	N_VETO	kassan{WB}hoito
kassantarkastus	1	N_VAKUUTUS	kassan{WB}tarkastus
kassaperuste	1	N_ASTE	kassa{WB}peruste
kassapäinen	1	A_KYLMÄJÄRKINEN	kassa{WB}päinen
kassapää	1	N_PÄÄ	kassa{WB}pää
kassapääte	1	N_KÄSITE	kassa{WB}pääte
kassareservi	1	N_TYYLI	kassa{WB}reservi
kassatili	1	N_TYYLI	kassa{WB}tili
