lemma	new_paras	homonym
kambodžalainen	['N_AAKKOSTAMINEN']	2
kamerunilainen	['A_AAKKOSELLINEN']	1
kamerunilainen	['N_AAKKOSTAMINEN']	2
kamputsealainen	['A_AAKKOSELLINEN']	1
kamputsealainen	['N_AAKKOSTAMINEN']	2
kanadalainen	['A_AAKKOSELLINEN']	1
kanadalainen	['N_AAKKOSTAMINEN']	2
Kanalampi	['N_LAMMI']	1
Kanalampi	['N_SAMPI']	2
kanariankeltainen	['A_AAKKOSELLINEN']	1
kanariankeltainen	['N_AAKKOSTAMINEN']	2
kangasalalainen	['A_AAKKOSELLINEN']	1
kangasalalainen	['N_AAKKOSTAMINEN']	2
Kangaslampi	['N_LAMMI']	1
Kangaslampi	['N_SAMPI']	2
kangaslampilainen	['A_AAKKOSELLINEN']	1
kangaslampilainen	['N_AAKKOSTAMINEN']	2
kangasniemeläinen	['A_KYLMÄJÄRKINEN']	1
kangasniemeläinen	['N_KYLKIÄINEN']	2
kankaanpääläinen	['A_KYLMÄJÄRKINEN']	1
kankaanpääläinen	['N_KYLKIÄINEN']	2
kannas	['N_STADION']	1
kannas	['N_VAKUUTUS']	2
kannettava	['A_RUMA']	1
kannettava	['N_VOIMA']	2
kannonkoskelainen	['A_AAKKOSELLINEN']	1
kannonkoskelainen	['N_AAKKOSTAMINEN']	2
kannonkoskinen	['A_AAKKOSELLINEN']	1
kannonkoskinen	['N_AAKKOSTAMINEN']	2
kannukselainen	['A_AAKKOSELLINEN']	1
kannukselainen	['N_AAKKOSTAMINEN']	2
kannullinen	['A_AAKKOSELLINEN']	1
kannullinen	['N_AAKKOSTAMINEN']	2
kannuslainen	['A_AAKKOSELLINEN']	1
kannuslainen	['N_AAKKOSTAMINEN']	2
kanssa	['PCLE_KOTONA']	1
kanssa	['PCLE_VAAN']	2
kanssarikollinen	['A_AAKKOSELLINEN']	1
kanssarikollinen	['N_AAKKOSTAMINEN']	2
kantakirjaori	['N_ORI']	1
kantakirjaori	['N_RUUVI']	2
Kantolanpuhti	['N_RUUVI']	1
Kantolanpuhti	['N_TAUTI']	2
kapallinen	['A_AAKKOSELLINEN']	1
kapallinen	['N_AAKKOSTAMINEN']	2
Kapealampi	['N_LAMMI']	1
Kapealampi	['N_SAMPI']	2
kapinallinen	['A_AAKKOSELLINEN']	1
kapinallinen	['N_AAKKOSTAMINEN']	2
Kaplas	['N_PATSAS']	1
Kaplas	['N_VAKUUTUS']	2
Kappelinpuhti	['N_RUUVI']	1
Kappelinpuhti	['N_TAUTI']	2
kapverdeläinen	['A_KYLMÄJÄRKINEN']	1
kapverdeläinen	['N_KYLKIÄINEN']	2
Kare	['N_ASTE']	1
Kare	['N_NALLE']	2
karhi	['N_ONNI']	1
karhi	['N_RUUVI']	2
karhulalainen	['A_AAKKOSELLINEN']	1
karhulalainen	['N_AAKKOSTAMINEN']	2
Karhulampi	['N_LAMMI']	1
Karhulampi	['N_SAMPI']	2
karhunnahka	['N_KIRJA']	1
karhunnahka	['N_VIKA']	2
Karhurimpi	['N_LAMMI']	1
Karhurimpi	['N_SAMPI']	2
Karies	['N_PUNK']	1
Karies	['N_VAKUUTUS']	2
karijokelainen	['A_AAKKOSELLINEN']	1
karijokelainen	['N_AAKKOSTAMINEN']	2
Karilas	['N_PATSAS']	1
Karilas	['N_VAKUUTUS']	2
karinaislainen	['A_AAKKOSELLINEN']	1
karinaislainen	['N_AAKKOSTAMINEN']	2
karinaistelainen	['A_AAKKOSELLINEN']	1
karinaistelainen	['N_AAKKOSTAMINEN']	2
Karinpuhti	['N_RUUVI']	1
Karinpuhti	['N_TAUTI']	2
karitsannahka	['N_KIRJA']	1
karitsannahka	['N_VIKA']	2
Karjaa	['N_PUNK']	1
Karjaa	['N_VAINAA']	2
karjaalainen	['A_AAKKOSELLINEN']	1
karjaalainen	['N_AAKKOSTAMINEN']	2
karjalalainen	['A_AAKKOSELLINEN']	1
karjalalainen	['N_AAKKOSTAMINEN']	2
karjalohjalainen	['A_AAKKOSELLINEN']	1
karjalohjalainen	['N_AAKKOSTAMINEN']	2
karjatilallinen	['A_AAKKOSELLINEN']	1
karjatilallinen	['N_AAKKOSTAMINEN']	2
Karke	['N_KASTIKE']	1
Karke	['N_NALLE']	2
karkearehu	['N_51karkearehu']	1
karkearehu	['N_ASU']	2
karkkilainen	['A_AAKKOSELLINEN']	1
karkkilainen	['N_AAKKOSTAMINEN']	2
karkkilalainen	['A_AAKKOSELLINEN']	1
karkkilalainen	['N_AAKKOSTAMINEN']	2
karkkulainen	['A_AAKKOSELLINEN']	1
karkkulainen	['N_AAKKOSTAMINEN']	2
karmiininpunainen	['A_AAKKOSELLINEN']	1
karmiininpunainen	['N_AAKKOSTAMINEN']	2
karminatiivi	['A_ABNORMI']	1
karminatiivi	['N_RUUVI']	2
karnauba	['N_ASEMA']	1
karnauba	['N_KIRJA']	2
Karolis	['N_PUNK']	1
Karolis	['N_VAKUUTUS']	2
Karpanrimpi	['N_LAMMI']	1
Karpanrimpi	['N_SAMPI']	2
Karpathos	['N_PUNK']	1
Karpathos	['N_VAKUUTUS']	2
Kárpathos	['N_PUNK']	1
Kárpathos	['N_VAKUUTUS']	2
Karsikkorimpi	['N_LAMMI']	1
Karsikkorimpi	['N_SAMPI']	2
karstulalainen	['A_AAKKOSELLINEN']	1
karstulalainen	['N_AAKKOSTAMINEN']	2
Karte	['N_NALLE']	1
Karte	['N_OSOITE']	2
kartesiolainen	['A_AAKKOSELLINEN']	1
kartesiolainen	['N_AAKKOSTAMINEN']	2
karttulalainen	['A_AAKKOSELLINEN']	1
karttulalainen	['N_AAKKOSTAMINEN']	2
Karuna	['N_MAKKARA']	1
Karuna	['N_PROBLEEMA']	2
karunalainen	['A_AAKKOSELLINEN']	1
karunalainen	['N_AAKKOSTAMINEN']	2
karunkilainen	['A_AAKKOSELLINEN']	1
karunkilainen	['N_AAKKOSTAMINEN']	2
karvaus	['N_AAKKOSELLISUUS']	1
karvaus	['N_VAKUUTUS']	2
karviainen	['A_AAKKOSELLINEN']	1
karviainen	['N_AAKKOSTAMINEN']	2
karvialainen	['A_AAKKOSELLINEN']	1
karvialainen	['N_AAKKOSTAMINEN']	2
Karyes	['N_RÄJÄYTYS']	1
Karyes	['N_ZEN']	2
Karyés	['N_RÄJÄYTYS']	1
Karyés	['N_ZEN']	2
Karystos	['N_PUNK']	1
Karystos	['N_VAKUUTUS']	2
Kárystos	['N_PUNK']	1
Kárystos	['N_VAKUUTUS']	2
kas	['PCLE_HAH']	1
kas	['PCLE_VAAN']	2
kaskas	['N_PATSAS']	1
kaskas	['N_STADION']	2
kaskislainen	['A_AAKKOSELLINEN']	1
kaskislainen	['N_AAKKOSTAMINEN']	2
kastanjanruskea	['A_KORKEA']	1
kastanjanruskea	['N_SOKEA']	2
Kastehelmi	['N_ONNI']	1
Kastehelmi	['N_RUUVI']	2
kastiton	['A_VIATON']	1
kastiton	['N_OSATON']	2
Kasuririipi	['N_HUPI']	1
Kasuririipi	['N_RUUVI']	2
kasvain	['N_PUHELIN']	1
kasvain	['PCLE_HAH']	2
kasvannainen	['A_AAKKOSELLINEN']	1
kasvannainen	['N_AAKKOSTAMINEN']	2
katalonialainen	['A_AAKKOSELLINEN']	1
katalonialainen	['N_AAKKOSTAMINEN']	2
katarttinen	['A_AAKKOSELLINEN']	1
katarttinen	['N_AAKKOSTAMINEN']	2
Katie	['N_BRASSERIE']	1
Katie	['N_ZOMBIE']	2
kato	['N_VETO']	1
kato	['PCLE_VAAN']	2
KATTI	['ACRO_II']	1
KATTI	['N_PUNK']	2
kattilallinen	['A_AAKKOSELLINEN']	1
kattilallinen	['N_AAKKOSTAMINEN']	2
kauhajokelainen	['A_AAKKOSELLINEN']	1
kauhajokelainen	['N_AAKKOSTAMINEN']	2
kauhajokinen	['A_AAKKOSELLINEN']	1
kauhajokinen	['N_AAKKOSTAMINEN']	2
kauhavainen	['A_AAKKOSELLINEN']	1
kauhavainen	['N_AAKKOSTAMINEN']	2
kauhavalainen	['A_AAKKOSELLINEN']	1
kauhavalainen	['N_AAKKOSTAMINEN']	2
Kaukas	['N_PATSAS']	1
Kaukas	['N_VAKUUTUS']	2
Kauko	['N_TALO']	1
Kauko	['N_TEKO']	2
kauko-ohjattu	['A_VIMMATTU']	1
kauko-ohjattu	['N_TORTTU']	2
Kaunas	['N_PUNK']	1
Kaunas	['N_VAKUUTUS']	2
kauniaislainen	['A_AAKKOSELLINEN']	1
kauniaislainen	['N_AAKKOSTAMINEN']	2
Kaunisrimpi	['N_LAMMI']	1
Kaunisrimpi	['N_SAMPI']	2
kaunokainen	['A_AAKKOSELLINEN']	1
kaunokainen	['N_AAKKOSTAMINEN']	2
kaupanpäällinen	['A_KYLMÄJÄRKINEN']	1
kaupanpäällinen	['N_KYLKIÄINEN']	2
kaupunkilainen	['A_AAKKOSELLINEN']	1
kaupunkilainen	['N_AAKKOSTAMINEN']	2
kaustislainen	['A_AAKKOSELLINEN']	1
kaustislainen	['N_AAKKOSTAMINEN']	2
kauvatsalainen	['A_AAKKOSELLINEN']	1
kauvatsalainen	['N_AAKKOSTAMINEN']	2
Kavaratti	['N_KORTTI']	1
Kavaratti	['N_RUUVI']	2
kazakstanilainen	['A_AAKKOSELLINEN']	1
kazakstanilainen	['N_AAKKOSTAMINEN']	2
kcal	['ACRO_ÄKS',	1
kcal	['PCLE_VAAN']	2
KEDO	['ACRO_OO']	1
KEDO	['N_TALO']	2
kehitysvammainen	['A_AAKKOSELLINEN']	1
kehitysvammainen	['N_AAKKOSTAMINEN']	2
KEHO	['ACRO_OO']	1
KEHO	['N_TALO']	2
kehollinen	['A_AAKKOSELLINEN']	1
kehollinen	['N_AAKKOSTAMINEN']	2
keikyäläinen	['A_KYLMÄJÄRKINEN']	1
keikyäläinen	['N_KYLKIÄINEN']	2
keinonahka	['N_KIRJA']	1
keinonahka	['N_VIKA']	2
Keisarklopinpuhti	['N_RUUVI']	1
Keisarklopinpuhti	['N_TAUTI']	2
keiteleläinen	['A_KYLMÄJÄRKINEN']	1
keiteleläinen	['N_KYLKIÄINEN']	2
Keknäistenpuhti	['N_RUUVI']	1
Keknäistenpuhti	['N_TAUTI']	2
Kelkarinpuhti	['N_RUUVI']	1
Kelkarinpuhti	['N_TAUTI']	2
kellertävänruskea	['A_KORKEA']	1
kellertävänruskea	['N_SOKEA']	2
kelmi	['A_STYDI']	1
kelmi	['N_TYYLI']	2
kelpo	['A_KELPO']	1
kelpo	['PCLE_VAAN']	2
Kelpo	['N_HEPO']	1
Kelpo	['N_TALO']	2
keltainen	['A_AAKKOSELLINEN']	1
keltainen	['N_AAKKOSTAMINEN']	2
kemijärveläinen	['A_KYLMÄJÄRKINEN']	1
kemijärveläinen	['N_KYLKIÄINEN']	2
kemiläinen	['A_KYLMÄJÄRKINEN']	1
kemiläinen	['N_KYLKIÄINEN']	2
keminmaalainen	['A_AAKKOSELLINEN']	1
keminmaalainen	['N_AAKKOSTAMINEN']	2
Kemira	['N_KITARA']	1
kemiöläinen	['A_KYLMÄJÄRKINEN']	1
kemiöläinen	['N_KYLKIÄINEN']	2
kemiönsaarelainen	['A_AAKKOSELLINEN']	1
kemiönsaarelainen	['N_AAKKOSTAMINEN']	2
kemoreseptori	['N_KANAALI']	1
kemoreseptori	['N_RUUVI']	2
Kempas	['N_SAAPAS']	1
Kempas	['N_VAKUUTUS']	2
kempeleläinen	['A_KYLMÄJÄRKINEN']	1
kempeleläinen	['N_KYLKIÄINEN']	2
kengurunnahka	['N_KIRJA']	1
kengurunnahka	['N_VIKA']	2
kenialainen	['A_AAKKOSELLINEN']	1
kenialainen	['N_AAKKOSTAMINEN']	2
kentällinen	['A_KYLMÄJÄRKINEN']	1
kentällinen	['N_KYLKIÄINEN']	2
kera	['N_KIRJA']	1
kera	['PCLE_NOPEASTI']	2
keravalainen	['A_AAKKOSELLINEN']	1
keravalainen	['N_AAKKOSTAMINEN']	2
kerimäkeläinen	['A_KYLMÄJÄRKINEN']	1
kerimäkeläinen	['N_KYLKIÄINEN']	2
kermanvalkoinen	['A_AAKKOSELLINEN']	1
kermanvalkoinen	['N_AAKKOSTAMINEN']	2
kerroin	['N_KERROIN']	1
kerroin	['PCLE_NOPEASTI']	2
kerta	['N_KERTA']	1
kerta	['PCLE_VAAN']	2
keskiafrikkalainen	['A_AAKKOSELLINEN']	1
keskiafrikkalainen	['N_AAKKOSTAMINEN']	2
keskiamerikkalainen	['A_AAKKOSELLINEN']	1
keskiamerikkalainen	['N_AAKKOSTAMINEN']	2
keskieurooppalainen	['A_AAKKOSELLINEN']	1
keskieurooppalainen	['N_AAKKOSTAMINEN']	2
keskiluokkalainen	['A_AAKKOSELLINEN']	1
keskiluokkalainen	['N_AAKKOSTAMINEN']	2
keskisuomalainen	['A_AAKKOSELLINEN']	1
keskisuomalainen	['N_AAKKOSTAMINEN']	2
keskisuuri	['A_ABNORMI']	1
keskisuuri	['N_RUUVI']	2
keskivertosuomalainen	['A_AAKKOSELLINEN']	1
keskivertosuomalainen	['N_AAKKOSTAMINEN']	2
kestiläläinen	['A_KYLMÄJÄRKINEN']	1
kestiläläinen	['N_KYLKIÄINEN']	2
Keszthely	['N_KÄRRY']	1
Keszthely	['N_ZEN']	2
kesälahtelainen	['A_AAKKOSELLINEN']	1
kesälahtelainen	['N_AAKKOSTAMINEN']	2
ketunnahka	['N_KIRJA']	1
ketunnahka	['N_VIKA']	2
Ketunrimpi	['N_LAMMI']	1
Ketunrimpi	['N_SAMPI']	2
Ketvel	['N_SIEMEN']	1
Ketvel	['N_ZEN']	2
keuhkotautinen	['A_AAKKOSELLINEN']	1
keuhkotautinen	['N_AAKKOSTAMINEN']	2
keuruslainen	['A_AAKKOSELLINEN']	1
keuruslainen	['N_AAKKOSTAMINEN']	2
keuruulainen	['A_AAKKOSELLINEN']	1
keuruulainen	['N_AAKKOSTAMINEN']	2
kevytjogurtti	['N_KORTTI']	1
kevytjogurtti	['N_RUUVI']	2
kevytsarja	['N_51kevytsarja']	1
kevytsarja	['N_KIRJA']	2
kevytsarjalainen	['A_AAKKOSELLINEN']	1
kevytsarjalainen	['N_AAKKOSTAMINEN']	2
Keynäs	['N_RÄJÄYTYS']	1
Keynäs	['N_ÄYRÄS']	2
Kezdivasarhely	['N_KÄRRY']	1
Kezdivasarhely	['N_ZEN']	2
Kézdivásárhely	['N_KÄRRY']	1
Kézdivásárhely	['N_ZEN']	2
Khios	['N_PUNK']	1
Khios	['N_VAKUUTUS']	2
kidusjalkainen	['A_AAKKOSELLINEN']	1
kidusjalkainen	['N_AAKKOSTAMINEN']	2
Kiekkamarimpi	['N_LAMMI']	1
Kiekkamarimpi	['N_SAMPI']	2
kihara	['A_HAPERA']	1
kihara	['N_PROBLEEMA']	2
kihlattu	['A_VIMMATTU']	1
kihlattu	['N_TORTTU']	2
kihniöläinen	['A_KYLMÄJÄRKINEN']	1
kihniöläinen	['N_KYLKIÄINEN']	2
kiihtelysvaaralainen	['A_AAKKOSELLINEN']	1
kiihtelysvaaralainen	['N_AAKKOSTAMINEN']	2
kiikalalainen	['A_AAKKOSELLINEN']	1
kiikalalainen	['N_AAKKOSTAMINEN']	2
kiikkalainen	['A_AAKKOSELLINEN']	1
kiikkalainen	['N_AAKKOSTAMINEN']	2
kiikoislainen	['A_AAKKOSELLINEN']	1
kiikoislainen	['N_AAKKOSTAMINEN']	2
kiiltonahka	['N_KIRJA']	1
kiiltonahka	['N_VIKA']	2
Kiimarimpi	['N_LAMMI']	1
Kiimarimpi	['N_SAMPI']	2
kiiminkiläinen	['A_KYLMÄJÄRKINEN']	1
kiiminkiläinen	['N_KYLKIÄINEN']	2
kiinalainen	['A_AAKKOSELLINEN']	1
kiinalainen	['N_AAKKOSTAMINEN']	2
Kiiras	['N_PATSAS']	1
Kiiras	['N_VAKUUTUS']	2
kiiski	['N_KIVI']	1
kiiski	['N_TYYLI']	2
Kiiski	['N_KIVI']	1
Kiiski	['N_TYYLI']	2
kiitos	['N_VAKUUTUS']	1
kiitos	['PCLE_VAAN']	2
kikkara	['A_HAPERA']	1
kikkara	['A_HARMAJA']	2
kilisevä	['A_TYHMÄ']	1
kilisevä	['N_HÖPÖTTÄJÄ']	2
Kilkonpuhti	['N_RUUVI']	1
Kilkonpuhti	['N_TAUTI']	2
kiltti	['A_VÄÄRTTI']	1
kiltti	['N_SKEITTI']	2
kimmel	['N_BESSERWISSER']	1
kimmel	['N_SIEMEN']	2
kimmota	['V_KARHUTA']	1
kimmota	['V_SAMMOTA']	2
kimo	['A_TUMMAHKO']	1
kimo	['N_TALO']	2
kinnulalainen	['A_AAKKOSELLINEN']	1
kinnulalainen	['N_AAKKOSTAMINEN']	2
kinshasankongolainen	['A_AAKKOSELLINEN']	1
kinshasankongolainen	['N_AAKKOSTAMINEN']	2
Kintasrimpi	['N_LAMMI']	1
Kintasrimpi	['N_SAMPI']	2
Kipoureio	['N_TALO']	1
Kipoureio	['N_TUOMIO']	2
Kipoúreio	['N_TALO']	1
Kipoúreio	['N_TUOMIO']	2
kirgisialainen	['A_AAKKOSELLINEN']	1
kirgisialainen	['N_AAKKOSTAMINEN']	2
Kiriakos	['N_PUNK']	1
Kiriakos	['N_VAKUUTUS']	2
kiribatilainen	['A_AAKKOSELLINEN']	1
kiribatilainen	['N_AAKKOSTAMINEN']	2
kirjanpitovihko	['N_PELKO']	1
kirjanpitovihko	['N_TALO']	2
kirjaton	['A_VIATON']	1
kirjaton	['N_OSATON']	2
kirjava	['A_MATALA']	1
kirjava	['N_ASEMA']	2
kirjavapillike	['N_51kirjavapillike']	1
kirjavapillike	['N_LÄÄKE']	2
kirjoitusvihko	['N_PELKO']	1
kirjoitusvihko	['N_TALO']	2
kirkkaansininen	['A_KYLMÄJÄRKINEN']	1
kirkkaansininen	['N_AAKKOSTAMINEN']	2
kirkkoherranvirka	['A_TARKKA']	1
kirkkoherranvirka	['N_VIKA']	2
kirkkonummelainen	['A_AAKKOSELLINEN']	1
kirkkonummelainen	['N_AAKKOSTAMINEN']	2
kirsikanpunainen	['A_AAKKOSELLINEN']	1
kirsikanpunainen	['N_AAKKOSTAMINEN']	2
Kirsi-Marie	['N_BRASSERIE']	1
Kirsi-Marie	['N_ZOMBIE']	2
Kirvesrimpi	['N_RIMMI']	1
Kirvesrimpi	['N_RIMPI']	2
kiskolainen	['A_AAKKOSELLINEN']	1
kiskolainen	['N_AAKKOSTAMINEN']	2
Kiszucaujhely	['N_KÄRRY']	1
Kiszucaujhely	['N_ZEN']	2
Kiszucaújhely	['N_KÄRRY']	1
Kiszucaújhely	['N_ZEN']	2
kiteeläinen	['A_KYLMÄJÄRKINEN']	1
kiteeläinen	['N_KYLKIÄINEN']	2
Kittamaanpuhti	['N_RUUVI']	1
Kittamaanpuhti	['N_TAUTI']	2
kittiläinen	['A_KYLMÄJÄRKINEN']	1
kittiläinen	['N_KYLKIÄINEN']	2
kittiläläinen	['A_KYLMÄJÄRKINEN']	1
kittiläläinen	['N_KYLKIÄINEN']	2
Kitu	['N_ASU']	1
Kitu	['N_KUITU']	2
kiukaislainen	['A_AAKKOSELLINEN']	1
kiukaislainen	['N_AAKKOSTAMINEN']	2
kiukaistelainen	['A_AAKKOSELLINEN']	1
kiukaistelainen	['N_AAKKOSTAMINEN']	2
Kiukas	['N_ASUKAS']	1
Kiukas	['N_VAKUUTUS']	2
Kiukoinrimpi	['N_LAMMI']	1
Kiukoinrimpi	['N_SAMPI']	2
kiuruveteläinen	['A_KYLMÄJÄRKINEN']	1
kiuruveteläinen	['N_KYLKIÄINEN']	2
kiuruvetinen	['A_AAKKOSELLINEN']	1
kiuruvetinen	['N_AAKKOSTAMINEN']	2
Kivenrimpi	['N_RIMMI']	1
Kivenrimpi	['N_RIMPI']	2
kivetä	['V_KIVETÄ']	1
kivetä	['V_TÄHYTÄ']	2
Kivi	['N_KIVI']	1
Kivi	['N_TYYLI']	2
kivijärveläinen	['A_KYLMÄJÄRKINEN']	1
kivijärveläinen	['N_KYLKIÄINEN']	2
kivijärvinen	['A_KYLMÄJÄRKINEN']	1
kivijärvinen	['N_KYLKIÄINEN']	2
Kivilampi	['N_LAMMI']	1
Kivilampi	['N_SAMPI']	2
Kivimerenpuhti	['N_RUUVI']	1
Kivimerenpuhti	['N_TAUTI']	2
Kiviperänpuhti	['N_RUUVI']	1
Kiviperänpuhti	['N_TAUTI']	2
Kivirimpi	['N_RIMMI']	1
Kivirimpi	['N_RIMPI']	2
Kivisavotanrimpi	['N_LAMMI']	1
Kivisavotanrimpi	['N_SAMPI']	2
Kivisilmänpuhti	['N_RUUVI']	1
Kivisilmänpuhti	['N_TAUTI']	2
Klaus	['N_KREUS']	1
Klaus	['N_PUNK']	2
Kleofas	['N_PATSAS']	1
Kleofas	['N_VAKUUTUS']	2
koboltinsininen	['A_KYLMÄJÄRKINEN']	1
koboltinsininen	['N_AAKKOSTAMINEN']	2
kodisjokelainen	['A_AAKKOSELLINEN']	1
kodisjokelainen	['N_AAKKOSTAMINEN']	2
kohta	['N_SOTA']	1
kohta	['PCLE_NOPEASTI']	2
Koidanrimpi	['N_LAMMI']	1
Koidanrimpi	['N_SAMPI']	2
koijärveläinen	['A_KYLMÄJÄRKINEN']	1
koijärveläinen	['N_KYLKIÄINEN']	2
Koilanpuhti	['N_RUUVI']	1
Koilanpuhti	['N_TAUTI']	2
koillinen	['A_AAKKOSELLINEN']	1
koillinen	['N_AAKKOSTAMINEN']	2
koinsyömä	['A_TYHMÄ']	1
koinsyömä	['N_HÖPÖTTÄJÄ']	2
Koirannahka	['N_KIRJA']	1
Koirannahka	['N_VIKA']	2
koiras	['N_PATSAS']	1
koiras	['N_VAKUUTUS']	2
koivulahtelainen	['A_AAKKOSELLINEN']	1
koivulahtelainen	['N_AAKKOSTAMINEN']	2
Koivusaarenrimpi	['N_LAMMI']	1
Koivusaarenrimpi	['N_SAMPI']	2
kokemäkeläinen	['A_KYLMÄJÄRKINEN']	1
kokemäkeläinen	['N_KYLKIÄINEN']	2
kokkolalainen	['A_AAKKOSELLINEN']	1
kokkolalainen	['N_AAKKOSTAMINEN']	2
Kokkolampi	['N_LAMMI']	1
Kokkolampi	['N_SAMPI']	2
Kokkorimpi	['N_LAMMI']	1
Kokkorimpi	['N_SAMPI']	2
koko	['N_KOKO']	1
koko	['PCLE_VAAN']	2
koko	['PRON_KOKO']	3
kolarilainen	['A_AAKKOSELLINEN']	1
kolarilainen	['N_AAKKOSTAMINEN']	2
kolkka	['A_HOIKKA']	1
kolkka	['N_LUOKKA']	2
kolmaskymmenes	['NUM_51kolmaskymmenes']	1
kolmaskymmenes	['NUM_NELJÄS']	2
kolmasluokkalainen	['A_AAKKOSELLINEN']	1
kolmasluokkalainen	['N_AAKKOSTAMINEN']	2
kolmasosa	['NUM_KOLMASOSA']	1
kolmasosa	['N_VOIMA']	2
kolmassadas	['NUM_51kolmassadas']	1
kolmassadas	['NUM_KOLMAS']	2
kolmastoista	['NUM_51kolmastoista']	1
kolmastoista	['NUM_KYMMENTÄ']	2
kolmekymmentä	['NUM_51kolmekymmentä']	1
kolmekymmentä	['NUM_KYMMENTÄ']	2
kolmekymppinen	['A_KYLMÄJÄRKINEN']	1
kolmekymppinen	['N_KYLKIÄINEN']	2
kolmesataa	['NUM_51kolmesataa']	1
kolmesataa	['NUM_KYMMENTÄ']	2
kolmetoista	['NUM_51kolmetoista']	1
kolmetoista	['NUM_KYMMENTÄ']	2
kolmetuhatta	['NUM_51kolmetuhatta']	1
kolmetuhatta	['NUM_KYMMENTÄ']	2
kolmipyöräinen	['A_KYLMÄJÄRKINEN']	1
kolmipyöräinen	['N_KYLKIÄINEN']	2
kolmivuotias	['A_AUTUAS']	1
kolmivuotias	['N_PATSAS']	2
koltanlappalainen	['A_AAKKOSELLINEN']	1
koltanlappalainen	['N_AAKKOSTAMINEN']	2
koltansaamelainen	['A_AAKKOSELLINEN']	1
koltansaamelainen	['N_AAKKOSTAMINEN']	2
kolttalappalainen	['A_AAKKOSELLINEN']	1
kolttalappalainen	['N_AAKKOSTAMINEN']	2
kolttasaamelainen	['A_AAKKOSELLINEN']	1
kolttasaamelainen	['N_AAKKOSTAMINEN']	2
kolumbialainen	['A_AAKKOSELLINEN']	1
kolumbialainen	['N_AAKKOSTAMINEN']	2
komorilainen	['A_AAKKOSELLINEN']	1
komorilainen	['N_AAKKOSTAMINEN']	2
Konevuori	['N_ONNI']	1
Konevuori	['N_RUUHI']	2
konfutselainen	['A_AAKKOSELLINEN']	1
konfutselainen	['N_AAKKOSTAMINEN']	2
konginkankaalainen	['A_AAKKOSELLINEN']	1
konginkankaalainen	['N_AAKKOSTAMINEN']	2
kongolainen	['A_AAKKOSELLINEN']	1
kongolainen	['N_AAKKOSTAMINEN']	2
Konka	['N_HONKA']	1
Konka	['N_VOIMA']	2
konkurssikypsä	['A_TYHMÄ']	1
konkurssikypsä	['N_HÖPÖTTÄJÄ']	2
konkurssivelallinen	['A_AAKKOSELLINEN']	1
konkurssivelallinen	['N_AAKKOSTAMINEN']	2
Konnalampi	['N_LAMMI']	1
Konnalampi	['N_SAMPI']	2
Konnankuljunpuhti	['N_RUUVI']	1
Konnankuljunpuhti	['N_TAUTI']	2
konneveteläinen	['A_KYLMÄJÄRKINEN']	1
konneveteläinen	['N_KYLKIÄINEN']	2
konnevetinen	['A_AAKKOSELLINEN']	1
konnevetinen	['N_AAKKOSTAMINEN']	2
Konnot	['N_AIVOT']	1
Konnot	['N_OPINNOT']	2
Kontas	['N_RATAS']	1
Kontas	['N_VAKUUTUS']	2
kontiolahtelainen	['A_AAKKOSELLINEN']	1
kontiolahtelainen	['N_AAKKOSTAMINEN']	2
Kontiovaaranrimpi	['N_LAMMI']	1
Kontiovaaranrimpi	['N_SAMPI']	2
kontradiktorinen	['A_AAKKOSELLINEN']	1
kontradiktorinen	['N_AAKKOSTAMINEN']	2
Konttirimpi	['N_LAMMI']	1
Konttirimpi	['N_SAMPI']	2
Kontturinniittyrimpi	['N_RIMMI']	1
Kontturinniittyrimpi	['N_RIMPI']	2
kookossaarelainen	['A_AAKKOSELLINEN']	1
kookossaarelainen	['N_AAKKOSTAMINEN']	2
kop	['ACRO_EE']	1
kop	['PCLE_HAH']	2
kopaali	['N_KANAALI']	1
kopaali	['N_RUUVI']	2
Koposenrimpi	['N_LAMMI']	1
Koposenrimpi	['N_SAMPI']	2
korallinpunainen	['A_AAKKOSELLINEN']	1
korallinpunainen	['N_AAKKOSTAMINEN']	2
korea	['A_KORKEA']	1
korea	['N_MAKKARA']	2
korea	['N_SOKEA']	3
Korea	['N_KITARA']	1
Korea	['N_SOKEA']	2
korealainen	['A_AAKKOSELLINEN']	1
korealainen	['N_AAKKOSTAMINEN']	2
korillinen	['A_AAKKOSELLINEN']	1
korillinen	['N_AAKKOSTAMINEN']	2
Korinthos	['N_PUNK']	1
Korinthos	['N_VAKUUTUS']	2
Kórinthos	['N_PUNK']	1
Kórinthos	['N_VAKUUTUS']	2
korinttolainen	['A_AAKKOSELLINEN']	1
korinttolainen	['N_AAKKOSTAMINEN']	2
Korkealampi	['N_LAMMI']	1
Korkealampi	['N_SAMPI']	2
korkillinen	['A_AAKKOSELLINEN']	1
korkillinen	['N_AAKKOSTAMINEN']	2
korni	['A_ABNORMI']	1
korni	['N_RUUVI']	2
korpilahtelainen	['A_AAKKOSELLINEN']	1
korpilahtelainen	['N_AAKKOSTAMINEN']	2
korpilahtinen	['A_AAKKOSELLINEN']	1
korpilahtinen	['N_AAKKOSTAMINEN']	2
korppoolainen	['A_AAKKOSELLINEN']	1
korppoolainen	['N_AAKKOSTAMINEN']	2
Korsniemenpuhti	['N_RUUVI']	1
Korsniemenpuhti	['N_TAUTI']	2
